team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Angers,30,27.4,48.4,38,418,"3,420",38.0,41,25,66,32,9,9,70,4,46.5,39.5,28.4,67.9,659,1349,1.08,0.66,1.74,0.84,1.50,1.22,0.75,1.97,1.04,1.79,30,38.0,70,4,3,471,461,46,572,423,370,7,5,3,2051,408,509,44.5
Bordeaux,39,25.7,47.4,38,418,"3,420",38.0,50,39,89,48,2,4,91,5,44.9,41.9,33.9,75.8,609,1271,1.32,1.03,2.34,1.26,2.29,1.18,0.89,2.07,1.10,2.00,39,38.0,91,5,2,460,391,58,611,454,377,2,9,3,2134,488,506,49.1
Brest,25,25.4,43.9,38,418,"3,420",38.0,48,32,80,41,7,8,59,2,43.4,37.0,28.7,65.7,666,1349,1.26,0.84,2.11,1.08,1.92,1.14,0.76,1.90,0.97,1.73,25,38.0,59,2,0,427,417,47,710,469,400,4,4,2,2006,618,540,53.4
Clermont Foot,28,26.9,50.0,38,418,"3,420",38.0,36,25,61,34,2,3,65,8,44.4,41.9,32.6,74.4,617,1370,0.95,0.66,1.61,0.89,1.55,1.17,0.86,2.03,1.10,1.96,28,38.0,65,8,3,387,482,53,713,386,361,2,5,3,2137,432,466,48.1
Lens,28,26.1,50.7,38,418,"3,420",38.0,60,39,99,55,5,5,73,7,50.2,46.4,34.9,81.3,763,1692,1.58,1.03,2.61,1.45,2.47,1.32,0.92,2.24,1.22,2.14,28,38.0,73,7,1,421,357,58,699,455,359,3,5,0,2051,427,366,53.8
Lille,26,26.1,50.8,38,418,"3,420",38.0,45,29,74,41,4,5,98,6,50.5,46.6,33.7,80.4,725,1487,1.18,0.76,1.95,1.08,1.84,1.33,0.89,2.22,1.23,2.11,26,38.0,98,6,3,446,441,89,621,377,359,5,6,2,2145,525,492,51.6
Lorient,29,26.2,44.4,38,418,"3,420",38.0,35,20,55,32,3,3,69,4,41.3,39.0,29.7,68.7,569,1258,0.92,0.53,1.45,0.84,1.37,1.09,0.78,1.87,1.03,1.81,29,38.0,69,4,3,475,423,55,588,412,412,3,6,3,2044,433,524,45.2
Lyon,30,25.6,58.4,38,418,"3,420",38.0,64,45,109,56,8,8,65,6,66.9,60.7,48.3,109.0,781,1756,1.68,1.18,2.87,1.47,2.66,1.76,1.27,3.03,1.60,2.87,30,38.0,65,6,2,436,424,62,571,396,367,6,8,3,2129,470,409,53.5
Marseille,27,25.0,61.7,38,418,"3,420",38.0,61,40,101,51,10,10,61,3,58.2,50.5,41.1,91.6,762,1866,1.61,1.05,2.66,1.34,2.39,1.53,1.08,2.61,1.33,2.41,27,38.0,61,3,1,347,459,60,619,327,319,10,4,1,1862,368,323,53.3
Metz,36,25.9,42.9,38,418,"3,420",38.0,33,24,57,32,1,1,94,9,29.2,28.4,21.5,49.9,572,1015,0.87,0.63,1.50,0.84,1.47,0.77,0.57,1.33,0.75,1.31,36,38.0,94,9,2,514,417,48,581,507,442,1,5,2,2092,527,529,49.9
Monaco,27,24.4,54.1,38,418,"3,420",38.0,62,45,107,53,9,9,85,4,59.4,52.3,44.1,96.4,750,1871,1.63,1.18,2.82,1.39,2.58,1.56,1.16,2.72,1.38,2.54,27,38.0,85,4,3,496,408,94,705,424,435,5,9,3,2287,546,498,52.3
Montpellier,27,25.8,48.2,38,418,"3,420",38.0,48,31,79,45,3,4,77,8,42.7,39.6,28.6,68.2,604,1282,1.26,0.82,2.08,1.18,2.00,1.12,0.75,1.88,1.04,1.79,27,38.0,77,8,4,411,465,53,697,356,380,3,6,1,2018,437,560,43.8
Nantes,26,26.1,43.9,38,418,"3,420",38.0,53,37,90,48,5,5,80,4,45.5,41.6,34.7,76.3,607,1330,1.39,0.97,2.37,1.26,2.24,1.20,0.91,2.11,1.10,2.01,26,38.0,80,4,2,500,372,55,731,415,405,2,7,1,2057,598,566,51.4
Nice,27,25.0,51.5,38,418,"3,420",38.0,52,35,87,44,8,10,77,6,55.6,48.0,39.0,86.9,732,1474,1.37,0.92,2.29,1.16,2.08,1.46,1.03,2.49,1.26,2.29,27,38.0,77,6,2,456,371,53,742,441,369,6,5,0,2064,526,471,52.8
Paris S-G,36,27.8,63.0,38,418,"3,420",38.0,88,65,153,81,7,8,79,4,76.7,70.6,55.9,126.6,877,2055,2.32,1.71,4.03,2.13,3.84,2.02,1.47,3.49,1.86,3.33,36,38.0,79,4,1,357,416,93,459,303,360,6,3,1,1824,262,221,54.2
Reims,35,24.0,42.2,38,418,"3,420",38.0,42,27,69,38,4,6,68,7,37.7,32.8,26.0,58.8,614,1185,1.11,0.71,1.82,1.00,1.71,0.99,0.68,1.68,0.86,1.55,35,38.0,68,7,4,449,451,76,629,493,365,5,7,0,2074,453,495,47.8
Rennes,28,25.3,55.9,38,418,"3,420",38.0,81,61,142,77,4,4,56,2,62.8,59.6,47.1,106.7,676,1737,2.13,1.61,3.74,2.03,3.63,1.65,1.24,2.89,1.57,2.81,28,38.0,56,2,1,434,377,59,698,315,318,4,6,1,1904,547,534,50.6
Saint-Étienne,39,25.1,48.5,38,418,"3,420",38.0,41,25,66,36,5,5,81,5,38.3,34.5,26.2,60.7,685,1400,1.08,0.66,1.74,0.95,1.61,1.01,0.69,1.70,0.91,1.60,39,38.0,81,5,1,464,441,51,697,452,397,4,8,4,2152,463,611,43.1
Strasbourg,26,27.0,49.5,38,418,"3,420",38.0,56,40,96,50,6,8,72,3,55.6,49.4,39.6,89.0,573,1589,1.47,1.05,2.53,1.32,2.37,1.46,1.04,2.51,1.30,2.34,26,38.0,72,3,1,497,400,61,797,433,392,6,4,1,2092,654,521,55.7
Troyes,35,27.1,44.4,38,418,"3,420",38.0,35,23,58,29,6,7,75,6,39.2,33.8,27.0,60.8,598,1216,0.92,0.61,1.53,0.76,1.37,1.03,0.71,1.74,0.89,1.60,35,38.0,75,6,3,442,473,53,708,430,351,7,10,2,1987,417,460,47.5
