team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Bastia,31,27.2,48.9,38,418,"3,420",38.0,35,20,55,30,5,5,80,0,0.92,0.53,1.45,0.79,1.32,31,38.0,80,0,,560,,,,,,,,
Bordeaux,30,26.2,52.8,38,418,"3,420",38.0,46,34,80,38,8,8,66,0,1.21,0.89,2.11,1.00,1.89,30,38.0,66,0,,502,,,,,,,,
Caen,23,27.2,45.2,38,418,"3,420",38.0,51,34,85,45,6,6,45,0,1.34,0.89,2.24,1.18,2.08,23,38.0,45,0,,468,,,,,,,,
Evian,29,26.8,45.8,38,418,"3,420",38.0,37,25,62,36,1,2,70,0,0.97,0.66,1.63,0.95,1.61,29,38.0,70,0,,531,,,,,,,,
Guingamp,28,28.3,44.2,38,418,"3,420",38.0,40,26,66,33,7,7,62,0,1.05,0.68,1.74,0.87,1.55,28,38.0,62,0,,476,,,,,,,,
Lens,27,26.0,47.3,38,418,"3,420",38.0,32,19,51,27,5,8,76,,0.84,0.50,1.34,0.71,1.21,27,38.0,76,,,555,,,,,,,,
Lille,27,26.4,51.3,38,418,"3,420",38.0,42,28,70,37,5,8,63,0,1.11,0.74,1.84,0.97,1.71,27,38.0,63,0,,463,,,,,,,,
Lorient,32,24.8,49.6,38,418,"3,420",38.0,41,27,68,36,5,5,56,0,1.08,0.71,1.79,0.95,1.66,32,38.0,56,0,,458,,,,,,,,
Lyon,26,24.6,56.9,38,418,"3,420",38.0,69,47,116,60,9,12,64,0,1.82,1.24,3.05,1.58,2.82,26,38.0,64,0,,576,,,,,,,,
Marseille,25,25.6,57.7,38,418,"3,420",38.0,72,45,117,70,2,4,69,0,1.89,1.18,3.08,1.84,3.03,25,38.0,69,0,,548,,,,,,,,
Metz,31,26.3,44.9,38,418,"3,420",38.0,31,17,48,23,8,10,76,,0.82,0.45,1.26,0.61,1.05,31,38.0,76,,,595,,,,,,,,
Monaco,27,25.5,51.7,38,418,"3,420",38.0,50,35,85,45,5,7,63,0,1.32,0.92,2.24,1.18,2.11,27,38.0,63,0,,506,,,,,,,,
Montpellier,26,27.3,47.3,38,418,"3,420",38.0,45,32,77,42,3,6,51,0,1.18,0.84,2.03,1.11,1.95,26,38.0,51,0,,512,,,,,,,,
Nantes,27,26.3,47.1,38,418,"3,420",38.0,26,17,43,22,4,6,73,0,0.68,0.45,1.13,0.58,1.03,27,38.0,73,0,,568,,,,,,,,
Nice,30,24.0,50.4,38,417,"3,420",38.0,44,29,73,40,4,4,89,0,1.16,0.76,1.92,1.05,1.82,30,38.0,89,0,,554,,,,,,,,
Paris S-G,23,26.8,60.4,38,418,"3,420",38.0,80,55,135,67,13,14,66,0,2.11,1.45,3.55,1.76,3.21,23,38.0,66,0,,443,,,,,,,,
Reims,30,27.0,48.9,38,418,"3,420",38.0,45,31,76,42,3,3,79,0,1.18,0.82,2.00,1.11,1.92,30,38.0,79,0,,544,,,,,,,,
Rennes,22,26.0,50.2,38,418,"3,420",38.0,34,28,62,33,1,3,56,,0.89,0.74,1.63,0.87,1.61,22,38.0,56,,,485,,,,,,,,
Saint-Étienne,24,27.1,50.3,38,418,"3,420",38.0,50,33,83,45,5,7,70,,1.32,0.87,2.18,1.18,2.05,24,38.0,70,,,556,,,,,,,,
Toulouse,27,24.4,49.1,38,418,"3,420",38.0,42,31,73,39,3,3,63,,1.11,0.82,1.92,1.03,1.84,27,38.0,63,,,582,,,,,,,,
