team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Montpellier,27,28.5,47.6,28,308,"2,520",28.0,33,19,52,31,2,5,57,5,35.3,31.3,23.2,54.6,425,1104,1.18,0.68,1.86,1.11,1.79,1.26,0.83,2.09,1.12,1.95,27,28.0,57,5,2,421,386,42,614,308,286,4,5,2,1596,606,518,53.9
Nantes,29,25.4,48.0,28,308,"2,520",28.0,23,16,39,21,2,2,52,2,30.2,28.7,23.6,52.4,548,1034,0.82,0.57,1.39,0.75,1.32,1.08,0.84,1.92,1.03,1.87,29,28.0,52,2,1,376,340,44,464,305,347,0,6,1,1638,464,518,47.3
Nice,31,23.9,54.6,28,308,"2,520",28.0,41,30,71,36,5,5,58,7,35.7,31.9,24.9,56.8,499,1260,1.46,1.07,2.54,1.29,2.36,1.28,0.89,2.17,1.14,2.03,31,28.0,58,7,4,295,362,22,395,343,279,4,7,2,1441,279,299,48.3
Nîmes,28,25.4,45.0,28,308,"2,520",28.0,29,20,49,27,2,2,44,6,30.3,28.7,22.2,50.9,421,959,1.04,0.71,1.75,0.96,1.68,1.08,0.79,1.87,1.03,1.82,28,28.0,44,6,3,360,401,39,544,329,302,2,4,1,1431,575,596,49.1
Paris S-G,31,27.2,65.2,27,297,"2,430",27.0,71,51,122,65,6,8,51,1,74.2,67.9,54.4,122.3,711,1681,2.63,1.89,4.52,2.41,4.30,2.75,2.01,4.76,2.51,4.53,31,27.0,51,1,1,333,291,57,520,255,295,5,0,1,1511,234,226,50.9
Reims,26,25.3,48.9,28,308,"2,520",28.0,26,16,42,21,5,5,57,5,30.6,26.7,22.1,48.9,597,1042,0.93,0.57,1.50,0.75,1.32,1.09,0.79,1.88,0.96,1.75,26,28.0,57,5,5,384,385,45,539,325,324,4,6,0,1478,427,503,45.9
Rennes,26,25.5,49.6,28,308,"2,520",28.0,37,26,63,34,3,5,51,1,37.1,33.4,25.6,59.0,557,936,1.32,0.93,2.25,1.21,2.14,1.33,0.91,2.24,1.19,2.11,26,28.0,51,1,0,387,404,40,478,272,296,5,5,1,1462,495,465,51.6
Saint-Étienne,31,27.0,48.2,28,308,"2,520",28.0,28,20,48,23,5,5,61,3,31.4,27.6,20.2,47.8,515,979,1.00,0.71,1.71,0.82,1.54,1.12,0.72,1.84,0.99,1.71,31,28.0,61,3,2,371,324,43,563,376,318,3,6,0,1542,532,526,50.3
Strasbourg,25,25.8,49.6,27,297,"2,430",27.0,32,21,53,29,3,4,47,1,34.2,31.1,22.9,54.0,492,982,1.19,0.78,1.96,1.07,1.85,1.27,0.85,2.11,1.15,2.00,25,27.0,47,1,1,367,311,33,579,301,293,4,7,0,1442,512,399,56.2
Toulouse,30,25.1,44.2,28,308,"2,520",28.0,21,14,35,17,4,6,49,5,31.7,27.2,19.6,46.8,556,949,0.75,0.50,1.25,0.61,1.11,1.13,0.70,1.84,0.97,1.67,30,28.0,49,5,1,396,295,30,534,320,346,4,5,1,1517,468,522,47.3
