team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Amiens,27,27.4,45.6,28,308,"2,520",28.0,30,20,50,27,3,5,59,4,27.4,23.4,16.9,40.4,384,1013,1.07,0.71,1.79,0.96,1.68,0.98,0.60,1.58,0.84,1.44,27,28.0,59,4,2,403,320,37,463,300,238,5,1,1,1543,470,551,46.0
Angers,26,28.0,45.3,28,308,"2,520",28.0,27,21,48,26,1,1,43,2,29.3,28.5,23.0,51.5,542,1088,0.96,0.75,1.71,0.93,1.68,1.05,0.82,1.87,1.02,1.84,26,28.0,43,2,1,336,315,28,550,267,279,1,3,0,1511,449,455,49.7
Bordeaux,26,26.9,53.6,28,308,"2,520",28.0,40,29,69,38,2,2,55,0,30.4,28.8,21.6,50.4,441,995,1.43,1.04,2.46,1.36,2.39,1.08,0.77,1.86,1.03,1.80,26,28.0,55,0,0,379,361,40,425,302,284,1,3,1,1562,487,445,52.3
Brest,24,26.1,49.8,28,308,"2,520",28.0,32,27,59,31,1,5,45,2,30.7,26.8,22.1,48.9,415,1138,1.14,0.96,2.11,1.11,2.07,1.10,0.79,1.89,0.96,1.75,24,28.0,45,2,0,329,286,35,520,352,282,4,6,0,1464,405,477,45.9
Dijon,28,26.9,46.5,28,308,"2,520",28.0,26,17,43,25,1,1,43,2,30.5,29.9,22.9,52.8,513,909,0.93,0.61,1.54,0.89,1.50,1.09,0.82,1.91,1.07,1.88,28,28.0,43,2,0,351,334,32,451,332,304,0,1,2,1497,542,499,52.1
Lille,25,24.3,52.9,28,308,"2,520",28.0,35,25,60,30,5,8,51,3,40.3,34.0,24.5,58.5,544,1077,1.25,0.89,2.14,1.07,1.96,1.44,0.88,2.31,1.21,2.09,25,28.0,51,3,2,385,343,60,528,278,237,7,6,3,1536,478,479,49.9
Lyon,27,24.8,56.2,28,308,"2,520",28.0,42,29,71,37,5,6,50,4,37.6,33.0,25.2,58.2,563,1208,1.50,1.04,2.54,1.32,2.36,1.34,0.90,2.24,1.18,2.08,27,28.0,50,4,1,342,312,26,495,311,304,4,3,3,1495,455,372,55.0
Marseille,23,27.1,53.5,28,308,"2,520",28.0,38,28,66,34,4,6,68,3,36.2,31.6,25.8,57.5,639,1107,1.36,1.00,2.36,1.21,2.21,1.29,0.92,2.22,1.13,2.05,23,28.0,68,3,1,376,318,23,499,312,325,4,5,2,1471,472,448,51.3
Metz,24,25.9,45.3,28,308,"2,520",28.0,27,20,47,25,2,4,45,4,27.1,24.0,18.0,41.9,578,845,0.96,0.71,1.68,0.89,1.61,0.97,0.64,1.61,0.86,1.50,24,28.0,45,4,0,335,344,31,447,312,337,2,4,0,1504,462,547,45.8
Monaco,28,26.0,50.9,28,308,"2,520",28.0,44,29,73,40,4,4,61,10,48.9,45.7,33.1,78.8,646,1302,1.57,1.04,2.61,1.43,2.46,1.74,1.18,2.93,1.63,2.82,28,28.0,61,10,1,336,345,44,510,281,307,3,6,1,1479,405,372,52.1
