team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Alavés,28,27.5,,38,418,"3,420",38.0,34,24,58,32,2,3,85,4,0.89,0.63,1.53,0.84,1.47,28,38.0,85,4,,670,,,,,,,,
Athletic Club,26,25.5,,38,417,"3,420",38.0,39,28,67,36,3,6,98,6,1.03,0.74,1.76,0.95,1.68,26,38.0,98,6,,697,,,,,,,,
Atlético Madrid,27,25.1,,38,420,"3,420",38.0,45,31,76,42,3,4,127,8,1.18,0.82,2.00,1.11,1.92,27,38.0,127,8,,783,,,,,,,,
Barcelona,30,26.6,,38,415,"3,420",38.0,75,53,128,67,8,10,75,6,1.97,1.39,3.37,1.76,3.16,30,38.0,75,6,,588,,,,,,,,
Betis,27,26.3,,38,417,"3,420",38.0,32,26,58,30,2,2,106,8,0.84,0.68,1.53,0.79,1.47,27,38.0,106,8,,802,,,,,,,,
Cádiz,26,28.8,,38,418,"3,420",38.0,36,21,57,31,5,6,93,5,0.95,0.55,1.50,0.82,1.37,26,38.0,93,5,,694,,,,,,,,
Celta Vigo,24,25.4,,38,417,"3,420",38.0,45,28,73,42,3,5,83,2,1.18,0.74,1.92,1.11,1.84,24,38.0,83,2,,645,,,,,,,,
Espanyol,26,24.9,,38,418,"3,420",38.0,36,27,63,34,2,5,112,9,0.95,0.71,1.66,0.89,1.61,26,38.0,112,9,,717,,,,,,,,
Getafe,24,27.0,,38,418,"3,420",38.0,53,39,92,50,3,3,107,8,1.39,1.03,2.42,1.32,2.34,24,38.0,107,8,,724,,,,,,,,
La Coruña,28,28.4,,38,418,"3,420",38.0,44,35,79,40,4,6,122,5,1.16,0.92,2.08,1.05,1.97,28,38.0,122,5,,799,,,,,,,,
Málaga,31,26.6,,38,419,"3,420",38.0,36,21,57,34,2,2,119,12,0.95,0.55,1.50,0.89,1.45,31,38.0,119,12,,864,,,,,,,,
Mallorca,28,26.2,,38,418,"3,420",38.0,37,27,64,36,1,1,108,9,0.97,0.71,1.68,0.95,1.66,28,38.0,108,9,,731,,,,,,,,
Osasuna,24,26.3,,38,418,"3,420",38.0,49,34,83,46,3,3,122,7,1.29,0.89,2.18,1.21,2.11,24,38.0,122,7,,810,,,,,,,,
Racing Sant,29,25.5,,38,415,"3,420",38.0,36,23,59,33,3,4,132,10,0.95,0.61,1.55,0.87,1.47,29,38.0,132,10,,810,,,,,,,,
Real Madrid,26,26.7,,38,419,"3,420",38.0,68,48,116,61,7,9,112,11,1.79,1.26,3.05,1.61,2.87,26,38.0,112,11,,742,,,,,,,,
Real Sociedad,29,25.4,,38,417,"3,420",38.0,46,30,76,40,6,6,86,10,1.21,0.79,2.00,1.05,1.84,29,38.0,86,10,,641,,,,,,,,
Sevilla,27,26.3,,38,416,"3,420",38.0,52,34,86,45,7,7,106,9,1.37,0.89,2.26,1.18,2.08,27,38.0,106,9,,677,,,,,,,,
Valencia,28,27.0,,38,418,"3,420",38.0,58,38,96,52,6,7,87,6,1.53,1.00,2.53,1.37,2.37,28,38.0,87,6,,689,,,,,,,,
Villarreal,29,26.8,,38,418,"3,420",38.0,49,32,81,44,5,7,109,5,1.29,0.84,2.13,1.16,2.00,29,38.0,109,5,,611,,,,,,,,
Zaragoza,23,26.4,,38,418,"3,420",38.0,45,30,75,43,2,2,104,6,1.18,0.79,1.97,1.13,1.92,23,38.0,104,6,,665,,,,,,,,
