team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Arsenal,30,26.8,61.4,38,418,"3,420",38.0,73,61,134,69,4,5,57,,68.3,64.3,53.3,117.6,915,2223,1.92,1.61,3.53,1.82,3.42,1.80,1.40,3.20,1.69,3.10,30,38.0,57,,0,383,377,89,572,427,425,5,6,0,2148,630,660,48.8
Bournemouth,22,26.9,48.1,38,418,"3,420",38.0,45,36,81,42,3,3,57,,38.8,36.4,29.1,65.5,702,1526,1.18,0.95,2.13,1.11,2.05,1.02,0.77,1.79,0.96,1.72,22,38.0,57,,1,339,411,52,707,367,324,2,3,1,1956,698,750,48.2
Brighton,24,27.5,43.7,38,418,"3,420",38.0,33,25,58,28,5,7,54,,37.0,31.8,26.2,58.0,523,1230,0.87,0.66,1.53,0.74,1.39,0.97,0.69,1.66,0.84,1.53,24,38.0,54,,0,413,277,98,680,449,380,7,3,5,2122,796,777,50.6
Burnley,24,27.5,43.7,38,418,"3,420",38.0,35,26,61,35,0,0,65,,32.3,32.3,23.6,55.9,431,1103,0.92,0.68,1.61,0.92,1.61,0.85,0.62,1.47,0.85,1.47,24,38.0,65,,0,350,422,100,707,400,355,0,5,1,1875,912,967,48.5
Chelsea,26,26.7,55.6,38,418,"3,420",38.0,60,42,102,57,3,3,46,,54.4,52.0,41.5,93.5,1045,1998,1.58,1.11,2.68,1.50,2.61,1.43,1.09,2.52,1.37,2.46,26,38.0,46,,2,363,405,108,755,424,426,3,2,2,2233,602,506,54.3
Crystal Palace,28,27.1,45.2,38,418,"3,420",38.0,44,26,70,36,8,10,72,,53.5,45.9,33.3,79.2,727,1308,1.16,0.68,1.84,0.95,1.63,1.41,0.88,2.28,1.21,2.08,28,38.0,72,,0,425,404,56,703,552,447,9,2,2,2156,752,708,51.5
Everton,30,26.7,45.5,38,418,"3,420",38.0,42,26,68,37,5,8,55,,40.5,34.1,24.7,58.8,477,1161,1.11,0.68,1.79,0.97,1.66,1.07,0.65,1.71,0.90,1.55,30,38.0,55,,2,460,364,82,629,514,447,8,5,0,2046,760,852,47.1
Huddersfield,25,26.4,45.7,38,418,"3,420",38.0,25,19,44,23,2,2,65,,31.3,29.8,23.7,53.5,627,1210,0.66,0.50,1.16,0.61,1.11,0.82,0.62,1.45,0.78,1.41,25,38.0,65,,2,397,363,67,765,518,502,2,6,1,2141,788,800,49.6
Leicester City,27,27.2,48.0,38,418,"3,420",38.0,53,38,91,48,5,6,60,,50.0,45.3,34.9,80.2,655,1271,1.39,1.00,2.39,1.26,2.26,1.32,0.92,2.24,1.19,2.11,27,38.0,60,,4,364,357,92,744,414,417,6,4,2,2154,787,752,51.1
Liverpool,27,25.6,60.3,38,418,"3,420",38.0,82,58,140,80,2,3,44,,72.9,70.6,52.7,123.3,982,2236,2.16,1.53,3.68,2.11,3.63,1.92,1.39,3.31,1.86,3.24,27,38.0,44,,0,344,305,70,764,379,450,3,6,0,2258,585,650,47.4
Manchester City,25,26.4,71.0,38,418,"3,420",38.0,103,85,188,97,6,8,63,,78.6,72.7,57.9,130.6,1308,2570,2.71,2.24,4.95,2.55,4.79,2.07,1.52,3.59,1.91,3.44,25,38.0,63,,2,344,354,67,691,346,381,8,2,2,2104,512,418,55.1
Manchester Utd,27,26.7,54.7,38,418,"3,420",38.0,67,53,120,66,1,3,64,,55.7,53.3,40.5,93.8,920,1564,1.76,1.39,3.16,1.74,3.13,1.47,1.07,2.53,1.40,2.47,27,38.0,64,,0,405,422,88,753,481,369,1,1,2,2133,617,493,55.6
Newcastle Utd,27,25.6,41.7,38,418,"3,420",38.0,38,29,67,38,0,1,54,,41.6,40.9,32.1,72.9,548,1145,1.00,0.76,1.76,1.00,1.76,1.10,0.84,1.94,1.08,1.92,27,38.0,54,,1,409,369,63,616,441,426,1,6,3,2021,884,927,48.8
Southampton,26,26.2,51.3,38,418,"3,420",38.0,36,23,59,33,3,3,65,,39.9,37.6,29.5,67.0,694,1609,0.95,0.61,1.55,0.87,1.47,1.05,0.78,1.83,0.99,1.76,26,38.0,65,,1,416,377,73,800,462,454,3,2,0,2222,687,821,45.6
Stoke City,30,27.5,41.4,38,418,"3,420",38.0,34,28,62,34,0,3,62,,36.5,34.1,27.4,61.4,477,1150,0.89,0.74,1.63,0.89,1.63,0.96,0.72,1.68,0.90,1.62,30,38.0,62,,0,436,375,87,598,461,437,2,5,2,1832,974,774,55.7
Swansea City,26,27.2,45.3,38,418,"3,420",38.0,27,20,47,26,1,1,51,,31.6,30.8,20.2,51.0,596,1194,0.71,0.53,1.24,0.68,1.21,0.83,0.53,1.36,0.81,1.34,26,38.0,51,,0,377,400,38,694,390,417,1,6,2,1877,687,769,47.2
Tottenham,25,25.8,61.8,38,418,"3,420",38.0,70,51,121,68,2,3,52,,64.7,62.3,49.0,111.3,862,2249,1.84,1.34,3.18,1.79,3.13,1.70,1.29,2.99,1.64,2.93,25,38.0,52,,1,384,394,88,825,380,399,3,3,1,2142,605,583,50.9
Watford,29,27.9,49.7,38,418,"3,420",38.0,42,27,69,39,3,6,65,,45.0,40.2,29.2,69.4,647,1455,1.11,0.71,1.82,1.03,1.74,1.19,0.77,1.95,1.06,1.83,29,38.0,65,,1,441,381,74,713,467,432,6,6,1,2105,841,883,48.8
West Brom,24,29.1,40.7,38,418,"3,420",38.0,31,24,55,30,1,1,73,,36.5,35.7,25.9,61.6,507,1106,0.82,0.63,1.45,0.79,1.42,0.96,0.68,1.64,0.94,1.62,24,38.0,73,,0,440,345,79,784,470,385,0,1,2,2094,785,784,50.0
West Ham,27,28.0,45.2,38,418,"3,420",38.0,48,29,77,46,2,4,75,,36.7,33.6,24.9,58.4,523,1179,1.26,0.76,2.03,1.21,1.97,0.97,0.65,1.62,0.88,1.54,27,38.0,75,,1,379,450,97,733,482,410,4,6,1,2017,743,771,49.1
