team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Almería,24,25.6,,38,417,"3,420",38.0,40,21,61,38,2,3,105,7,1.05,0.55,1.61,1.00,1.55,24,38.0,105,7,,624,,,,,,,,
Athletic Club,29,25.2,,38,418,"3,420",38.0,48,24,72,43,5,10,101,10,1.26,0.63,1.89,1.13,1.76,29,38.0,101,10,,568,,,,,,,,
Atlético Madrid,33,26.0,,38,418,"3,420",38.0,56,27,83,53,3,5,96,7,1.47,0.71,2.18,1.39,2.11,33,38.0,96,7,,611,,,,,,,,
Barcelona,24,26.3,,38,418,"3,420",38.0,95,56,151,92,3,3,78,5,2.50,1.47,3.97,2.42,3.89,24,38.0,78,5,,511,,,,,,,,
Espanyol,28,25.0,,38,417,"3,420",38.0,29,15,44,29,0,0,123,8,0.76,0.39,1.16,0.76,1.16,28,38.0,123,8,,622,,,,,,,,
Getafe,24,26.4,,38,418,"3,420",38.0,57,29,86,51,6,6,113,4,1.50,0.76,2.26,1.34,2.11,24,38.0,113,4,,528,,,,,,,,
La Coruña,28,27.5,,38,418,"3,420",38.0,34,15,49,31,3,3,70,6,0.89,0.39,1.29,0.82,1.21,28,38.0,70,6,,486,,,,,,,,
Málaga,30,26.5,,38,418,"3,420",38.0,41,20,61,41,0,0,136,10,1.08,0.53,1.61,1.08,1.61,30,38.0,136,10,,684,,,,,,,,
Mallorca,24,27.7,,38,418,"3,420",38.0,57,29,86,53,4,6,99,4,1.50,0.76,2.26,1.39,2.16,24,38.0,99,4,,660,,,,,,,,
Osasuna,25,28.2,,38,418,"3,420",38.0,36,20,56,34,2,3,87,9,0.95,0.53,1.47,0.89,1.42,25,38.0,87,9,,617,,,,,,,,
Racing Sant,29,26.6,,38,418,"3,420",38.0,42,23,65,38,4,4,110,7,1.11,0.61,1.71,1.00,1.61,29,38.0,110,7,,720,,,,,,,,
Real Madrid,25,25.1,,38,418,"3,420",38.0,102,53,155,95,7,8,91,5,2.68,1.39,4.08,2.50,3.89,25,38.0,91,5,,586,,,,,,,,
Sevilla,31,27.4,,38,417,"3,420",38.0,63,30,93,58,5,5,107,10,1.66,0.79,2.45,1.53,2.32,31,38.0,107,10,,599,,,,,,,,
Sporting Gijón,28,26.5,,38,417,"3,420",38.0,35,18,53,31,4,6,103,6,0.92,0.47,1.39,0.82,1.29,28,38.0,103,6,,590,,,,,,,,
Tenerife,22,27.2,,38,418,"3,420",38.0,39,17,56,37,2,4,93,4,1.03,0.45,1.47,0.97,1.42,22,38.0,93,4,,613,,,,,,,,
Valencia,27,26.9,,38,418,"3,420",38.0,59,32,91,56,3,3,116,8,1.55,0.84,2.39,1.47,2.32,27,38.0,116,8,,630,,,,,,,,
Valladolid,31,26.4,,38,417,"3,420",38.0,35,17,52,33,2,2,107,11,0.92,0.45,1.37,0.87,1.32,31,38.0,107,11,,630,,,,,,,,
Villarreal,25,27.5,,38,418,"3,420",38.0,58,28,86,58,0,0,103,11,1.53,0.74,2.26,1.53,2.26,25,38.0,103,11,,532,,,,,,,,
Xerez,24,26.3,,38,418,"3,420",38.0,38,21,59,36,2,3,110,14,1.00,0.55,1.55,0.95,1.50,24,38.0,110,14,,576,,,,,,,,
Zaragoza,33,27.1,,38,418,"3,420",38.0,45,19,64,41,4,5,131,6,1.18,0.50,1.68,1.08,1.58,33,38.0,131,6,,680,,,,,,,,
