team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Athletic Club,26,25.7,,38,418,"3,420",38.0,42,27,69,36,6,7,93,7,1.11,0.71,1.82,0.95,1.66,26,38.0,93,7,,614,,,,,,,,
Atlético Madrid,26,25.4,,38,418,"3,420",38.0,44,33,77,38,6,10,118,10,1.16,0.87,2.03,1.00,1.87,26,38.0,118,10,,698,,,,,,,,
Barcelona,22,27.3,,38,418,"3,420",38.0,76,45,121,69,7,8,85,7,2.00,1.18,3.18,1.82,3.00,22,38.0,85,7,,538,,,,,,,,
Betis,29,26.8,,38,417,"3,420",38.0,36,24,60,31,5,8,101,10,0.95,0.63,1.58,0.82,1.45,29,38.0,101,10,,587,,,,,,,,
Celta Vigo,26,26.9,,38,418,"3,420",38.0,40,27,67,33,7,8,113,11,1.05,0.71,1.76,0.87,1.58,26,38.0,113,11,,630,,,,,,,,
Espanyol,28,25.3,,38,417,"3,420",38.0,46,31,77,43,3,3,110,7,1.21,0.82,2.03,1.13,1.95,28,38.0,110,7,,623,,,,,,,,
Getafe,24,28.2,,38,418,"3,420",38.0,39,29,68,38,1,3,103,5,1.03,0.76,1.79,1.00,1.76,24,38.0,103,5,,663,,,,,,,,
Gimnàstic,29,27.5,,38,419,"3,420",38.0,33,22,55,29,4,4,93,6,0.87,0.58,1.45,0.76,1.34,29,38.0,93,6,,674,,,,,,,,
La Coruña,27,25.6,,38,418,"3,420",38.0,31,18,49,28,3,4,121,11,0.82,0.47,1.29,0.74,1.21,27,38.0,121,11,,622,,,,,,,,
Levante,27,29.4,,38,418,"3,420",38.0,36,26,62,34,2,3,122,13,0.95,0.68,1.63,0.89,1.58,27,38.0,122,13,,709,,,,,,,,
Mallorca,23,26.9,,38,418,"3,420",38.0,41,24,65,40,1,2,101,5,1.08,0.63,1.71,1.05,1.68,23,38.0,101,5,,606,,,,,,,,
Osasuna,28,25.9,,38,418,"3,420",38.0,50,33,83,46,4,4,114,5,1.32,0.87,2.18,1.21,2.08,28,38.0,114,5,,580,,,,,,,,
Racing Sant,27,26.2,,38,418,"3,420",38.0,39,26,65,30,9,11,126,8,1.03,0.68,1.71,0.79,1.47,27,38.0,126,8,,688,,,,,,,,
Real Madrid,25,27.0,,38,418,"3,420",38.0,66,43,109,64,2,3,127,10,1.74,1.13,2.87,1.68,2.82,25,38.0,127,10,,747,,,,,,,,
Real Sociedad,30,26.5,,38,418,"3,420",38.0,31,19,50,28,3,5,98,4,0.82,0.50,1.32,0.74,1.24,30,38.0,98,4,,659,,,,,,,,
Recreativo,24,27.1,,38,418,"3,420",38.0,52,31,83,47,5,8,66,3,1.37,0.82,2.18,1.24,2.05,24,38.0,66,3,,537,,,,,,,,
Sevilla,24,27.0,,38,417,"3,420",38.0,63,39,102,56,7,11,106,8,1.66,1.03,2.68,1.47,2.50,24,38.0,106,8,,466,,,,,,,,
Valencia,29,26.9,,38,418,"3,420",38.0,57,38,95,53,4,5,109,8,1.50,1.00,2.50,1.39,2.39,29,38.0,109,8,,551,,,,,,,,
Villarreal,27,27.2,,38,418,"3,420",38.0,47,32,79,45,2,2,100,4,1.24,0.84,2.08,1.18,2.03,27,38.0,100,4,,602,,,,,,,,
Zaragoza,22,26.5,,38,418,"3,420",38.0,54,34,88,50,4,5,117,7,1.42,0.89,2.32,1.32,2.21,22,38.0,117,7,,640,,,,,,,,
