team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Arsenal,27,24.4,52.8,38,418,"3,420",38.0,60,41,101,55,5,8,67,4,60.5,55.1,40.2,95.4,734,1655,1.58,1.08,2.66,1.45,2.53,1.59,1.06,2.65,1.45,2.51,27,38.0,67,4,3,365,357,66,633,296,311,6,6,1,1861,463,572,44.7
Aston Villa,31,26.1,46.5,38,418,"3,420",38.0,50,42,92,47,3,3,81,2,44.0,42.0,34.8,76.8,653,1300,1.32,1.11,2.42,1.24,2.34,1.16,0.92,2.08,1.10,2.02,31,38.0,81,2,1,401,504,52,670,339,382,2,6,2,1850,538,561,49.0
Brentford,29,25.4,44.8,38,418,"3,420",38.0,46,33,79,40,6,6,65,3,45.8,41.1,33.0,74.1,450,1189,1.21,0.87,2.08,1.05,1.92,1.21,0.87,2.07,1.08,1.95,29,38.0,65,3,2,371,363,66,640,393,342,6,5,2,2061,717,728,49.6
Brighton,26,26.2,54.4,38,418,"3,420",38.0,40,30,70,36,4,7,72,2,46.2,40.7,32.3,72.9,676,1547,1.05,0.79,1.84,0.95,1.74,1.21,0.85,2.06,1.07,1.92,26,38.0,72,2,0,393,355,53,728,358,403,4,4,0,2154,569,498,53.3
Burnley,23,28.5,40.2,38,418,"3,420",38.0,32,26,58,31,1,2,68,2,39.7,38.1,31.2,69.3,388,972,0.84,0.68,1.53,0.82,1.50,1.05,0.82,1.87,1.00,1.82,23,38.0,68,2,0,394,332,101,747,410,324,2,5,2,2027,827,733,53.0
Chelsea,26,27.4,61.8,38,418,"3,420",38.0,75,52,127,67,8,9,63,1,63.4,56.6,44.9,101.5,894,1967,1.97,1.37,3.34,1.76,3.13,1.67,1.18,2.85,1.49,2.67,26,38.0,63,1,0,409,392,69,745,347,348,8,6,1,2084,538,486,52.5
Crystal Palace,24,27.1,51.1,38,418,"3,420",38.0,50,31,81,44,6,8,69,1,46.4,40.1,31.0,71.1,592,1229,1.32,0.82,2.13,1.16,1.97,1.22,0.82,2.04,1.06,1.87,24,38.0,69,1,1,414,481,63,643,333,374,6,4,2,2103,610,618,49.7
Everton,33,26.7,40.0,38,418,"3,420",38.0,42,29,71,36,6,7,82,6,41.2,35.8,28.5,64.3,512,1100,1.11,0.76,1.87,0.95,1.71,1.09,0.75,1.83,0.94,1.69,33,38.0,82,6,2,368,388,53,653,365,402,7,2,5,2023,634,725,46.7
Leeds United,29,26.1,52.3,38,418,"3,420",38.0,42,26,68,37,5,5,101,3,44.4,40.4,31.3,71.8,671,1483,1.11,0.68,1.79,0.97,1.66,1.17,0.82,1.99,1.06,1.89,29,38.0,101,3,0,469,368,63,648,395,437,4,5,1,2260,470,626,42.9
Leicester City,28,26.5,52.0,38,418,"3,420",38.0,62,46,108,60,2,2,55,1,47.8,46.2,34.2,80.4,622,1356,1.63,1.21,2.84,1.58,2.79,1.26,0.90,2.16,1.22,2.12,28,38.0,55,1,0,356,396,60,556,367,384,1,9,1,2015,530,553,48.9
