team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,29,26.1,56.6,38,418,"3,420",38.0,69,47,116,63,6,7,69,0,1.82,1.24,3.05,1.66,2.89,29,38.0,69,0,,377,,,,,,,,
Aston Villa,27,26.3,49.0,38,418,"3,420",38.0,31,23,54,30,1,1,76,0,0.82,0.61,1.42,0.79,1.39,27,38.0,76,0,,398,,,,,,,,
Burnley,24,27.2,42.5,38,418,"3,420",38.0,27,22,49,26,1,2,66,0,0.71,0.58,1.29,0.68,1.26,24,38.0,66,0,,406,,,,,,,,
Chelsea,25,27.0,55.9,38,418,"3,420",38.0,72,59,131,68,4,5,75,0,1.89,1.55,3.45,1.79,3.34,25,38.0,75,0,,382,,,,,,,,
Crystal Palace,30,27.8,40.4,38,418,"3,420",38.0,46,27,73,41,5,7,70,0,1.21,0.71,1.92,1.08,1.79,30,38.0,70,0,,527,,,,,,,,
Everton,28,27.9,54.7,38,418,"3,420",38.0,47,31,78,43,4,7,71,0,1.24,0.82,2.05,1.13,1.95,28,38.0,71,0,,387,,,,,,,,
Hull City,29,27.4,44.2,38,418,"3,420",38.0,32,22,54,31,1,1,75,0,0.84,0.58,1.42,0.82,1.39,29,38.0,75,0,,451,,,,,,,,
Leicester City,28,27.9,43.5,38,418,"3,420",38.0,45,29,74,42,3,3,49,0,1.18,0.76,1.95,1.11,1.87,28,38.0,49,0,,485,,,,,,,,
Liverpool,25,25.2,55.8,38,418,"3,420",38.0,48,30,78,43,5,6,70,0,1.26,0.79,2.05,1.13,1.92,25,38.0,70,0,,386,,,,,,,,
Manchester City,24,28.6,59.8,38,418,"3,420",38.0,82,61,143,75,7,8,82,0,2.16,1.61,3.76,1.97,3.58,24,38.0,82,0,,445,,,,,,,,
Manchester Utd,33,26.0,61.2,38,418,"3,420",38.0,60,41,101,57,3,5,68,0,1.58,1.08,2.66,1.50,2.58,33,38.0,68,0,,452,,,,,,,,
Newcastle Utd,27,25.9,47.7,38,418,"3,420",38.0,40,30,70,39,1,1,78,0,1.05,0.79,1.84,1.03,1.82,27,38.0,78,0,,433,,,,,,,,
QPR,32,28.2,45.2,38,418,"3,420",38.0,39,29,68,36,3,5,79,0,1.03,0.76,1.79,0.95,1.71,32,38.0,79,0,,450,,,,,,,,
Southampton,29,26.0,53.1,38,418,"3,420",38.0,49,32,81,47,2,3,59,0,1.29,0.84,2.13,1.24,2.08,29,38.0,59,0,,468,,,,,,,,
Stoke City,25,27.4,50.4,38,418,"3,420",38.0,47,30,77,44,3,3,84,0,1.24,0.79,2.03,1.16,1.95,25,38.0,84,0,,477,,,,,,,,
Sunderland,25,27.8,45.2,38,417,"3,420",38.0,30,20,50,26,4,4,96,0,0.79,0.53,1.32,0.68,1.21,25,38.0,96,0,,440,,,,,,,,
Swansea City,28,26.6,50.1,38,418,"3,420",38.0,43,34,77,41,2,2,54,0,1.13,0.89,2.03,1.08,1.97,28,38.0,54,0,,397,,,,,,,,
Tottenham,27,24.4,57.0,38,418,"3,420",38.0,56,40,96,53,3,5,81,0,1.47,1.05,2.53,1.39,2.45,27,38.0,81,0,,442,,,,,,,,
West Brom,26,28.0,43.7,38,418,"3,420",38.0,37,29,66,33,4,5,64,0,0.97,0.76,1.74,0.87,1.63,26,38.0,64,0,,420,,,,,,,,
West Ham,28,26.8,45.6,38,418,"3,420",38.0,43,34,77,42,1,2,66,0,1.13,0.89,2.03,1.11,2.00,28,38.0,66,0,,416,,,,,,,,
