team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Atalanta,32,27.5,55.0,38,418,"3,420",38.0,62,48,110,57,5,6,87,2,62.4,58.1,48.5,106.6,796,1858,1.63,1.26,2.89,1.50,2.76,1.64,1.28,2.92,1.53,2.81,32,38.0,87,2,1,513,454,68,661,441,341,3,6,3,2292,685,518,56.9
Bologna,36,26.6,50.6,38,418,"3,420",38.0,43,34,77,39,4,5,92,7,44.9,41.0,33.6,74.6,540,1276,1.13,0.89,2.03,1.03,1.92,1.18,0.88,2.06,1.08,1.96,36,38.0,92,7,4,443,497,56,601,370,298,3,9,2,1972,492,520,48.6
Cagliari,33,26.5,44.5,38,418,"3,420",38.0,34,26,60,31,3,4,96,5,39.0,36.4,29.6,66.0,474,1088,0.89,0.68,1.58,0.82,1.50,1.03,0.78,1.81,0.96,1.74,33,38.0,96,5,3,549,490,70,675,397,303,3,10,1,1995,696,742,48.4
Empoli,28,24.5,47.4,38,418,"3,420",38.0,47,27,74,40,7,7,87,5,44.9,39.3,28.9,68.3,658,1477,1.24,0.71,1.95,1.05,1.76,1.18,0.76,1.94,1.04,1.80,28,38.0,87,5,3,506,463,83,704,352,327,6,10,6,1998,427,549,43.8
Fiorentina,28,26.4,57.7,38,418,"3,420",38.0,59,33,92,50,9,12,89,8,60.0,50.8,39.2,90.1,755,1584,1.55,0.87,2.42,1.32,2.18,1.58,1.03,2.61,1.34,2.37,28,38.0,89,8,6,464,565,57,776,244,301,8,5,2,1885,469,456,50.7
Genoa,40,27.0,43.9,38,418,"3,420",38.0,26,19,45,20,6,7,92,3,37.2,31.8,26.3,58.1,517,1101,0.68,0.50,1.18,0.53,1.03,0.98,0.69,1.67,0.84,1.53,40,38.0,92,3,2,566,499,72,661,449,416,4,5,2,2228,635,743,46.1
Hellas Verona,31,26.8,50.6,38,418,"3,420",38.0,63,44,107,56,7,8,100,7,50.4,44.2,34.1,78.4,677,1587,1.66,1.16,2.82,1.47,2.63,1.33,0.90,2.23,1.16,2.06,31,38.0,100,7,5,560,429,97,593,392,308,6,4,2,2413,689,733,48.5
Inter,27,28.9,56.5,38,418,"3,420",38.0,83,57,140,76,7,11,71,0,81.6,73.6,57.3,130.9,782,1778,2.18,1.50,3.68,2.00,3.50,2.15,1.51,3.66,1.94,3.45,27,38.0,71,0,0,466,412,57,809,332,332,7,4,1,2004,549,476,53.6
Juventus,32,27.4,51.5,38,418,"3,420",38.0,56,37,93,51,5,6,77,2,51.4,46.7,36.3,83.0,701,1464,1.47,0.97,2.45,1.34,2.32,1.35,0.96,2.31,1.23,2.18,32,38.0,77,2,1,508,503,74,550,332,316,5,7,1,2008,550,440,55.6
Lazio,27,29.0,55.4,38,418,"3,420",38.0,74,48,122,67,7,9,88,5,55.3,48.2,38.8,87.0,788,1527,1.95,1.26,3.21,1.76,3.03,1.46,1.02,2.48,1.27,2.29,27,38.0,88,5,3,441,450,44,574,315,339,6,6,1,1941,411,427,49.0
