team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Milan,28,25.6,54.0,38,418,"3,420",38.0,66,39,105,61,5,8,76,3,59.7,54.1,42.8,96.9,806,1486,1.74,1.03,2.76,1.61,2.63,1.57,1.13,2.70,1.42,2.55,28,38.0,76,3,1,465,513,80,672,355,421,5,5,2,2167,521,517,50.2
Napoli,27,27.9,58.3,38,418,"3,420",38.0,74,46,120,64,10,14,63,2,57.8,46.6,37.1,83.7,827,1665,1.95,1.21,3.16,1.68,2.89,1.52,0.98,2.50,1.23,2.20,27,38.0,63,2,0,460,482,67,553,296,327,9,1,1,1981,393,403,49.4
Roma,29,26.4,51.4,38,418,"3,420",38.0,58,31,89,51,7,9,111,8,65.1,58.1,46.3,104.4,733,1587,1.53,0.82,2.34,1.34,2.16,1.71,1.22,2.93,1.53,2.75,29,38.0,111,8,6,500,474,60,735,385,362,5,6,2,1980,524,441,54.3
Salernitana,42,27.7,41.2,38,418,"3,420",38.0,32,19,51,28,4,5,94,5,36.5,32.9,24.8,57.7,528,1031,0.84,0.50,1.34,0.74,1.24,0.96,0.65,1.61,0.87,1.52,42,38.0,94,5,3,494,522,41,698,353,321,4,8,2,1849,657,506,56.5
Sampdoria,34,29.0,46.1,38,418,"3,420",38.0,42,29,71,40,2,4,94,4,36.7,33.4,26.2,59.6,467,1187,1.11,0.76,1.87,1.05,1.82,0.97,0.69,1.66,0.88,1.57,34,38.0,94,4,1,495,513,82,645,443,327,3,4,2,2044,609,506,54.6
Sassuolo,29,26.1,54.9,38,418,"3,420",38.0,60,39,99,53,7,7,92,4,55.7,50.2,39.0,89.2,815,1507,1.58,1.03,2.61,1.39,2.42,1.46,1.03,2.49,1.32,2.35,29,38.0,92,4,2,461,479,43,541,314,271,6,9,1,1926,343,404,45.9
Spezia,30,24.4,42.7,38,418,"3,420",38.0,38,25,63,35,3,5,88,4,40.1,36.2,27.9,64.1,511,999,1.00,0.66,1.66,0.92,1.58,1.05,0.73,1.79,0.95,1.69,30,38.0,88,4,1,508,439,77,534,372,343,4,13,3,1994,530,589,47.4
Torino,31,25.2,53.3,38,418,"3,420",38.0,43,27,70,37,6,6,89,3,48.7,44.1,36.3,80.4,628,1320,1.13,0.71,1.84,0.97,1.68,1.28,0.96,2.24,1.16,2.12,31,38.0,89,3,2,636,460,84,663,423,314,4,11,0,2113,781,891,46.7
Udinese,29,26.2,42.7,38,418,"3,420",38.0,58,36,94,55,3,4,95,6,51.3,48.2,36.6,84.8,669,1226,1.53,0.95,2.47,1.45,2.39,1.35,0.96,2.31,1.27,2.23,29,38.0,95,6,3,564,461,78,519,351,350,4,7,1,2027,453,534,45.9
Venezia,39,26.1,42.3,38,418,"3,420",38.0,34,23,57,31,3,5,110,9,36.5,32.4,26.4,58.8,540,1088,0.89,0.61,1.50,0.82,1.42,0.96,0.69,1.66,0.85,1.55,39,38.0,110,9,2,522,457,61,585,388,352,5,12,2,1942,564,583,49.2
