team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Auxerre,26,25.8,,38,418,"3,420",38.0,34,20,54,33,1,3,53,1,0.89,0.53,1.42,0.87,1.39,26,38.0,53,1,,566,,,,,,,,
Bordeaux,24,26.4,,38,418,"3,420",38.0,64,42,106,62,2,4,70,4,1.68,1.11,2.79,1.63,2.74,24,38.0,70,4,,613,,,,,,,,
Caen,26,27.3,,38,418,"3,420",38.0,39,26,65,38,1,1,70,2,1.03,0.68,1.71,1.00,1.68,26,38.0,70,2,,687,,,,,,,,
Grenoble,30,29.2,,38,418,"3,420",38.0,24,17,41,23,1,3,69,4,0.63,0.45,1.08,0.61,1.05,30,38.0,69,4,,623,,,,,,,,
Le Havre,36,27.2,,38,418,"3,420",38.0,30,14,44,30,0,0,60,2,0.79,0.37,1.16,0.79,1.16,36,38.0,60,2,,543,,,,,,,,
Le Mans,27,24.5,,38,418,"3,420",38.0,41,26,67,40,1,1,70,3,1.08,0.68,1.76,1.05,1.74,27,38.0,70,3,,668,,,,,,,,
Lille,27,25.3,,38,418,"3,420",38.0,48,26,74,46,2,3,71,1,1.26,0.68,1.95,1.21,1.89,27,38.0,71,1,,719,,,,,,,,
Lorient,27,26.5,,38,418,"3,420",38.0,46,29,75,44,2,4,49,2,1.21,0.76,1.97,1.16,1.92,27,38.0,49,2,,495,,,,,,,,
Lyon,26,26.0,,38,418,"3,420",38.0,51,30,81,47,4,6,63,5,1.34,0.79,2.13,1.24,2.03,26,38.0,63,5,,642,,,,,,,,
Marseille,27,26.1,,38,418,"3,420",38.0,63,36,99,58,5,5,62,3,1.66,0.95,2.61,1.53,2.47,27,38.0,62,3,,711,,,,,,,,
Monaco,33,24.8,,38,418,"3,420",38.0,39,25,64,36,3,5,71,6,1.03,0.66,1.68,0.95,1.61,33,38.0,71,6,,709,,,,,,,,
Nancy,25,26.5,,38,418,"3,420",38.0,36,19,55,32,4,5,69,4,0.95,0.50,1.45,0.84,1.34,25,38.0,69,4,,619,,,,,,,,
Nantes,29,27.4,,38,418,"3,420",38.0,33,14,47,29,4,4,77,2,0.87,0.37,1.24,0.76,1.13,29,38.0,77,2,,697,,,,,,,,
Nice,26,26.6,,38,418,"3,420",38.0,39,23,62,36,3,5,75,5,1.03,0.61,1.63,0.95,1.55,26,38.0,75,5,,653,,,,,,,,
Paris S-G,23,28.0,,38,418,"3,420",38.0,48,28,76,45,3,3,50,1,1.26,0.74,2.00,1.18,1.92,23,38.0,50,1,,521,,,,,,,,
Rennes,27,26.7,,38,418,"3,420",38.0,40,24,64,39,1,1,65,4,1.05,0.63,1.68,1.03,1.66,27,38.0,65,4,,645,,,,,,,,
Saint-Étienne,28,24.9,,38,418,"3,420",38.0,39,25,64,36,3,4,63,3,1.03,0.66,1.68,0.95,1.61,28,38.0,63,3,,602,,,,,,,,
Sochaux,31,26.3,,38,418,"3,420",38.0,38,22,60,34,4,5,66,6,1.00,0.58,1.58,0.89,1.47,31,38.0,66,6,,637,,,,,,,,
Toulouse,23,24.2,,38,418,"3,420",38.0,41,25,66,40,1,2,61,,1.08,0.66,1.74,1.05,1.71,23,38.0,61,,,684,,,,,,,,
Valenciennes,25,26.8,,38,418,"3,420",38.0,35,18,53,31,4,5,79,5,0.92,0.47,1.39,0.82,1.29,25,38.0,79,5,,714,,,,,,,,
