team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
1860 Munich,29,28.1,,34,374,"3,060",34.0,56,33,89,52,4,5,79,4,1.65,0.97,2.62,1.53,2.50,29,34.0,79,4,,,,,,,,,,
Bayern Munich,25,28.0,,34,374,"3,060",34.0,61,37,98,56,5,7,68,1,1.79,1.09,2.88,1.65,2.74,25,34.0,68,1,,,,,,,,,,
Dortmund,25,27.0,,34,374,"3,060",34.0,61,39,100,54,7,9,78,2,1.79,1.15,2.94,1.59,2.74,25,34.0,78,2,,,,,,,,,,
Energie Cottbus,29,28.6,,34,374,"3,060",34.0,36,25,61,33,3,3,105,7,1.06,0.74,1.79,0.97,1.71,29,34.0,105,7,,,,,,,,,,
Freiburg,26,25.6,,34,374,"3,060",34.0,34,21,55,31,3,5,53,2,1.00,0.62,1.62,0.91,1.53,26,34.0,53,2,,,,,,,,,,
Gladbach,25,27.8,,34,380,"3,060",34.0,37,19,56,31,6,7,62,3,1.09,0.56,1.65,0.91,1.47,25,34.0,62,3,,,,,,,,,,
Hamburger SV,26,28.2,,34,374,"3,060",34.0,48,29,77,45,3,4,82,3,1.41,0.85,2.26,1.32,2.18,26,34.0,82,3,,,,,,,,,,
Hansa Rostock,28,28.0,,34,374,"3,060",34.0,35,21,56,31,4,6,60,5,1.03,0.62,1.65,0.91,1.53,28,34.0,60,5,,,,,,,,,,
Hertha BSC,25,27.6,,34,374,"3,060",34.0,59,38,97,55,4,5,78,4,1.74,1.12,2.85,1.62,2.74,25,34.0,78,4,,,,,,,,,,
Kaiserslautern,29,27.7,,34,374,"3,060",34.0,60,39,99,56,4,8,94,3,1.76,1.15,2.91,1.65,2.79,29,34.0,94,3,,,,,,,,,,
Köln,28,26.4,,34,374,"3,060",34.0,26,20,46,26,0,0,85,3,0.76,0.59,1.35,0.76,1.35,28,34.0,85,3,,,,,,,,,,
Leverkusen,21,26.4,,34,374,"3,060",34.0,76,52,128,69,7,9,105,4,2.24,1.53,3.76,2.03,3.56,21,34.0,105,4,,,,,,,,,,
Nürnberg,29,25.9,,34,374,"3,060",34.0,32,16,48,29,3,6,78,4,0.94,0.47,1.41,0.85,1.32,29,34.0,78,4,,,,,,,,,,
Schalke 04,22,29.4,,34,374,"3,060",34.0,50,28,78,45,5,6,79,1,1.47,0.82,2.29,1.32,2.15,22,34.0,79,1,,,,,,,,,,
St. Pauli,29,26.6,,34,374,"3,060",34.0,36,18,54,32,4,5,81,5,1.06,0.53,1.59,0.94,1.47,29,34.0,81,5,,,,,,,,,,
Stuttgart,26,26.1,,34,374,"3,060",34.0,46,30,76,44,2,3,60,4,1.35,0.88,2.24,1.29,2.18,26,34.0,60,4,,,,,,,,,,
Werder Bremen,21,27.0,,34,374,"3,060",34.0,54,27,81,47,7,9,84,5,1.59,0.79,2.38,1.38,2.18,21,34.0,84,5,,,,,,,,,,
Wolfsburg,28,27.7,,34,374,"3,060",34.0,53,39,92,50,3,4,69,6,1.56,1.15,2.71,1.47,2.62,28,34.0,69,6,,,,,,,,,,
