team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Augsburg,29,26.0,43.9,34,374,"3,060",34.0,49,35,84,44,5,7,71,3,46.1,40.7,27.7,68.4,462,1137,1.44,1.03,2.47,1.29,2.32,1.36,0.81,2.17,1.20,2.01,29,34.0,71,3,1,454,338,81,631,295,319,5,10,2,1669,587,602,49.4
Bayern Munich,30,27.4,61.3,34,374,"3,060",34.0,93,71,164,88,5,5,47,2,85.2,81.3,65.9,147.3,944,1941,2.74,2.09,4.82,2.59,4.68,2.50,1.94,4.44,2.39,4.33,30,34.0,47,2,1,304,306,60,655,288,323,2,4,0,1768,410,319,56.2
Bochum,25,29.1,46.6,34,374,"3,060",34.0,41,30,71,37,4,4,97,2,44.5,41.4,30.4,71.8,400,1151,1.21,0.88,2.09,1.09,1.97,1.31,0.89,2.20,1.22,2.11,25,34.0,97,2,0,446,409,83,649,308,366,4,11,4,1808,815,816,50.0
Darmstadt 98,32,27.1,45.7,34,374,"3,060",34.0,28,21,49,25,3,3,83,4,32.3,30.0,22.8,52.8,437,1083,0.82,0.62,1.44,0.74,1.35,0.95,0.67,1.62,0.88,1.55,32,34.0,83,4,0,429,351,57,514,317,323,2,2,2,1502,510,569,47.3
Dortmund,32,26.8,57.8,34,374,"3,060",34.0,68,49,117,62,6,6,59,4,63.5,58.8,45.6,104.4,770,1452,2.00,1.44,3.44,1.82,3.26,1.87,1.34,3.21,1.73,3.07,32,34.0,59,4,2,315,391,44,522,251,356,5,6,2,1763,389,426,47.7
Eint Frankfurt,34,25.3,52.1,34,374,"3,060",34.0,48,36,84,46,2,3,70,5,46.2,44.4,34.1,78.5,574,1305,1.41,1.06,2.47,1.35,2.41,1.36,1.00,2.36,1.31,2.31,34,34.0,70,5,4,355,318,51,557,302,359,2,11,0,1792,477,525,47.6
Freiburg,25,27.0,46.6,34,374,"3,060",34.0,43,32,75,36,7,9,64,4,49.4,42.4,32.4,74.8,468,1208,1.26,0.94,2.21,1.06,2.00,1.45,0.95,2.41,1.25,2.20,25,34.0,64,4,1,364,376,52,593,272,319,7,5,1,1633,625,628,49.9
Gladbach,27,25.4,46.8,34,374,"3,060",34.0,55,43,98,50,5,6,66,2,46.5,41.8,35.5,77.4,598,1227,1.62,1.26,2.88,1.47,2.74,1.37,1.05,2.41,1.23,2.28,27,34.0,66,2,1,337,372,53,574,333,337,4,6,0,1701,485,478,50.4
Heidenheim,22,26.7,42.5,34,374,"3,060",34.0,46,34,80,44,2,3,54,1,39.4,37.0,27.5,64.5,510,983,1.35,1.00,2.35,1.29,2.29,1.16,0.81,1.97,1.09,1.90,22,34.0,54,1,0,442,325,38,663,302,352,1,10,3,1741,690,612,53.0
Hoffenheim,30,27.7,49.5,34,374,"3,060",34.0,65,47,112,59,6,6,86,5,53.6,49.0,39.9,88.9,538,1359,1.91,1.38,3.29,1.74,3.12,1.58,1.17,2.75,1.44,2.62,30,34.0,86,5,4,339,366,52,603,357,304,5,5,1,1715,515,515,50.0
