team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,27,27.0,,34,380,"3,060",34.0,40,25,65,36,4,4,66,5,1.18,0.74,1.91,1.06,1.79,27,34.0,66,5,,612,,,,,,,,
Bologna,23,27.8,,34,375,"3,060",34.0,39,29,68,39,0,2,81,8,1.15,0.85,2.00,1.15,2.00,23,34.0,81,8,,736,,,,,,,,
Brescia,26,27.8,,34,367,"3,060",34.0,43,28,71,37,6,9,93,4,1.26,0.82,2.09,1.09,1.91,26,34.0,93,4,,760,,,,,,,,
Chievo,24,26.7,,34,380,"3,060",34.0,57,40,97,50,7,9,94,10,1.68,1.18,2.85,1.47,2.65,24,34.0,94,10,,681,,,,,,,,
Fiorentina,36,26.5,,34,388,"3,060",34.0,29,22,51,29,0,2,59,7,0.85,0.65,1.50,0.85,1.50,36,34.0,59,7,,611,,,,,,,,
Hellas Verona,29,25.1,,34,375,"3,060",34.0,40,23,63,35,5,8,91,8,1.18,0.68,1.85,1.03,1.71,29,34.0,91,8,,726,,,,,,,,
Inter,27,26.3,,34,375,"3,060",34.0,61,42,103,55,6,6,77,4,1.79,1.24,3.03,1.62,2.85,27,34.0,77,4,,770,,,,,,,,
Juventus,21,27.4,,34,374,"3,060",34.0,61,45,106,56,5,7,50,3,1.79,1.32,3.12,1.65,2.97,21,34.0,50,3,,679,,,,,,,,
Lazio,28,28.0,,34,375,"3,060",34.0,50,32,82,47,3,4,75,5,1.47,0.94,2.41,1.38,2.32,28,34.0,75,5,,637,,,,,,,,
Lecce,29,27.2,,34,373,"3,060",34.0,36,27,63,35,1,3,79,8,1.06,0.79,1.85,1.03,1.82,29,34.0,79,8,,658,,,,,,,,
Milan,27,26.9,,34,375,"3,060",34.0,47,37,84,42,5,8,62,3,1.38,1.09,2.47,1.24,2.32,27,34.0,62,3,,678,,,,,,,,
Parma,30,26.5,,34,365,"3,060",34.0,42,33,75,41,1,3,60,3,1.24,0.97,2.21,1.21,2.18,30,34.0,60,3,,594,,,,,,,,
Perugia,31,26.9,,34,374,"3,060",34.0,37,22,59,34,3,3,82,8,1.09,0.65,1.74,1.00,1.65,31,34.0,82,8,,585,,,,,,,,
Piacenza,25,28.3,,34,373,"3,060",34.0,49,32,81,43,6,7,93,13,1.44,0.94,2.38,1.26,2.21,25,34.0,93,13,,704,,,,,,,,
Roma,23,27.9,,34,375,"3,060",34.0,57,34,91,52,5,5,64,6,1.68,1.00,2.68,1.53,2.53,23,34.0,64,6,,730,,,,,,,,
Torino,28,27.6,,34,379,"3,060",34.0,37,23,60,34,3,6,77,3,1.09,0.68,1.76,1.00,1.68,28,34.0,77,3,,718,,,,,,,,
Udinese,30,25.2,,34,378,"3,060",34.0,41,27,68,33,8,10,67,11,1.21,0.79,2.00,0.97,1.76,30,34.0,67,11,,625,,,,,,,,
Venezia,29,26.7,,34,341,"3,060",34.0,29,15,44,25,4,4,79,3,0.85,0.44,1.29,0.74,1.18,29,34.0,79,3,,568,,,,,,,,
