team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,28,24.1,,38,418,"3,420",38.0,65,48,113,60,5,5,63,3,1.71,1.26,2.97,1.58,2.84,28,38.0,63,3,,449,,,,,,,,
Aston Villa,21,27.1,,38,418,"3,420",38.0,48,35,83,44,4,5,53,2,1.26,0.92,2.18,1.16,2.08,21,38.0,53,2,,462,,,,,,,,
Blackburn,28,28.3,,38,418,"3,420",38.0,40,28,68,36,4,7,80,4,1.05,0.74,1.79,0.95,1.68,28,38.0,80,4,,546,,,,,,,,
Bolton,24,27.3,,38,418,"3,420",38.0,40,28,68,40,0,1,61,1,1.05,0.74,1.79,1.05,1.79,24,38.0,61,1,,527,,,,,,,,
Chelsea,29,27.5,,38,418,"3,420",38.0,65,45,110,63,2,2,48,2,1.71,1.18,2.89,1.66,2.84,29,38.0,48,2,,438,,,,,,,,
Everton,25,26.4,,38,417,"3,420",38.0,54,38,92,50,4,5,49,1,1.42,1.00,2.42,1.32,2.32,25,38.0,49,1,,512,,,,,,,,
Fulham,26,28.8,,38,418,"3,420",38.0,39,24,63,34,5,5,42,1,1.03,0.63,1.66,0.89,1.53,26,38.0,42,1,,446,,,,,,,,
Hull City,29,27.7,,38,418,"3,420",38.0,35,17,52,32,3,3,71,3,0.92,0.45,1.37,0.84,1.29,29,38.0,71,3,,568,,,,,,,,
Liverpool,23,26.5,,38,418,"3,420",38.0,73,50,123,68,5,6,50,0,1.92,1.32,3.24,1.79,3.11,23,38.0,50,0,,447,,,,,,,,
Manchester City,34,24.5,,38,418,"3,420",38.0,56,35,91,50,6,7,52,4,1.47,0.92,2.39,1.32,2.24,34,38.0,52,4,,492,,,,,,,,
Manchester Utd,33,27.1,,38,418,"3,420",38.0,68,51,119,64,4,4,67,5,1.79,1.34,3.13,1.68,3.03,33,38.0,67,5,,425,,,,,,,,
Middlesbrough,28,24.5,,38,418,"3,420",38.0,26,17,43,25,1,3,57,3,0.68,0.45,1.13,0.66,1.11,28,38.0,57,3,,450,,,,,,,,
Newcastle Utd,29,26.8,,38,417,"3,420",38.0,39,23,62,35,4,5,62,8,1.03,0.61,1.63,0.92,1.53,29,38.0,62,8,,438,,,,,,,,
Portsmouth,29,28.6,,38,417,"3,420",38.0,36,25,61,34,2,3,66,5,0.95,0.66,1.61,0.89,1.55,29,38.0,66,5,,460,,,,,,,,
Stoke City,29,28.5,,38,418,"3,420",38.0,36,23,59,31,5,6,75,5,0.95,0.61,1.55,0.82,1.42,29,38.0,75,5,,515,,,,,,,,
Sunderland,30,26.1,,38,418,"3,420",38.0,32,19,51,31,1,1,69,1,0.84,0.50,1.34,0.82,1.32,30,38.0,69,1,,399,,,,,,,,
Tottenham,29,24.9,,38,418,"3,420",38.0,43,30,73,40,3,4,56,5,1.13,0.79,1.92,1.05,1.84,29,38.0,56,5,,460,,,,,,,,
West Brom,30,25.2,,38,418,"3,420",38.0,34,23,57,31,3,5,65,1,0.89,0.61,1.50,0.82,1.42,30,38.0,65,1,,466,,,,,,,,
West Ham,30,26.6,,38,418,"3,420",38.0,41,25,66,40,1,3,70,4,1.08,0.66,1.74,1.05,1.71,30,38.0,70,4,,500,,,,,,,,
Wigan Athletic,29,26.5,,38,418,"3,420",38.0,33,15,48,28,5,5,65,4,0.87,0.39,1.26,0.74,1.13,29,38.0,65,4,,465,,,,,,,,
