team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Augsburg,29,25.9,,34,374,"3,060",34.0,33,22,55,33,0,1,68,2,0.97,0.65,1.62,0.97,1.62,29,34.0,68,2,,541,,,,,,,,
Bayern Munich,24,26.1,,34,374,"3,060",34.0,94,79,173,90,4,5,37,1,2.76,2.32,5.09,2.65,4.97,24,34.0,37,1,,424,,,,,,,,
Dortmund,23,24.9,,34,374,"3,060",34.0,81,63,144,76,5,7,43,4,2.38,1.85,4.24,2.24,4.09,23,34.0,43,4,,436,,,,,,,,
Düsseldorf,28,26.6,,34,373,"3,060",34.0,36,21,57,33,3,4,80,3,1.06,0.62,1.68,0.97,1.59,28,34.0,80,3,,481,,,,,,,,
Eint Frankfurt,27,24.9,,34,374,"3,060",34.0,46,36,82,43,3,3,66,3,1.35,1.06,2.41,1.26,2.32,27,34.0,66,3,,510,,,,,,,,
Freiburg,27,24.4,,34,374,"3,060",34.0,44,30,74,40,4,4,58,3,1.29,0.88,2.18,1.18,2.06,27,34.0,58,3,,508,,,,,,,,
Gladbach,22,25.3,,34,374,"3,060",34.0,44,29,73,40,4,4,57,1,1.29,0.85,2.15,1.18,2.03,22,34.0,57,1,,432,,,,,,,,
Greuther Fürth,32,24.9,,34,374,"3,060",34.0,24,19,43,23,1,4,83,6,0.71,0.56,1.26,0.68,1.24,32,34.0,83,6,,624,,,,,,,,
Hamburger SV,25,24.9,,34,374,"3,060",34.0,42,36,78,40,2,3,69,4,1.24,1.06,2.29,1.18,2.24,25,34.0,69,4,,590,,,,,,,,
Hannover 96,25,26.8,,34,373,"3,060",34.0,59,41,100,53,6,6,81,4,1.74,1.21,2.94,1.56,2.76,25,34.0,81,4,,522,,,,,,,,
Hoffenheim,33,24.3,,34,374,"3,060",34.0,41,31,72,36,5,5,78,5,1.21,0.91,2.12,1.06,1.97,33,34.0,78,5,,571,,,,,,,,
Leverkusen,24,24.3,,34,374,"3,060",34.0,65,51,116,61,4,8,61,2,1.91,1.50,3.41,1.79,3.29,24,34.0,61,2,,498,,,,,,,,
Mainz 05,29,28.4,,34,373,"3,060",34.0,42,26,68,38,4,5,73,4,1.24,0.76,2.00,1.12,1.88,29,34.0,73,4,,494,,,,,,,,
Nürnberg,25,27.0,,34,374,"3,060",34.0,39,27,66,36,3,4,70,2,1.15,0.79,1.94,1.06,1.85,25,34.0,70,2,,570,,,,,,,,
Schalke 04,26,25.1,,34,374,"3,060",34.0,56,48,104,53,3,5,58,3,1.65,1.41,3.06,1.56,2.97,26,34.0,58,3,,491,,,,,,,,
Stuttgart,27,25.6,,34,374,"3,060",34.0,34,21,55,28,6,8,77,7,1.00,0.62,1.62,0.82,1.44,27,34.0,77,7,,529,,,,,,,,
Werder Bremen,24,24.2,,34,374,"3,060",34.0,49,37,86,44,5,6,63,6,1.44,1.09,2.53,1.29,2.38,24,34.0,63,6,,528,,,,,,,,
Wolfsburg,29,27.1,,34,374,"3,060",34.0,46,36,82,43,3,3,61,4,1.35,1.06,2.41,1.26,2.32,29,34.0,61,4,,584,,,,,,,,
