team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,32,28.1,46.4,38,418,"3,420",38.0,37,21,58,33,4,5,113,0,0.97,0.55,1.53,0.87,1.42,32,38.0,113,0,,617,,,,,,,,
Cagliari,29,25.7,48.2,38,418,"3,420",38.0,45,31,76,41,4,7,115,0,1.18,0.82,2.00,1.08,1.89,29,38.0,115,0,,577,,,,,,,,
Cesena,33,27.3,44.4,38,418,"3,420",38.0,34,23,57,29,5,6,107,0,0.89,0.61,1.50,0.76,1.37,33,38.0,107,0,,601,,,,,,,,
Chievo,27,29.1,44.8,38,418,"3,420",38.0,27,20,47,26,1,2,86,0,0.71,0.53,1.24,0.68,1.21,27,38.0,86,0,,610,,,,,,,,
Empoli,26,25.1,49.4,38,418,"3,420",38.0,43,35,78,40,3,3,64,0,1.13,0.92,2.05,1.05,1.97,26,38.0,64,0,,480,,,,,,,,
Fiorentina,30,27.9,55.9,38,418,"3,420",38.0,61,41,102,59,2,7,86,0,1.61,1.08,2.68,1.55,2.63,30,38.0,86,0,,521,,,,,,,,
Genoa,33,26.0,50.9,38,418,"3,420",38.0,58,41,99,53,5,7,108,0,1.53,1.08,2.61,1.39,2.47,33,38.0,108,0,,612,,,,,,,,
Hellas Verona,30,29.7,44.1,38,418,"3,420",38.0,48,35,83,44,4,6,105,0,1.26,0.92,2.18,1.16,2.08,30,38.0,105,0,,505,,,,,,,,
Inter,34,26.5,56.6,38,418,"3,420",38.0,58,36,94,53,5,7,101,0,1.53,0.95,2.47,1.39,2.34,34,38.0,101,0,,546,,,,,,,,
Juventus,28,28.8,56.2,38,418,"3,420",38.0,71,44,115,65,6,9,76,0,1.87,1.16,3.03,1.71,2.87,28,38.0,76,0,,513,,,,,,,,
Lazio,29,28.0,52.2,38,418,"3,420",38.0,70,47,117,67,3,5,114,0,1.84,1.24,3.08,1.76,3.00,29,38.0,114,0,,654,,,,,,,,
Milan,35,28.1,51.3,38,418,"3,420",38.0,54,33,87,43,11,11,96,0,1.42,0.87,2.29,1.13,2.00,35,38.0,96,0,,523,,,,,,,,
Napoli,26,27.0,54.8,38,418,"3,420",38.0,65,41,106,61,4,9,86,0,1.71,1.08,2.79,1.61,2.68,26,38.0,86,0,,506,,,,,,,,
Palermo,31,26.8,49.6,38,418,"3,420",38.0,52,34,86,47,5,7,89,0,1.37,0.89,2.26,1.24,2.13,31,38.0,89,0,,565,,,,,,,,
Parma,38,28.4,44.9,38,418,"3,420",38.0,31,20,51,29,2,2,110,0,0.82,0.53,1.34,0.76,1.29,38,38.0,110,0,,634,,,,,,,,
Roma,32,28.0,57.3,38,418,"3,420",38.0,53,40,93,47,6,7,111,0,1.39,1.05,2.45,1.24,2.29,32,38.0,111,0,,510,,,,,,,,
Sampdoria,30,26.2,50.4,38,418,"3,420",38.0,46,30,76,44,2,2,103,0,1.21,0.79,2.00,1.16,1.95,30,38.0,103,0,,588,,,,,,,,
Sassuolo,27,27.0,47.0,38,418,"3,420",38.0,47,30,77,40,7,9,115,0,1.24,0.79,2.03,1.05,1.84,27,38.0,115,0,,563,,,,,,,,
Torino,31,28.1,49.2,38,418,"3,420",38.0,48,32,80,45,3,6,100,0,1.26,0.84,2.11,1.18,2.03,31,38.0,100,0,,528,,,,,,,,
Udinese,28,26.9,46.5,38,418,"3,420",38.0,41,27,68,40,1,1,99,0,1.08,0.71,1.79,1.05,1.76,28,38.0,99,0,,514,,,,,,,,
