team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Brest,25,27.0,53.6,34,374,"3,060",34.0,51,33,84,47,4,4,84,5,48.3,45.1,34.4,79.5,590,1402,1.50,0.97,2.47,1.38,2.35,1.42,1.01,2.43,1.33,2.34,25,34.0,84,5,2,414,422,34,792,321,427,2,3,0,1910,598,509,54.0
Clermont Foot,31,26.8,48.9,34,374,"3,060",34.0,26,18,44,20,6,8,60,7,36.0,29.8,23.1,52.8,537,1247,0.76,0.53,1.29,0.59,1.12,1.06,0.68,1.74,0.88,1.55,31,34.0,60,7,1,396,429,51,551,347,358,7,9,1,1695,393,414,48.7
Le Havre,27,26.2,44.7,34,374,"3,060",34.0,33,23,56,27,6,7,67,6,37.3,31.8,25.3,57.1,457,1199,0.97,0.68,1.65,0.79,1.47,1.10,0.74,1.84,0.94,1.68,27,34.0,67,6,3,433,368,52,544,363,332,7,4,2,1638,485,482,50.2
Lens,27,26.7,52.9,34,374,"3,060",34.0,45,29,74,39,6,7,78,4,54.1,48.8,37.2,86.0,609,1624,1.32,0.85,2.18,1.15,2.00,1.59,1.09,2.68,1.44,2.53,27,34.0,78,4,1,445,424,75,736,298,339,5,8,1,1775,451,388,53.8
Lille,28,25.1,56.6,34,374,"3,060",34.0,50,32,82,48,2,3,67,3,48.6,46.2,34.8,81.0,650,1468,1.47,0.94,2.41,1.41,2.35,1.43,1.02,2.45,1.36,2.38,28,34.0,67,3,1,376,489,46,533,292,370,3,5,2,1642,355,346,50.6
Lorient,38,24.7,46.3,34,374,"3,060",34.0,41,27,68,40,1,1,66,1,37.1,36.4,27.1,63.5,632,1293,1.21,0.79,2.00,1.18,1.97,1.09,0.80,1.89,1.07,1.87,38,34.0,66,1,0,403,416,56,565,337,326,1,8,1,1684,410,394,51.0
Lyon,35,26.6,51.8,34,374,"3,060",34.0,48,32,80,44,4,4,57,6,49.8,46.9,36.3,83.2,683,1600,1.41,0.94,2.35,1.29,2.24,1.47,1.07,2.53,1.38,2.45,35,34.0,57,6,1,425,367,52,560,304,331,4,6,1,1715,396,367,51.9
Marseille,33,27.3,53.7,34,374,"3,060",34.0,50,32,82,46,4,4,61,5,54.9,51.8,40.3,92.1,635,1613,1.47,0.94,2.41,1.35,2.29,1.61,1.19,2.80,1.52,2.71,33,34.0,61,5,2,374,426,69,713,332,371,4,3,1,1753,372,365,50.5
Metz,30,26.5,35.6,34,374,"3,060",34.0,35,25,60,31,4,6,54,3,34.2,29.7,23.2,52.9,458,910,1.03,0.74,1.76,0.91,1.65,1.01,0.68,1.69,0.87,1.56,30,34.0,54,3,0,419,374,45,563,348,334,5,6,0,1574,390,534,42.2
Monaco,30,25.0,53.6,34,374,"3,060",34.0,66,45,111,64,2,5,79,8,55.0,50.9,37.7,88.6,614,1726,1.94,1.32,3.26,1.88,3.21,1.62,1.11,2.73,1.50,2.61,30,34.0,79,8,4,481,400,73,517,394,412,5,6,2,1949,402,394,50.5
