team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,27,26.8,,38,418,"3,420",38.0,68,48,116,65,3,3,54,0,1.79,1.26,3.05,1.71,2.97,27,38.0,54,0,,326,,,,,,,,
Aston Villa,26,24.6,,38,418,"3,420",38.0,38,25,63,36,2,4,78,0,1.00,0.66,1.66,0.95,1.61,26,38.0,78,0,,483,,,,,,,,
Cardiff City,32,25.4,,38,418,"3,420",38.0,31,24,55,30,1,1,49,0,0.82,0.63,1.45,0.79,1.42,32,38.0,49,0,,348,,,,,,,,
Chelsea,29,27.7,,38,418,"3,420",38.0,69,39,108,64,5,7,62,0,1.82,1.03,2.84,1.68,2.71,29,38.0,62,0,,424,,,,,,,,
Crystal Palace,31,28.1,,38,418,"3,420",38.0,32,21,53,27,5,6,55,0,0.84,0.55,1.39,0.71,1.26,31,38.0,55,0,,408,,,,,,,,
Everton,28,27.6,,38,418,"3,420",38.0,58,42,100,55,3,3,55,0,1.53,1.11,2.63,1.45,2.55,28,38.0,55,0,,360,,,,,,,,
Fulham,39,29.0,,38,418,"3,420",38.0,38,28,66,36,2,3,59,0,1.00,0.74,1.74,0.95,1.68,39,38.0,59,0,,385,,,,,,,,
Hull City,27,27.5,,38,418,"3,420",38.0,35,21,56,33,2,3,55,0,0.92,0.55,1.47,0.87,1.42,27,38.0,55,0,,418,,,,,,,,
Liverpool,25,25.7,,38,418,"3,420",38.0,97,61,158,87,10,12,53,0,2.55,1.61,4.16,2.29,3.89,25,38.0,53,0,,410,,,,,,,,
Manchester City,23,27.7,,38,418,"3,420",38.0,97,63,160,91,6,7,72,0,2.55,1.66,4.21,2.39,4.05,23,38.0,72,0,,393,,,,,,,,
Manchester Utd,30,26.7,,38,418,"3,420",38.0,63,37,100,58,5,5,70,0,1.66,0.97,2.63,1.53,2.50,30,38.0,70,0,,400,,,,,,,,
Newcastle Utd,26,26.4,,38,418,"3,420",38.0,41,25,66,39,2,3,54,0,1.08,0.66,1.74,1.03,1.68,26,38.0,54,0,,412,,,,,,,,
Norwich City,25,26.3,,38,418,"3,420",38.0,28,18,46,27,1,2,64,0,0.74,0.47,1.21,0.71,1.18,25,38.0,64,0,,425,,,,,,,,
Southampton,24,25.1,,38,418,"3,420",38.0,52,37,89,49,3,3,61,0,1.37,0.97,2.34,1.29,2.26,24,38.0,61,0,,444,,,,,,,,
Stoke City,26,27.3,,38,418,"3,420",38.0,44,26,70,40,4,5,79,0,1.16,0.68,1.84,1.05,1.74,26,38.0,79,0,,486,,,,,,,,
Sunderland,31,26.5,,38,418,"3,420",38.0,41,24,65,35,6,6,68,0,1.08,0.63,1.71,0.92,1.55,31,38.0,68,0,,444,,,,,,,,
Swansea City,27,26.5,,38,418,"3,420",38.0,47,37,84,43,4,4,58,0,1.24,0.97,2.21,1.13,2.11,27,38.0,58,0,,374,,,,,,,,
Tottenham,28,25.2,,38,418,"3,420",38.0,50,33,83,45,5,6,65,0,1.32,0.87,2.18,1.18,2.05,28,38.0,65,0,,403,,,,,,,,
West Brom,28,28.4,,38,418,"3,420",38.0,41,27,68,39,2,2,67,0,1.08,0.71,1.79,1.03,1.74,28,38.0,67,0,,424,,,,,,,,
West Ham,29,28.5,,38,418,"3,420",38.0,36,22,58,34,2,2,65,0,0.95,0.58,1.53,0.89,1.47,29,38.0,65,0,,402,,,,,,,,
