team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Bayern Munich,24,26.5,,34,374,"3,060",34.0,77,54,131,74,3,6,43,2,2.26,1.59,3.85,2.18,3.76,24,34.0,43,2,,415,,,,,,,,
Dortmund,23,23.4,,34,374,"3,060",34.0,63,42,105,63,0,3,41,1,1.85,1.24,3.09,1.85,3.09,23,34.0,41,1,,495,,,,,,,,
Eint Frankfurt,27,26.2,,34,374,"3,060",34.0,31,20,51,27,4,4,75,3,0.91,0.59,1.50,0.79,1.38,27,34.0,75,3,,494,,,,,,,,
Freiburg,27,25.5,,34,374,"3,060",34.0,38,21,59,34,4,6,48,3,1.12,0.62,1.74,1.00,1.62,27,34.0,48,3,,537,,,,,,,,
Gladbach,28,25.8,,34,374,"3,060",34.0,47,29,76,43,4,4,56,8,1.38,0.85,2.24,1.26,2.12,28,34.0,56,8,,497,,,,,,,,
Hamburger SV,25,28.0,,34,374,"3,060",34.0,45,28,73,42,3,3,55,2,1.32,0.82,2.15,1.24,2.06,25,34.0,55,2,,475,,,,,,,,
Hannover 96,23,25.6,,34,374,"3,060",34.0,48,30,78,45,3,3,60,5,1.41,0.88,2.29,1.32,2.21,23,34.0,60,5,,559,,,,,,,,
Hoffenheim,28,23.9,,34,374,"3,060",34.0,48,27,75,43,5,5,63,4,1.41,0.79,2.21,1.26,2.06,28,34.0,63,4,,625,,,,,,,,
Kaiserslautern,25,25.2,,34,374,"3,060",34.0,47,32,79,46,1,2,63,4,1.38,0.94,2.32,1.35,2.29,25,34.0,63,4,,602,,,,,,,,
Köln,30,26.3,,34,374,"3,060",34.0,47,25,72,45,2,2,79,1,1.38,0.74,2.12,1.32,2.06,30,34.0,79,1,,587,,,,,,,,
Leverkusen,21,25.2,,34,374,"3,060",34.0,62,39,101,56,6,6,57,1,1.82,1.15,2.97,1.65,2.79,21,34.0,57,1,,494,,,,,,,,
Mainz 05,26,26.1,,34,374,"3,060",34.0,49,37,86,46,3,5,54,1,1.44,1.09,2.53,1.35,2.44,26,34.0,54,1,,539,,,,,,,,
Nürnberg,28,25.2,,34,374,"3,060",34.0,45,28,73,43,2,4,69,3,1.32,0.82,2.15,1.26,2.09,28,34.0,69,3,,530,,,,,,,,
Schalke 04,31,25.3,,34,374,"3,060",34.0,37,23,60,35,2,3,57,4,1.09,0.68,1.76,1.03,1.71,31,34.0,57,4,,573,,,,,,,,
St. Pauli,28,26.7,,34,374,"3,060",34.0,34,23,57,31,3,3,60,5,1.00,0.68,1.68,0.91,1.59,28,34.0,60,5,,529,,,,,,,,
Stuttgart,27,24.8,,34,374,"3,060",34.0,60,35,95,54,6,8,64,4,1.76,1.03,2.79,1.59,2.62,27,34.0,64,4,,513,,,,,,,,
Werder Bremen,28,26.6,,34,374,"3,060",34.0,43,29,72,36,7,11,71,4,1.26,0.85,2.12,1.06,1.91,28,34.0,71,4,,545,,,,,,,,
Wolfsburg,28,26.4,,34,374,"3,060",34.0,43,28,71,43,0,4,73,2,1.26,0.82,2.09,1.26,2.09,28,34.0,73,2,,579,,,,,,,,
