team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Ajaccio,37,27.1,,38,418,"3,420",38.0,36,28,64,36,0,2,72,0,0.95,0.74,1.68,0.95,1.68,37,38.0,72,0,,620,,,,,,,,
Bastia,27,28.7,,38,418,"3,420",38.0,42,32,74,39,3,3,67,0,1.11,0.84,1.95,1.03,1.87,27,38.0,67,0,,512,,,,,,,,
Bordeaux,32,26.9,,38,418,"3,420",38.0,49,33,82,43,6,6,54,0,1.29,0.87,2.16,1.13,2.00,32,38.0,54,0,,500,,,,,,,,
Evian,29,26.9,,38,418,"3,420",38.0,39,22,61,35,4,5,70,0,1.03,0.58,1.61,0.92,1.50,29,38.0,70,0,,528,,,,,,,,
Guingamp,25,27.2,,38,418,"3,420",38.0,32,25,57,28,4,6,67,0,0.84,0.66,1.50,0.74,1.39,25,38.0,67,0,,553,,,,,,,,
Lille,22,26.9,,38,418,"3,420",38.0,43,30,73,38,5,6,58,0,1.13,0.79,1.92,1.00,1.79,22,38.0,58,0,,537,,,,,,,,
Lorient,28,25.6,,38,418,"3,420",38.0,46,32,78,40,6,6,49,0,1.21,0.84,2.05,1.05,1.89,28,38.0,49,0,,447,,,,,,,,
Lyon,28,25.0,,38,418,"3,420",38.0,56,36,92,55,1,2,56,0,1.47,0.95,2.42,1.45,2.39,28,38.0,56,0,,559,,,,,,,,
Marseille,24,26.4,,38,418,"3,420",38.0,53,33,86,51,2,2,60,0,1.39,0.87,2.26,1.34,2.21,24,38.0,60,0,,531,,,,,,,,
Monaco,29,26.4,,38,418,"3,420",38.0,62,48,110,58,4,5,64,0,1.63,1.26,2.89,1.53,2.79,29,38.0,64,0,,536,,,,,,,,
Montpellier,26,26.0,,38,418,"3,420",38.0,44,23,67,41,3,5,64,0,1.16,0.61,1.76,1.08,1.68,26,38.0,64,0,,485,,,,,,,,
Nantes,28,25.7,,38,418,"3,420",38.0,36,25,61,36,0,2,56,0,0.95,0.66,1.61,0.95,1.61,28,38.0,56,0,,534,,,,,,,,
Nice,29,24.6,,38,418,"3,420",38.0,30,17,47,28,2,3,60,0,0.79,0.45,1.24,0.74,1.18,29,38.0,60,0,,510,,,,,,,,
Paris S-G,23,26.6,,38,418,"3,420",38.0,79,46,125,70,9,10,61,0,2.08,1.21,3.29,1.84,3.05,23,38.0,61,0,,454,,,,,,,,
Reims,25,26.5,,38,418,"3,420",38.0,43,27,70,40,3,4,58,0,1.13,0.71,1.84,1.05,1.76,25,38.0,58,0,,527,,,,,,,,
Rennes,32,25.5,,38,418,"3,420",38.0,47,26,73,45,2,4,50,,1.24,0.68,1.92,1.18,1.87,32,38.0,50,,,448,,,,,,,,
Saint-Étienne,26,26.9,,38,418,"3,420",38.0,55,32,87,51,4,5,69,,1.45,0.84,2.29,1.34,2.18,26,38.0,69,,,518,,,,,,,,
Sochaux,36,25.2,,38,418,"3,420",38.0,35,24,59,33,2,2,73,0,0.92,0.63,1.55,0.87,1.50,36,38.0,73,0,,570,,,,,,,,
Toulouse,28,24.2,,38,418,"3,420",38.0,44,32,76,41,3,6,80,,1.16,0.84,2.00,1.08,1.92,28,38.0,80,,,517,,,,,,,,
Valenciennes,26,26.7,,38,418,"3,420",38.0,35,23,58,31,4,7,62,0,0.92,0.61,1.53,0.82,1.42,26,38.0,62,0,,548,,,,,,,,
