team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Athletic Club,25,25.4,,38,418,"3,420",38.0,44,38,82,43,1,2,126,9,1.16,1.00,2.16,1.13,2.13,25,38.0,126,9,,533,,,,,,,,
Atlético Madrid,27,25.9,,38,418,"3,420",38.0,63,37,100,55,8,8,107,5,1.66,0.97,2.63,1.45,2.42,27,38.0,107,5,,594,,,,,,,,
Barcelona,25,26.6,,38,418,"3,420",38.0,112,91,203,108,4,5,60,2,2.95,2.39,5.34,2.84,5.24,25,38.0,60,2,,402,,,,,,,,
Betis,33,26.8,,38,418,"3,420",38.0,55,41,96,52,3,4,122,7,1.45,1.08,2.53,1.37,2.45,33,38.0,122,7,,549,,,,,,,,
Celta Vigo,28,26.9,,38,418,"3,420",38.0,37,27,64,34,3,3,105,4,0.97,0.71,1.68,0.89,1.61,28,38.0,105,4,,506,,,,,,,,
Espanyol,25,26.5,,38,418,"3,420",38.0,42,32,74,38,4,4,158,11,1.11,0.84,1.95,1.00,1.84,25,38.0,158,11,,643,,,,,,,,
Getafe,27,26.9,,38,418,"3,420",38.0,43,31,74,39,4,4,117,9,1.13,0.82,1.95,1.03,1.84,27,38.0,117,9,,544,,,,,,,,
Granada,28,26.9,,38,418,"3,420",38.0,35,18,53,28,7,8,107,5,0.92,0.47,1.39,0.74,1.21,28,38.0,107,5,,570,,,,,,,,
La Coruña,28,28.8,,38,418,"3,420",38.0,45,26,71,41,4,6,109,8,1.18,0.68,1.87,1.08,1.76,28,38.0,109,8,,426,,,,,,,,
Levante,27,29.2,,38,418,"3,420",38.0,39,22,61,36,3,5,119,7,1.03,0.58,1.61,0.95,1.53,27,38.0,119,7,,587,,,,,,,,
Málaga,28,27.9,,38,418,"3,420",38.0,52,37,89,48,4,5,96,6,1.37,0.97,2.34,1.26,2.24,28,38.0,96,6,,493,,,,,,,,
Mallorca,29,26.9,,38,418,"3,420",38.0,43,23,66,41,2,3,108,8,1.13,0.61,1.74,1.08,1.68,29,38.0,108,8,,599,,,,,,,,
Osasuna,30,27.6,,38,418,"3,420",38.0,33,24,57,32,1,1,119,10,0.87,0.63,1.50,0.84,1.47,30,38.0,119,10,,563,,,,,,,,
Rayo Vallecano,29,26.6,,38,418,"3,420",38.0,49,30,79,42,7,7,141,4,1.29,0.79,2.08,1.11,1.89,29,38.0,141,4,,590,,,,,,,,
Real Madrid,31,26.9,,38,418,"3,420",38.0,100,71,171,92,8,10,97,5,2.63,1.87,4.50,2.42,4.29,31,38.0,97,5,,468,,,,,,,,
Real Sociedad,22,25.3,,38,418,"3,420",38.0,68,49,117,61,7,7,98,2,1.79,1.29,3.08,1.61,2.89,22,38.0,98,2,,448,,,,,,,,
Sevilla,30,26.7,,38,418,"3,420",38.0,56,36,92,51,5,7,106,12,1.47,0.95,2.42,1.34,2.29,30,38.0,106,12,,547,,,,,,,,
Valencia,23,26.4,,38,418,"3,420",38.0,65,48,113,59,6,7,128,8,1.71,1.26,2.97,1.55,2.82,23,38.0,128,8,,575,,,,,,,,
Valladolid,23,27.3,,38,418,"3,420",38.0,48,32,80,43,5,6,83,3,1.26,0.84,2.11,1.13,1.97,23,38.0,83,3,,502,,,,,,,,
Zaragoza,33,26.9,,38,418,"3,420",38.0,37,23,60,29,8,8,135,11,0.97,0.61,1.58,0.76,1.37,33,38.0,135,11,,612,,,,,,,,
