team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Auxerre,24,27.1,,38,418,"3,420",38.0,41,21,62,39,2,2,56,2,1.08,0.55,1.63,1.03,1.58,24,38.0,56,2,,521,,,,,,,,
Bordeaux,24,26.3,,38,418,"3,420",38.0,53,31,84,48,5,7,65,6,1.39,0.82,2.21,1.26,2.08,24,38.0,65,6,,575,,,,,,,,
Boulogne,33,26.3,,38,418,"3,420",38.0,29,18,47,27,2,3,79,6,0.76,0.47,1.24,0.71,1.18,33,38.0,79,6,,592,,,,,,,,
Grenoble,32,29.0,,38,418,"3,420",38.0,30,14,44,30,0,2,68,7,0.79,0.37,1.16,0.79,1.16,32,38.0,68,7,,559,,,,,,,,
Le Mans,33,24.4,,38,418,"3,420",38.0,35,18,53,34,1,2,90,8,0.92,0.47,1.39,0.89,1.37,33,38.0,90,8,,667,,,,,,,,
Lens,23,27.1,,38,418,"3,420",38.0,39,20,59,34,5,5,61,2,1.03,0.53,1.55,0.89,1.42,23,38.0,61,2,,656,,,,,,,,
Lille,23,25.1,,38,418,"3,420",38.0,70,32,102,60,10,13,72,4,1.84,0.84,2.68,1.58,2.42,23,38.0,72,4,,637,,,,,,,,
Lorient,24,26.6,,38,418,"3,420",38.0,53,27,80,49,4,4,57,4,1.39,0.71,2.11,1.29,2.00,24,38.0,57,4,,511,,,,,,,,
Lyon,28,25.7,,38,418,"3,420",38.0,62,33,95,59,3,3,66,3,1.63,0.87,2.50,1.55,2.42,28,38.0,66,3,,630,,,,,,,,
Marseille,23,27.7,,38,418,"3,420",38.0,67,39,106,61,6,6,63,2,1.76,1.03,2.79,1.61,2.63,23,38.0,63,2,,600,,,,,,,,
Monaco,28,25.0,,38,418,"3,420",38.0,36,19,55,33,3,4,91,4,0.95,0.50,1.45,0.87,1.37,28,38.0,91,4,,677,,,,,,,,
Montpellier,23,25.9,,38,418,"3,420",38.0,49,24,73,43,6,8,85,6,1.29,0.63,1.92,1.13,1.76,23,38.0,85,6,,726,,,,,,,,
Nancy,26,26.0,,38,418,"3,420",38.0,45,26,71,41,4,5,65,6,1.18,0.68,1.87,1.08,1.76,26,38.0,65,6,,581,,,,,,,,
Nice,26,25.4,,38,418,"3,420",38.0,39,21,60,37,2,2,74,5,1.03,0.55,1.58,0.97,1.53,26,38.0,74,5,,655,,,,,,,,
Paris S-G,22,27.4,,38,418,"3,420",38.0,48,26,74,45,3,4,57,2,1.26,0.68,1.95,1.18,1.87,22,38.0,57,2,,601,,,,,,,,
Rennes,24,26.2,,38,418,"3,420",38.0,51,29,80,45,6,6,50,5,1.34,0.76,2.11,1.18,1.95,24,38.0,50,5,,568,,,,,,,,
Saint-Étienne,28,24.8,,38,418,"3,420",38.0,27,19,46,26,1,2,64,4,0.71,0.50,1.21,0.68,1.18,28,38.0,64,4,,587,,,,,,,,
Sochaux,28,25.4,,38,418,"3,420",38.0,27,13,40,25,2,3,58,4,0.71,0.34,1.05,0.66,1.00,28,38.0,58,4,,573,,,,,,,,
Toulouse,30,24.0,,38,418,"3,420",38.0,36,14,50,36,0,0,74,5,0.95,0.37,1.32,0.95,1.32,30,38.0,74,5,,711,,,,,,,,
Valenciennes,27,26.5,,38,418,"3,420",38.0,50,29,79,48,2,3,74,3,1.32,0.76,2.08,1.26,2.03,27,38.0,74,3,,707,,,,,,,,
