team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Lazio,30,27.9,50.8,38,418,"3,420",38.0,54,35,89,48,6,6,90,4,60.4,55.8,44.4,100.2,912,1737,1.42,0.92,2.34,1.26,2.18,1.59,1.17,2.76,1.47,2.64,30,38.0,90,4,1,502,391,97,738,432,406,3,6,3,2112,612,539,53.2
Milan,23,24.8,54.1,38,418,"3,420",38.0,51,35,86,48,3,4,82,5,48.8,45.7,35.6,81.3,821,1759,1.34,0.92,2.26,1.26,2.18,1.28,0.94,2.22,1.20,2.14,23,38.0,82,5,2,445,478,63,752,373,382,2,5,1,1899,480,512,48.4
Napoli,26,27.0,59.1,38,418,"3,420",38.0,73,54,127,70,3,4,75,5,61.8,58.8,49.4,108.2,934,2089,1.92,1.42,3.34,1.84,3.26,1.63,1.30,2.93,1.55,2.85,26,38.0,75,5,3,410,414,85,774,358,359,0,4,0,2171,386,440,46.7
Parma,31,29.4,37.7,38,418,"3,420",38.0,40,22,62,36,4,5,84,3,40.2,36.3,26.9,63.1,487,990,1.05,0.58,1.63,0.95,1.53,1.06,0.71,1.77,0.95,1.66,31,38.0,84,3,2,493,433,91,511,399,351,5,8,5,1785,561,615,47.7
Roma,26,27.5,51.4,38,418,"3,420",38.0,65,41,106,59,6,6,90,2,64.4,59.6,46.2,105.8,838,1678,1.71,1.08,2.79,1.55,2.63,1.69,1.22,2.91,1.57,2.78,26,38.0,90,2,2,461,395,50,855,419,344,5,7,1,1954,727,547,57.1
Sampdoria,24,26.1,54.9,38,418,"3,420",38.0,60,41,101,50,10,12,92,3,50.5,41.8,34.1,75.9,630,1685,1.58,1.08,2.66,1.32,2.39,1.33,0.90,2.22,1.10,2.00,24,38.0,92,3,3,493,510,70,641,364,425,7,8,1,2030,471,522,47.4
Sassuolo,29,25.4,53.8,38,418,"3,420",38.0,50,33,83,45,5,5,90,8,48.5,44.6,34.1,78.8,721,1511,1.32,0.87,2.18,1.18,2.05,1.28,0.90,2.17,1.17,2.07,29,38.0,90,8,3,528,528,73,660,378,328,4,8,2,1864,464,510,47.6
SPAL,28,27.8,50.4,38,418,"3,420",38.0,44,30,74,37,7,8,113,3,43.9,37.7,28.2,65.8,910,1259,1.16,0.79,1.95,0.97,1.76,1.16,0.74,1.90,0.99,1.73,28,38.0,113,3,1,499,550,37,863,388,374,7,5,0,1772,569,577,49.7
Torino,25,27.6,51.1,38,418,"3,420",38.0,50,31,81,45,5,6,89,4,46.6,41.9,32.0,73.9,770,1407,1.32,0.82,2.13,1.18,2.00,1.23,0.84,2.07,1.10,1.94,25,38.0,89,4,1,617,570,75,751,451,394,5,5,0,2193,824,838,49.6
Udinese,31,25.3,42.6,38,418,"3,420",38.0,37,30,67,34,3,8,92,4,42.5,36.0,27.9,63.9,713,1088,0.97,0.79,1.76,0.89,1.68,1.12,0.73,1.85,0.95,1.68,31,38.0,92,4,2,505,469,66,585,381,387,7,9,1,1833,693,662,51.1
