team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Auxerre,23,25.4,,38,418,"3,420",38.0,41,23,64,40,1,1,60,4,1.08,0.61,1.68,1.05,1.66,23,38.0,60,4,,551,,,,,,,,
Bordeaux,25,26.4,,38,418,"3,420",38.0,39,20,59,33,6,7,77,2,1.03,0.53,1.55,0.87,1.39,25,38.0,77,2,,668,,,,,,,,
Le Mans,24,24.0,,38,418,"3,420",38.0,45,28,73,42,3,3,70,1,1.18,0.74,1.92,1.11,1.84,24,38.0,70,1,,625,,,,,,,,
Lens,24,26.4,,38,416,"3,420",38.0,46,32,78,35,11,11,69,5,1.21,0.84,2.05,0.92,1.76,24,38.0,69,5,,637,,,,,,,,
Lille,29,24.8,,38,418,"3,420",38.0,42,23,65,39,3,3,78,4,1.11,0.61,1.71,1.03,1.63,29,38.0,78,4,,761,,,,,,,,
Lorient,28,25.7,,38,418,"3,420",38.0,33,22,55,32,1,1,42,3,0.87,0.58,1.45,0.84,1.42,28,38.0,42,3,,530,,,,,,,,
Lyon,27,26.7,,38,418,"3,420",38.0,63,31,94,60,3,5,66,2,1.66,0.82,2.47,1.58,2.39,27,38.0,66,2,,656,,,,,,,,
Marseille,24,24.6,,38,418,"3,420",38.0,53,34,87,45,8,8,72,3,1.39,0.89,2.29,1.18,2.08,24,38.0,72,3,,598,,,,,,,,
Monaco,26,26.8,,38,416,"3,420",38.0,45,25,70,42,3,3,81,7,1.18,0.66,1.84,1.11,1.76,26,38.0,81,7,,606,,,,,,,,
Nancy,26,25.5,,38,418,"3,420",38.0,37,19,56,32,5,5,74,7,0.97,0.50,1.47,0.84,1.34,26,38.0,74,7,,652,,,,,,,,
Nantes,33,25.3,,38,418,"3,420",38.0,28,14,42,28,0,2,73,4,0.74,0.37,1.11,0.74,1.11,33,38.0,73,4,,585,,,,,,,,
Nice,23,25.6,,38,419,"3,420",38.0,34,18,52,28,6,8,73,5,0.89,0.47,1.37,0.74,1.21,23,38.0,73,5,,551,,,,,,,,
Paris S-G,24,26.7,,38,414,"3,420",38.0,41,25,66,36,5,6,70,4,1.08,0.66,1.74,0.95,1.61,24,38.0,70,4,,561,,,,,,,,
Rennes,26,24.5,,38,419,"3,420",38.0,37,22,59,36,1,1,60,3,0.97,0.58,1.55,0.95,1.53,26,38.0,60,3,,672,,,,,,,,
Saint-Étienne,25,26.4,,38,418,"3,420",38.0,50,29,79,48,2,2,64,4,1.32,0.76,2.08,1.26,2.03,25,38.0,64,4,,555,,,,,,,,
Sedan,26,26.6,,38,418,"3,420",38.0,42,27,69,38,4,4,60,5,1.11,0.71,1.82,1.00,1.71,26,38.0,60,5,,553,,,,,,,,
Sochaux,26,26.2,,38,419,"3,420",38.0,43,26,69,35,8,9,62,1,1.13,0.68,1.82,0.92,1.61,26,38.0,62,1,,642,,,,,,,,
Toulouse,25,25.8,,38,422,"3,420",38.0,43,22,65,41,2,3,77,4,1.13,0.58,1.71,1.08,1.66,25,38.0,77,4,,682,,,,,,,,
Troyes,26,27.9,,38,419,"3,420",38.0,38,23,61,35,3,6,80,6,1.00,0.61,1.61,0.92,1.53,26,38.0,80,6,,651,,,,,,,,
Valenciennes,25,27.3,,38,418,"3,420",38.0,36,18,54,34,2,3,79,4,0.95,0.47,1.42,0.89,1.37,25,38.0,79,4,,685,,,,,,,,
