team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Atalanta,27,26.5,49.9,38,418,"3,420",38.0,64,42,106,58,6,8,83,3,57.7,51.3,42.7,93.9,687,1637,1.68,1.11,2.79,1.53,2.63,1.52,1.12,2.64,1.35,2.47,27,38.0,83,3,1,470,385,58,652,421,364,6,3,2,2234,575,483,54.3
Bologna,27,26.6,54.7,38,418,"3,420",38.0,52,41,93,46,6,6,84,3,43.8,39.4,31.5,70.9,564,1366,1.37,1.08,2.45,1.21,2.29,1.15,0.83,1.98,1.04,1.87,27,38.0,84,3,2,477,426,77,558,302,373,5,9,3,2080,369,447,45.2
Cremonese,33,26.0,42.1,38,418,"3,420",38.0,35,18,53,30,5,7,81,3,38.7,33.2,24.3,57.5,521,1107,0.92,0.47,1.39,0.79,1.26,1.02,0.64,1.66,0.87,1.51,33,38.0,81,3,0,458,407,68,659,393,400,5,5,1,2059,562,730,43.5
Empoli,32,25.3,47.3,38,418,"3,420",38.0,35,20,55,33,2,2,88,7,38.8,37.2,26.8,64.0,608,1114,0.92,0.53,1.45,0.87,1.39,1.02,0.71,1.73,0.98,1.69,32,38.0,88,7,3,441,459,54,611,280,364,2,6,1,1815,434,519,45.5
Fiorentina,30,26.5,56.1,38,418,"3,420",38.0,51,37,88,47,4,6,93,3,55.0,50.8,40.2,91.0,789,1627,1.34,0.97,2.32,1.24,2.21,1.45,1.06,2.51,1.34,2.39,30,38.0,93,3,2,488,511,56,880,260,337,3,8,2,2016,588,517,53.2
Hellas Verona,36,26.6,41.2,38,418,"3,420",38.0,29,22,51,28,1,1,103,3,35.8,35.1,28.1,63.2,503,1063,0.76,0.58,1.34,0.74,1.32,0.94,0.74,1.68,0.92,1.66,36,38.0,103,3,0,540,383,74,652,337,357,1,2,3,2238,810,735,52.4
Inter,25,28.8,55.7,38,418,"3,420",38.0,68,50,118,64,4,5,65,3,68.0,64.5,51.8,116.3,668,1624,1.79,1.32,3.11,1.68,3.00,1.79,1.36,3.15,1.70,3.06,25,38.0,65,3,2,444,406,68,885,315,325,4,3,3,1948,500,415,54.6
Juventus,29,27.7,49.6,38,418,"3,420",38.0,56,41,97,53,3,6,74,6,55.3,50.4,39.8,90.2,673,1394,1.47,1.08,2.55,1.39,2.47,1.45,1.05,2.50,1.33,2.37,29,38.0,74,6,1,456,409,62,731,307,352,6,5,0,1951,486,477,50.5
Lazio,24,28.6,52.1,38,418,"3,420",38.0,59,37,96,53,6,8,87,2,51.1,44.9,34.3,79.2,683,1381,1.55,0.97,2.53,1.39,2.37,1.35,0.90,2.25,1.18,2.08,24,38.0,87,2,0,400,471,54,483,310,349,6,2,1,1979,399,381,51.2
Lecce,29,24.8,41.3,38,418,"3,420",38.0,31,21,52,27,4,6,86,2,36.3,31.6,25.3,56.9,514,1232,0.82,0.55,1.37,0.71,1.26,0.95,0.67,1.62,0.83,1.50,29,38.0,86,2,1,553,439,68,709,368,427,4,6,3,2120,567,728,43.8
Milan,30,26.0,55.6,38,418,"3,420",38.0,61,49,110,56,5,5,90,2,58.8,55.1,46.0,101.1,795,1584,1.61,1.29,2.89,1.47,2.76,1.55,1.21,2.76,1.45,2.66,30,38.0,90,2,2,449,438,61,671,289,422,3,5,1,2051,561,478,54.0
Monza,31,26.6,55.2,38,418,"3,420",38.0,46,31,77,41,5,6,90,4,45.9,41.2,33.8,75.0,708,1362,1.21,0.82,2.03,1.08,1.89,1.21,0.89,2.10,1.08,1.97,31,38.0,90,4,1,489,495,69,596,334,355,6,3,1,1845,448,441,50.4
Napoli,27,26.4,61.8,38,418,"3,420",38.0,75,57,132,67,8,10,47,1,64.7,56.8,46.8,103.6,907,1804,1.97,1.50,3.47,1.76,3.26,1.70,1.23,2.94,1.50,2.73,27,38.0,47,1,0,389,468,60,681,287,313,8,2,0,2027,483,403,54.5
Roma,30,27.4,48.6,38,418,"3,420",38.0,50,33,83,43,7,10,83,4,57.7,50.2,39.1,89.3,684,1217,1.32,0.87,2.18,1.13,2.00,1.52,1.03,2.55,1.32,2.35,30,38.0,83,4,2,446,505,56,595,368,340,6,3,1,1981,543,429,55.9
Salernitana,30,27.2,44.9,38,418,"3,420",38.0,46,34,80,44,2,2,85,4,36.7,35.2,26.9,62.0,519,1089,1.21,0.89,2.11,1.16,2.05,0.96,0.71,1.67,0.93,1.63,30,38.0,85,4,1,473,439,67,559,329,337,1,11,0,1981,528,585,47.4
Sampdoria,40,27.9,46.1,38,418,"3,420",38.0,23,18,41,22,1,2,108,3,34.1,32.5,24.4,56.9,466,1126,0.61,0.47,1.08,0.58,1.05,0.90,0.64,1.54,0.85,1.50,40,38.0,108,3,2,507,512,55,599,317,351,1,11,2,1913,617,636,49.2
