team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Almería,29,26.4,45.1,38,418,"3,420",38.0,49,33,82,47,2,3,98,4,45.5,43.2,32.5,75.6,569,1090,1.29,0.87,2.16,1.24,2.11,1.20,0.85,2.05,1.14,1.99,29,38.0,98,4,2,443,401,83,605,322,322,2,6,1,1890,482,530,47.6
Athletic Club,26,27.4,51.6,38,418,"3,420",38.0,46,33,79,41,5,7,81,5,54.2,48.7,38.9,87.6,864,1816,1.21,0.87,2.08,1.08,1.95,1.43,1.02,2.45,1.28,2.31,26,38.0,81,5,1,512,421,96,918,310,369,3,3,3,2194,532,487,52.2
Atlético Madrid,27,28.5,50.6,38,418,"3,420",38.0,68,51,119,67,1,1,92,8,61.9,61.1,48.0,109.1,730,1571,1.79,1.34,3.13,1.76,3.11,1.63,1.26,2.89,1.61,2.87,27,38.0,92,8,3,440,418,79,625,304,408,0,5,0,1977,445,399,52.7
Barcelona,29,25.9,64.3,38,418,"3,420",38.0,69,56,125,69,0,2,84,6,75.5,74.0,60.1,134.1,961,2182,1.82,1.47,3.29,1.82,3.29,1.99,1.58,3.57,1.95,3.53,29,38.0,84,6,3,433,452,98,744,253,324,0,3,3,1995,467,359,56.5
Betis,30,28.6,50.6,38,418,"3,420",38.0,43,26,69,35,8,9,83,15,51.3,44.3,34.6,78.9,621,1272,1.13,0.68,1.82,0.92,1.61,1.35,0.91,2.26,1.17,2.08,30,38.0,83,15,3,414,535,74,514,364,421,4,3,1,1918,453,502,47.4
Cádiz,38,29.1,41.9,38,418,"3,420",38.0,29,20,49,25,4,5,116,7,41.5,37.7,27.7,65.4,475,969,0.76,0.53,1.29,0.66,1.18,1.09,0.73,1.82,0.99,1.72,38,38.0,116,7,4,532,482,75,633,270,410,2,10,0,1953,606,651,48.2
Celta Vigo,26,26.7,50.2,38,418,"3,420",38.0,41,31,72,39,2,3,85,6,42.6,40.3,30.8,71.1,704,1403,1.08,0.82,1.89,1.03,1.84,1.12,0.81,1.93,1.06,1.87,26,38.0,85,6,3,469,493,81,705,368,413,2,8,1,2031,458,539,45.9
Elche,32,28.3,45.5,38,418,"3,420",38.0,30,21,51,26,4,5,99,12,37.5,33.6,27.1,60.7,561,1197,0.79,0.55,1.34,0.68,1.24,0.99,0.71,1.70,0.88,1.60,32,38.0,99,12,3,525,394,81,750,323,363,4,10,2,1924,484,465,51.0
Espanyol,33,27.6,43.1,38,418,"3,420",38.0,51,31,82,46,5,5,99,10,48.3,44.4,35.0,79.4,528,1146,1.34,0.82,2.16,1.21,2.03,1.27,0.92,2.19,1.17,2.09,33,38.0,99,10,4,457,493,62,713,338,379,3,6,2,1791,647,596,52.1
Getafe,25,27.4,39.9,38,418,"3,420",38.0,34,21,55,29,5,8,126,9,36.7,30.4,22.5,53.0,365,1003,0.89,0.55,1.45,0.76,1.32,0.96,0.59,1.56,0.80,1.39,25,38.0,126,9,6,600,437,79,649,320,339,3,8,2,1871,714,697,50.6
Girona,29,26.0,51.3,38,418,"3,420",38.0,55,41,96,47,8,9,92,3,50.6,43.8,37.5,81.3,725,1378,1.45,1.08,2.53,1.24,2.32,1.33,0.99,2.32,1.15,2.14,29,38.0,92,3,2,440,507,87,713,266,321,7,8,0,1836,428,435,49.6
Mallorca,31,27.7,41.1,38,418,"3,420",38.0,36,27,63,32,4,5,120,5,35.2,31.1,26.5,57.7,476,948,0.95,0.71,1.66,0.84,1.55,0.93,0.70,1.62,0.82,1.52,31,38.0,120,5,0,611,457,77,635,318,344,4,7,0,1833,674,629,51.7
Osasuna,26,27.5,48.0,38,418,"3,420",38.0,36,30,66,32,4,5,93,7,39.8,35.9,28.4,64.3,545,1356,0.95,0.79,1.74,0.84,1.63,1.05,0.75,1.80,0.94,1.69,26,38.0,93,7,1,544,410,60,794,315,328,5,4,2,1930,613,628,49.4
Rayo Vallecano,28,27.9,51.2,38,418,"3,420",38.0,41,29,70,37,4,8,90,6,43.9,37.8,30.0,67.8,703,1390,1.08,0.76,1.84,0.97,1.74,1.16,0.79,1.95,0.99,1.78,28,38.0,90,6,2,544,490,98,832,309,393,2,5,4,2085,437,527,45.3
Real Madrid,26,27.4,60.9,38,418,"3,420",38.0,73,56,129,64,9,12,72,3,75.5,66.1,56.8,122.9,1008,2017,1.92,1.47,3.39,1.68,3.16,1.99,1.49,3.48,1.74,3.23,26,38.0,72,3,2,367,530,89,574,296,353,8,5,1,1843,339,231,59.5
Real Sociedad,30,25.9,54.6,38,418,"3,420",38.0,47,36,83,45,2,4,90,2,52.9,49.7,39.7,89.4,692,1483,1.24,0.95,2.18,1.18,2.13,1.39,1.04,2.44,1.31,2.35,30,38.0,90,2,0,621,452,91,538,271,395,4,2,2,2018,664,557,54.4
Sevilla,35,28.7,52.6,38,418,"3,420",38.0,47,31,78,43,4,5,121,13,46.3,42.4,32.0,74.5,558,1513,1.24,0.82,2.05,1.13,1.95,1.22,0.84,2.06,1.12,1.96,35,38.0,121,13,4,474,460,106,827,339,367,4,3,3,1973,497,475,51.1
Valencia,28,24.2,52.0,38,418,"3,420",38.0,40,23,63,35,5,8,93,8,49.3,43.0,32.5,75.5,786,1472,1.05,0.61,1.66,0.92,1.53,1.30,0.86,2.15,1.13,1.99,28,38.0,93,8,3,504,510,80,924,288,428,6,5,2,2015,492,561,46.7
Valladolid,36,27.4,48.7,38,418,"3,420",38.0,32,24,56,29,3,4,94,6,38.5,35.4,28.4,63.7,610,1244,0.84,0.63,1.47,0.76,1.39,1.01,0.75,1.76,0.93,1.68,36,38.0,94,6,2,460,516,98,683,345,396,4,10,1,1966,471,617,43.3
Villarreal,32,28.4,56.9,38,418,"3,420",38.0,57,33,90,53,4,7,91,4,61.6,56.1,43.2,99.3,846,1622,1.50,0.87,2.37,1.39,2.26,1.62,1.14,2.76,1.48,2.61,32,38.0,91,4,2,450,482,87,520,262,370,5,4,1,1819,357,375,48.8
