team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,28,27.8,,38,418,"3,420",38.0,84,66,150,79,5,6,56,2,2.21,1.74,3.95,2.08,3.82,28,38.0,56,2,,515,,,,,,,,
Aston Villa,27,26.2,,38,418,"3,420",38.0,42,29,71,39,3,4,66,4,1.11,0.76,1.87,1.03,1.79,27,38.0,66,4,,571,,,,,,,,
Birmingham City,33,27.9,,38,418,"3,420",38.0,40,26,66,36,4,5,74,3,1.05,0.68,1.74,0.95,1.63,33,38.0,74,3,,553,,,,,,,,
Blackburn,28,27.7,,38,418,"3,420",38.0,50,38,88,45,5,6,66,4,1.32,1.00,2.32,1.18,2.18,28,38.0,66,4,,590,,,,,,,,
Bolton,27,29.1,,38,418,"3,420",38.0,38,24,62,37,1,2,71,3,1.00,0.63,1.63,0.97,1.61,27,38.0,71,3,,464,,,,,,,,
Charlton Ath,26,27.0,,38,420,"3,420",38.0,43,24,67,39,4,5,56,1,1.13,0.63,1.76,1.03,1.66,26,38.0,56,1,,533,,,,,,,,
Chelsea,23,27.8,,38,416,"3,420",38.0,67,40,107,64,3,3,62,1,1.76,1.05,2.82,1.68,2.74,23,38.0,62,1,,498,,,,,,,,
Everton,28,27.4,,38,392,"3,420",38.0,48,32,80,44,4,4,56,5,1.26,0.84,2.11,1.16,2.00,28,38.0,56,5,,514,,,,,,,,
Fulham,27,27.3,,38,417,"3,420",38.0,38,23,61,32,6,7,58,6,1.00,0.61,1.61,0.84,1.45,27,38.0,58,6,,540,,,,,,,,
Leeds United,29,25.8,,38,401,"3,420",38.0,54,39,93,50,4,5,73,1,1.42,1.03,2.45,1.32,2.34,29,38.0,73,1,,568,,,,,,,,
Liverpool,23,24.9,,38,418,"3,420",38.0,61,49,110,57,4,6,48,1,1.61,1.29,2.89,1.50,2.79,23,38.0,48,1,,439,,,,,,,,
Manchester City,26,27.8,,38,419,"3,420",38.0,47,40,87,45,2,2,58,5,1.24,1.05,2.29,1.18,2.24,26,38.0,58,5,,510,,,,,,,,
Manchester Utd,26,27.0,,38,418,"3,420",38.0,73,56,129,64,9,9,46,1,1.92,1.47,3.39,1.68,3.16,26,38.0,46,1,,488,,,,,,,,
Middlesbrough,29,26.4,,38,418,"3,420",38.0,48,31,79,46,2,3,53,4,1.26,0.82,2.08,1.21,2.03,29,38.0,53,4,,515,,,,,,,,
Newcastle Utd,26,24.8,,38,420,"3,420",38.0,63,42,105,60,3,4,48,2,1.66,1.11,2.76,1.58,2.68,26,38.0,48,2,,500,,,,,,,,
Southampton,26,27.2,,38,417,"3,420",38.0,42,24,66,36,6,6,49,3,1.11,0.63,1.74,0.95,1.58,26,38.0,49,3,,548,,,,,,,,
Sunderland,34,26.0,,38,413,"3,420",38.0,21,16,37,20,1,3,60,0,0.55,0.42,0.97,0.53,0.95,34,38.0,60,0,,573,,,,,,,,
Tottenham,25,28.1,,38,414,"3,420",38.0,50,35,85,47,3,3,64,4,1.32,0.92,2.24,1.24,2.16,25,38.0,64,4,,497,,,,,,,,
West Brom,23,27.2,,38,418,"3,420",38.0,29,11,40,28,1,1,49,4,0.76,0.29,1.05,0.74,1.03,23,38.0,49,4,,573,,,,,,,,
West Ham,24,27.3,,38,422,"3,420",38.0,41,29,70,37,4,5,67,4,1.08,0.76,1.84,0.97,1.74,24,38.0,67,4,,542,,,,,,,,
