team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Augsburg,28,27.1,41.9,34,374,"3,060",34.0,35,22,57,32,3,4,71,2,1.03,0.65,1.68,0.94,1.59,28,34.0,71,2,2,481,441,68,426,794,512,4,4,1
Bayern Munich,22,28.0,69.0,34,374,"3,060",34.0,88,64,152,83,5,5,47,0,2.59,1.88,4.47,2.44,4.32,22,34.0,47,0,0,351,411,92,661,686,421,4,3,0
Darmstadt 98,31,27.6,38.3,34,374,"3,060",34.0,28,16,44,23,5,7,76,5,0.82,0.47,1.29,0.68,1.15,31,34.0,76,5,5,496,450,87,446,688,484,6,8,2
Dortmund,27,25.3,62.0,34,374,"3,060",34.0,71,49,120,66,5,7,57,,2.09,1.44,3.53,1.94,3.38,27,34.0,57,,1,334,550,81,468,566,432,5,2,1
Eint Frankfurt,26,25.9,49.9,34,374,"3,060",34.0,35,24,59,33,2,6,86,1,1.03,0.71,1.74,0.97,1.68,26,34.0,86,1,1,527,468,69,518,849,436,5,4,1
Freiburg,25,24.7,46.7,34,374,"3,060",34.0,42,28,70,36,6,8,56,0,1.24,0.82,2.06,1.06,1.88,25,34.0,56,0,0,429,468,58,351,566,471,8,6,0
Gladbach,24,25.3,53.9,34,374,"3,060",34.0,44,27,71,43,1,4,50,2,1.29,0.79,2.09,1.26,2.06,24,34.0,50,2,2,411,445,88,396,655,518,2,5,0
Hamburger SV,29,25.8,43.8,34,374,"3,060",34.0,32,26,58,32,0,2,77,2,0.94,0.76,1.71,0.94,1.71,29,34.0,77,2,2,549,456,79,501,737,553,2,6,1
Hertha BSC,26,27.1,48.5,34,374,"3,060",34.0,42,26,68,37,5,5,67,2,1.24,0.76,2.00,1.09,1.85,26,34.0,67,2,2,471,482,55,426,676,457,5,5,1
Hoffenheim,23,25.0,56.2,34,374,"3,060",34.0,64,47,111,59,5,5,63,0,1.88,1.38,3.26,1.74,3.12,23,34.0,63,0,0,502,518,84,417,676,424,5,3,2
Ingolstadt 04,22,26.9,45.9,34,374,"3,060",34.0,35,20,55,29,6,8,75,3,1.03,0.59,1.62,0.85,1.44,22,34.0,75,3,3,538,549,77,559,733,500,7,9,2
Köln,26,26.2,43.4,34,374,"3,060",34.0,49,36,85,46,3,4,74,1,1.44,1.06,2.50,1.35,2.41,26,34.0,74,1,1,466,472,95,410,729,484,4,4,1
Leverkusen,24,24.2,54.3,34,374,"3,060",34.0,53,39,92,49,4,9,56,3,1.56,1.15,2.71,1.44,2.59,24,34.0,56,3,3,462,399,78,407,708,516,7,3,1
Mainz 05,28,25.1,46.0,34,374,"3,060",34.0,43,28,71,36,7,7,73,3,1.26,0.82,2.09,1.06,1.88,28,34.0,73,3,3,480,477,107,491,787,472,7,4,0
RB Leipzig,23,24.0,53.0,34,374,"3,060",34.0,62,49,111,59,3,4,68,1,1.82,1.44,3.26,1.74,3.18,23,34.0,68,1,1,508,471,120,429,770,582,4,5,1
Schalke 04,29,25.3,51.8,34,374,"3,060",34.0,45,30,75,43,2,4,69,0,1.32,0.88,2.21,1.26,2.15,29,34.0,69,0,0,494,441,96,566,805,450,4,10,1
Werder Bremen,31,27.0,44.6,34,374,"3,060",34.0,61,39,100,55,6,6,67,0,1.79,1.15,2.94,1.62,2.76,31,34.0,67,0,0,452,515,58,371,718,438,6,11,1
Wolfsburg,31,25.7,51.7,34,374,"3,060",34.0,32,23,55,29,3,3,69,2,0.94,0.68,1.62,0.85,1.53,31,34.0,69,2,2,498,486,61,548,701,438,3,5,1
