team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Arsenal,29,25.9,53.5,38,418,"3,420",38.0,53,38,91,47,6,6,49,5,51.7,47.0,35.1,82.1,758,1760,1.39,1.00,2.39,1.24,2.24,1.36,0.92,2.29,1.24,2.16,29,38.0,49,5,1,346,400,61,751,351,252,5,3,4,1838,504,594,45.9
Aston Villa,24,25.2,48.5,38,418,"3,420",38.0,52,38,90,47,5,6,71,4,52.5,47.9,37.4,85.3,629,1420,1.37,1.00,2.37,1.24,2.24,1.38,0.98,2.37,1.26,2.25,24,38.0,71,4,4,439,553,71,779,387,282,6,6,1,1906,728,665,52.3
Brighton,27,25.8,51.1,38,418,"3,420",38.0,39,24,63,33,6,9,49,6,50.9,43.8,33.2,77.0,685,1516,1.03,0.63,1.66,0.87,1.50,1.34,0.87,2.21,1.15,2.03,27,38.0,49,6,2,428,357,52,686,425,334,7,7,2,2040,531,574,48.1
Burnley,25,28.3,42.1,38,418,"3,420",38.0,32,20,52,29,3,3,48,0,39.3,36.9,27.7,64.6,389,1012,0.84,0.53,1.37,0.76,1.29,1.03,0.73,1.76,0.97,1.70,25,38.0,48,0,0,384,389,80,772,416,293,3,3,1,2000,874,854,50.6
Chelsea,27,26.0,60.9,38,418,"3,420",38.0,56,38,94,48,8,10,51,3,62.4,54.5,41.5,96.0,895,1798,1.47,1.00,2.47,1.26,2.26,1.64,1.09,2.73,1.43,2.53,27,38.0,51,3,1,433,364,79,749,382,341,10,4,1,1999,569,515,52.5
Crystal Palace,24,29.1,40.6,38,418,"3,420",38.0,39,29,68,36,3,4,56,2,34.1,31.0,23.6,54.6,526,1132,1.03,0.76,1.79,0.95,1.71,0.90,0.62,1.52,0.82,1.44,24,38.0,56,2,1,409,436,67,533,396,366,2,4,0,1923,685,658,51.0
Everton,29,26.3,46.4,38,418,"3,420",38.0,45,32,77,41,4,5,59,2,45.7,41.9,30.7,72.6,604,1184,1.18,0.84,2.03,1.08,1.92,1.20,0.81,2.01,1.10,1.91,29,38.0,59,2,0,386,392,65,662,392,381,4,4,1,2030,665,486,57.8
Fulham,28,25.2,49.7,38,418,"3,420",38.0,26,18,44,23,3,6,67,3,40.5,35.9,26.3,62.2,727,1354,0.68,0.47,1.16,0.61,1.08,1.07,0.69,1.76,0.95,1.64,28,38.0,67,3,0,484,372,43,710,437,329,5,7,1,2010,649,625,50.9
Leeds United,23,26.1,57.3,38,418,"3,420",38.0,60,45,105,56,4,4,61,1,55.6,52.5,41.9,94.3,811,1633,1.58,1.18,2.76,1.47,2.66,1.46,1.10,2.57,1.38,2.48,23,38.0,61,1,0,432,410,76,786,397,417,3,9,2,2160,538,605,47.1
Leicester City,27,26.5,54.3,38,418,"3,420",38.0,64,45,109,54,10,12,61,0,55.8,46.3,33.7,80.1,666,1464,1.68,1.18,2.87,1.42,2.61,1.47,0.89,2.36,1.22,2.11,27,38.0,61,0,0,413,421,71,649,438,403,11,4,2,2111,600,590,50.4
Liverpool,28,26.8,62.1,38,418,"3,420",38.0,65,43,108,59,6,6,40,0,67.5,62.9,48.3,111.1,886,2057,1.71,1.13,2.84,1.55,2.68,1.78,1.27,3.05,1.65,2.92,28,38.0,40,0,0,396,316,65,862,347,303,4,8,0,2202,537,572,48.4
