team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alavés,32,27.6,41.5,38,418,"3,420",38.0,34,20,54,28,6,6,111,7,39.3,34.7,26.9,61.6,403,944,0.89,0.53,1.42,0.74,1.26,1.03,0.71,1.74,0.91,1.62,32,38.0,111,7,3,621,432,61,562,392,346,5,15,0,1766,905,712,56.0
Athletic Club,26,26.7,48.7,38,418,"3,420",38.0,40,23,63,32,8,10,90,2,41.5,33.8,26.2,60.0,604,1291,1.05,0.61,1.66,0.84,1.45,1.09,0.69,1.78,0.89,1.58,26,38.0,90,2,0,522,436,84,754,373,324,4,7,2,1911,912,683,57.2
Atlético Madrid,30,26.1,48.6,38,418,"3,420",38.0,50,35,85,44,6,8,93,3,56.8,50.6,39.4,90.0,598,1333,1.32,0.92,2.24,1.16,2.08,1.50,1.04,2.53,1.33,2.37,30,38.0,93,3,2,513,479,116,574,412,406,6,4,3,1950,827,723,53.4
Barcelona,28,27.8,66.4,38,418,"3,420",38.0,84,62,146,78,6,6,92,6,66.3,61.7,49.5,111.2,923,2042,2.21,1.63,3.84,2.05,3.68,1.75,1.30,3.05,1.62,2.93,28,38.0,92,6,3,416,529,83,417,342,323,3,7,0,1874,455,364,55.6
Betis,27,27.5,56.7,38,418,"3,420",38.0,48,35,83,42,6,8,108,9,51.0,45.2,36.9,82.0,834,1475,1.26,0.92,2.18,1.11,2.03,1.34,0.97,2.31,1.19,2.16,27,38.0,108,9,3,473,577,84,624,302,299,6,11,1,1709,579,558,50.9
Celta Vigo,30,25.8,51.7,38,418,"3,420",38.0,37,26,63,31,6,9,104,6,39.2,32.4,26.2,58.7,670,1364,0.97,0.68,1.66,0.82,1.50,1.03,0.69,1.72,0.85,1.54,30,38.0,104,6,3,473,527,70,636,396,357,6,5,0,1905,650,659,49.7
Eibar,26,29.3,46.3,38,418,"3,420",38.0,38,24,62,31,7,10,92,3,42.0,34.2,26.0,60.2,424,1265,1.00,0.63,1.63,0.82,1.45,1.10,0.68,1.79,0.90,1.58,26,38.0,92,3,2,538,411,73,870,430,338,5,6,1,2039,974,1091,47.2
Espanyol,31,27.7,47.4,38,418,"3,420",38.0,25,17,42,21,4,4,107,9,38.6,35.6,27.3,62.9,561,1240,0.66,0.45,1.11,0.55,1.00,1.02,0.72,1.74,0.94,1.66,31,38.0,107,9,6,581,469,65,710,360,364,1,7,2,1927,755,814,48.1
Getafe,30,27.5,45.0,38,418,"3,420",38.0,42,31,73,36,6,7,135,5,41.6,36.1,27.9,64.0,416,1196,1.11,0.82,1.92,0.95,1.76,1.09,0.73,1.83,0.95,1.69,30,38.0,135,5,2,706,495,106,833,367,341,4,6,2,1947,914,1024,47.2
Granada,27,26.8,43.8,38,418,"3,420",38.0,50,34,84,45,5,5,109,1,44.9,40.9,30.5,71.4,511,1009,1.32,0.89,2.21,1.18,2.08,1.18,0.80,1.98,1.08,1.88,27,38.0,109,1,1,590,497,70,670,383,349,3,5,0,1764,748,849,46.8
Leganés,29,26.9,43.9,38,418,"3,420",38.0,30,19,49,27,3,5,127,4,39.9,35.9,27.7,63.7,498,1165,0.79,0.50,1.29,0.71,1.21,1.05,0.73,1.78,0.95,1.68,29,38.0,127,4,2,591,500,75,771,418,357,4,7,1,1821,778,865,47.4
Levante,29,27.7,48.3,38,418,"3,420",38.0,45,28,73,40,5,5,79,5,48.1,44.2,36.3,80.5,711,1358,1.18,0.74,1.92,1.05,1.79,1.27,0.95,2.22,1.16,2.12,29,38.0,79,5,4,468,460,81,697,331,288,5,7,2,1913,504,555,47.6
Mallorca,32,26.8,45.0,38,418,"3,420",38.0,39,21,60,31,8,10,93,5,41.1,33.3,25.4,58.7,740,1210,1.03,0.55,1.58,0.82,1.37,1.08,0.67,1.75,0.88,1.55,32,38.0,93,5,4,509,526,58,682,376,338,8,16,1,1867,634,729,46.5
Osasuna,31,27.7,47.4,38,418,"3,420",38.0,46,26,72,38,8,8,110,6,49.4,43.2,34.4,77.6,562,1359,1.21,0.68,1.89,1.00,1.68,1.30,0.91,2.21,1.14,2.04,31,38.0,110,6,3,551,410,80,755,417,361,2,5,0,2056,874,869,50.1
Real Madrid,26,27.6,58.8,38,418,"3,420",38.0,69,52,121,58,11,11,82,4,67.9,59.2,49.9,109.1,951,1972,1.82,1.37,3.18,1.53,2.89,1.79,1.31,3.10,1.56,2.87,26,38.0,82,4,3,487,474,84,776,381,355,11,2,0,2047,521,411,55.9
Real Sociedad,27,24.8,56.2,38,418,"3,420",38.0,54,38,92,50,4,5,79,2,48.9,45.1,35.4,80.5,737,1588,1.42,1.00,2.42,1.32,2.32,1.29,0.93,2.22,1.19,2.12,27,38.0,79,2,2,501,489,78,719,320,321,2,9,1,1892,815,710,53.4
Sevilla,26,27.7,57.9,38,418,"3,420",38.0,53,35,88,46,7,7,97,1,53.2,47.9,38.4,86.3,803,1823,1.39,0.92,2.32,1.21,2.13,1.40,1.01,2.41,1.26,2.27,26,38.0,97,1,1,522,480,92,880,346,344,4,4,1,2069,746,695,51.8
Valencia,28,27.0,49.0,38,418,"3,420",38.0,45,34,79,40,5,8,80,8,43.3,37.2,31.7,68.9,671,1378,1.18,0.89,2.08,1.05,1.95,1.14,0.83,1.97,0.98,1.81,28,38.0,80,8,3,416,543,100,677,360,311,6,9,1,1778,553,601,47.9
Valladolid,30,27.1,44.7,38,418,"3,420",38.0,31,19,50,28,3,6,84,0,36.6,32.1,24.0,56.1,510,1106,0.82,0.50,1.32,0.74,1.24,0.96,0.63,1.59,0.85,1.48,30,38.0,84,0,0,484,530,81,645,390,327,6,8,0,1964,618,764,44.7
Villarreal,25,27.6,52.9,38,418,"3,420",38.0,62,40,102,52,10,11,78,1,63.6,55.2,43.1,98.3,694,1483,1.63,1.05,2.68,1.37,2.42,1.67,1.13,2.81,1.45,2.59,25,38.0,78,1,0,483,422,71,619,339,323,10,9,2,1894,536,622,46.3
