team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Augsburg,27,27.4,46.9,34,374,"3,060",34.0,40,20,60,33,7,7,82,0,1.18,0.59,1.76,0.97,1.56,27,34.0,82,0,,533,,,,,,,,
Bayern Munich,25,26.8,70.1,34,374,"3,060",34.0,79,54,133,71,8,9,50,0,2.32,1.59,3.91,2.09,3.68,25,34.0,50,0,,393,,,,,,,,
Darmstadt 98,23,27.5,33.2,34,374,"3,060",34.0,38,30,68,36,2,4,88,0,1.12,0.88,2.00,1.06,1.94,23,34.0,88,0,,552,,,,,,,,
Dortmund,26,25.6,63.9,34,374,"3,060",34.0,80,64,144,76,4,6,39,,2.35,1.88,4.24,2.24,4.12,26,34.0,39,,,386,,,,,,,,
Eint Frankfurt,30,26.7,48.0,34,374,"3,060",34.0,32,25,57,30,2,2,99,0,0.94,0.74,1.68,0.88,1.62,30,34.0,99,0,,519,,,,,,,,
Gladbach,26,24.9,56.0,34,374,"3,060",34.0,64,47,111,60,4,5,49,0,1.88,1.38,3.26,1.76,3.15,26,34.0,49,0,,454,,,,,,,,
Hamburger SV,28,27.1,48.7,34,374,"3,060",34.0,37,26,63,34,3,3,75,0,1.09,0.76,1.85,1.00,1.76,28,34.0,75,0,,583,,,,,,,,
Hannover 96,33,25.6,45.9,34,374,"3,060",34.0,30,21,51,28,2,3,66,0,0.88,0.62,1.50,0.82,1.44,33,34.0,66,0,,513,,,,,,,,
Hertha BSC,26,26.1,49.7,34,374,"3,060",34.0,41,31,72,38,3,3,71,0,1.21,0.91,2.12,1.12,2.03,26,34.0,71,0,,479,,,,,,,,
Hoffenheim,26,24.1,46.1,34,374,"3,060",34.0,39,26,65,36,3,6,63,0,1.15,0.76,1.91,1.06,1.82,26,34.0,63,0,,473,,,,,,,,
Ingolstadt 04,25,26.3,45.2,34,374,"3,060",34.0,33,20,53,24,9,10,83,0,0.97,0.59,1.56,0.71,1.29,25,34.0,83,0,,513,,,,,,,,
Köln,23,25.1,45.2,34,374,"3,060",34.0,38,30,68,35,3,4,56,0,1.12,0.88,2.00,1.03,1.91,23,34.0,56,0,,437,,,,,,,,
Leverkusen,27,24.1,53.1,34,374,"3,060",34.0,51,36,87,49,2,3,70,0,1.50,1.06,2.56,1.44,2.50,27,34.0,70,0,,526,,,,,,,,
Mainz 05,29,25.0,46.1,34,374,"3,060",34.0,46,31,77,45,1,1,54,0,1.35,0.91,2.26,1.32,2.24,29,34.0,54,0,,523,,,,,,,,
Schalke 04,28,24.9,52.2,34,374,"3,060",34.0,47,37,84,44,3,5,64,0,1.38,1.09,2.47,1.29,2.38,28,34.0,64,0,,504,,,,,,,,
Stuttgart,31,26.0,47.9,34,374,"3,060",34.0,48,34,82,44,4,4,72,0,1.41,1.00,2.41,1.29,2.29,31,34.0,72,0,,499,,,,,,,,
Werder Bremen,30,26.6,44.9,34,374,"3,060",34.0,49,32,81,43,6,9,80,0,1.44,0.94,2.38,1.26,2.21,30,34.0,80,0,,512,,,,,,,,
Wolfsburg,29,27.0,57.6,34,374,"3,060",34.0,46,39,85,43,3,3,59,0,1.35,1.15,2.50,1.26,2.41,29,34.0,59,0,,459,,,,,,,,
