team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,30,26.8,,38,418,"3,420",38.0,39,22,61,36,3,4,102,4,1.03,0.58,1.61,0.95,1.53,30,38.0,102,4,,577,,,,,,,,
Bologna,27,28.1,,38,418,"3,420",38.0,41,25,66,39,2,3,97,3,1.08,0.66,1.74,1.03,1.68,27,38.0,97,3,,628,,,,,,,,
Cagliari,25,26.6,,38,418,"3,420",38.0,35,20,55,29,6,6,83,2,0.92,0.53,1.45,0.76,1.29,25,38.0,83,2,,602,,,,,,,,
Catania,33,27.5,,38,418,"3,420",38.0,46,24,70,37,9,11,82,6,1.21,0.63,1.84,0.97,1.61,33,38.0,82,6,,577,,,,,,,,
Cesena,34,28.8,,38,418,"3,420",38.0,23,10,33,19,4,7,105,10,0.61,0.26,0.87,0.50,0.76,34,38.0,105,10,,609,,,,,,,,
Chievo,26,28.0,,38,418,"3,420",38.0,35,22,57,32,3,5,85,1,0.92,0.58,1.50,0.84,1.42,26,38.0,85,1,,637,,,,,,,,
Fiorentina,28,27.0,,38,418,"3,420",38.0,36,22,58,30,6,8,93,3,0.95,0.58,1.53,0.79,1.37,28,38.0,93,3,,584,,,,,,,,
Genoa,29,28.3,,38,418,"3,420",38.0,49,29,78,44,5,6,95,11,1.29,0.76,2.05,1.16,1.92,29,38.0,95,11,,577,,,,,,,,
Inter,30,29.7,,38,418,"3,420",38.0,57,39,96,49,8,11,63,4,1.50,1.03,2.53,1.29,2.32,30,38.0,63,4,,467,,,,,,,,
Juventus,25,28.0,,38,418,"3,420",38.0,67,45,112,65,2,4,72,4,1.76,1.18,2.95,1.71,2.89,25,38.0,72,4,,448,,,,,,,,
Lazio,32,29.1,,38,418,"3,420",38.0,54,37,91,47,7,7,81,9,1.42,0.97,2.39,1.24,2.21,32,38.0,81,9,,598,,,,,,,,
Lecce,31,27.8,,38,418,"3,420",38.0,40,21,61,34,6,7,113,9,1.05,0.55,1.61,0.89,1.45,31,38.0,113,9,,615,,,,,,,,
Milan,32,29.1,,38,418,"3,420",38.0,72,44,116,62,10,10,79,4,1.89,1.16,3.05,1.63,2.79,32,38.0,79,4,,526,,,,,,,,
Napoli,25,28.3,,38,418,"3,420",38.0,65,40,105,61,4,9,80,5,1.71,1.05,2.76,1.61,2.66,25,38.0,80,5,,469,,,,,,,,
Novara,32,28.7,,38,418,"3,420",38.0,34,17,51,28,6,7,83,6,0.89,0.45,1.34,0.74,1.18,32,38.0,83,6,,591,,,,,,,,
Palermo,30,26.3,,38,418,"3,420",38.0,50,34,84,45,5,5,91,6,1.32,0.89,2.21,1.18,2.08,30,38.0,91,6,,576,,,,,,,,
Parma,32,28.2,,38,418,"3,420",38.0,52,25,77,45,7,8,83,2,1.37,0.66,2.03,1.18,1.84,32,38.0,83,2,,604,,,,,,,,
Roma,30,26.9,,38,418,"3,420",38.0,59,40,99,57,2,4,80,10,1.55,1.05,2.61,1.50,2.55,30,38.0,80,10,,473,,,,,,,,
Siena,29,28.2,,38,418,"3,420",38.0,45,20,65,38,7,8,96,2,1.18,0.53,1.71,1.00,1.53,29,38.0,96,2,,608,,,,,,,,
Udinese,26,26.7,,38,418,"3,420",38.0,51,35,86,47,4,5,88,3,1.34,0.92,2.26,1.24,2.16,26,38.0,88,3,,594,,,,,,,,
