team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Albacete,30,26.1,,38,418,"3,420",38.0,34,26,60,31,3,3,99,8,0.89,0.68,1.58,0.82,1.50,30,38.0,99,8,,682,,,,,,,,
Athletic Club,25,25.7,,38,416,"3,420",38.0,52,33,85,49,3,5,108,6,1.37,0.87,2.24,1.29,2.16,25,38.0,108,6,,701,,,,,,,,
Atlético Madrid,32,26.5,,38,413,"3,420",38.0,51,36,87,46,5,6,131,7,1.34,0.95,2.29,1.21,2.16,32,38.0,131,7,,782,,,,,,,,
Barcelona,28,25.8,,38,414,"3,420",38.0,61,42,103,59,2,3,99,13,1.61,1.11,2.71,1.55,2.66,28,38.0,99,13,,642,,,,,,,,
Betis,27,26.3,,38,417,"3,420",38.0,46,30,76,41,5,6,91,6,1.21,0.79,2.00,1.08,1.87,27,38.0,91,6,,669,,,,,,,,
Celta Vigo,30,28.3,,38,417,"3,420",38.0,48,34,82,43,5,7,105,11,1.26,0.89,2.16,1.13,2.03,30,38.0,105,11,,653,,,,,,,,
Espanyol,31,26.7,,38,414,"3,420",38.0,47,31,78,41,6,6,120,15,1.24,0.82,2.05,1.08,1.89,31,38.0,120,15,,738,,,,,,,,
La Coruña,25,28.4,,38,418,"3,420",38.0,55,41,96,53,2,3,85,6,1.45,1.08,2.53,1.39,2.47,25,38.0,85,6,,634,,,,,,,,
Málaga,24,26.5,,38,418,"3,420",38.0,50,32,82,45,5,6,109,3,1.32,0.84,2.16,1.18,2.03,24,38.0,109,3,,813,,,,,,,,
Mallorca,26,26.7,,38,418,"3,420",38.0,54,33,87,47,7,9,92,5,1.42,0.87,2.29,1.24,2.11,26,38.0,92,5,,646,,,,,,,,
Osasuna,25,25.9,,38,418,"3,420",38.0,35,25,60,31,4,5,106,10,0.92,0.66,1.58,0.82,1.47,25,38.0,106,10,,713,,,,,,,,
Racing Sant,23,25.7,,38,418,"3,420",38.0,46,27,73,41,5,8,117,5,1.21,0.71,1.92,1.08,1.79,23,38.0,117,5,,805,,,,,,,,
Real Madrid,24,26.6,,38,418,"3,420",38.0,70,49,119,64,6,7,110,6,1.84,1.29,3.13,1.68,2.97,24,38.0,110,6,,612,,,,,,,,
Real Murcia,31,26.7,,38,416,"3,420",38.0,29,15,44,25,4,4,85,8,0.76,0.39,1.16,0.66,1.05,31,38.0,85,8,,694,,,,,,,,
Real Sociedad,25,28.7,,38,417,"3,420",38.0,47,28,75,42,5,8,98,3,1.24,0.74,1.97,1.11,1.84,25,38.0,98,3,,710,,,,,,,,
Sevilla,32,26.7,,38,418,"3,420",38.0,55,31,86,46,9,9,126,8,1.45,0.82,2.26,1.21,2.03,32,38.0,126,8,,695,,,,,,,,
Valencia,23,27.3,,38,418,"3,420",38.0,69,51,120,65,4,7,96,3,1.82,1.34,3.16,1.71,3.05,23,38.0,96,3,,744,,,,,,,,
Valladolid,26,26.8,,38,416,"3,420",38.0,46,27,73,41,5,6,114,10,1.21,0.71,1.92,1.08,1.79,26,38.0,114,10,,746,,,,,,,,
Villarreal,23,25.7,,38,412,"3,420",38.0,45,33,78,41,4,4,118,7,1.18,0.87,2.05,1.08,1.95,23,38.0,118,7,,628,,,,,,,,
Zaragoza,29,25.2,,38,417,"3,420",38.0,43,31,74,39,4,4,103,7,1.13,0.82,1.95,1.03,1.84,29,38.0,103,7,,720,,,,,,,,
