team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,26,28.3,,38,418,"3,420",38.0,62,52,114,61,1,2,48,3,1.63,1.37,3.00,1.61,2.97,26,38.0,48,3,,509,,,,,,,,
Aston Villa,23,28.1,,38,419,"3,420",38.0,46,35,81,45,1,1,64,3,1.21,0.92,2.13,1.18,2.11,23,38.0,64,3,,540,,,,,,,,
Bradford City,30,30.2,,38,366,"3,420",38.0,26,17,43,23,3,5,57,1,0.68,0.45,1.13,0.61,1.05,30,38.0,57,1,,487,,,,,,,,
Charlton Ath,27,26.8,,38,418,"3,420",38.0,47,33,80,44,3,3,49,2,1.24,0.87,2.11,1.16,2.03,27,38.0,49,2,,451,,,,,,,,
Chelsea,27,28.1,,38,411,"3,420",38.0,67,49,116,63,4,4,72,2,1.76,1.29,3.05,1.66,2.95,27,38.0,72,2,,528,,,,,,,,
Coventry City,28,25.7,,38,418,"3,420",38.0,33,22,55,30,3,3,74,2,0.87,0.58,1.45,0.79,1.37,28,38.0,74,2,,518,,,,,,,,
Derby County,32,25.3,,38,415,"3,420",38.0,36,24,60,34,2,3,80,3,0.95,0.63,1.58,0.89,1.53,32,38.0,80,3,,553,,,,,,,,
Everton,31,27.0,,38,414,"3,420",38.0,45,28,73,40,5,7,80,4,1.18,0.74,1.92,1.05,1.79,31,38.0,80,4,,617,,,,,,,,
Ipswich Town,23,26.3,,38,438,"3,420",38.0,56,39,95,53,3,3,32,2,1.47,1.03,2.50,1.39,2.42,23,38.0,32,2,,461,,,,,,,,
Leeds United,26,24.6,,38,425,"3,420",38.0,63,44,107,60,3,4,75,3,1.66,1.16,2.82,1.58,2.74,26,38.0,75,3,,596,,,,,,,,
Leicester City,29,27.4,,38,425,"3,420",38.0,39,31,70,36,3,3,61,2,1.03,0.82,1.84,0.95,1.76,29,38.0,61,2,,486,,,,,,,,
Liverpool,26,25.4,,38,415,"3,420",38.0,70,48,118,67,3,4,55,4,1.84,1.26,3.11,1.76,3.03,26,38.0,55,4,,504,,,,,,,,
Manchester City,30,26.1,,38,434,"3,420",38.0,38,28,66,36,2,2,67,3,1.00,0.74,1.74,0.95,1.68,30,38.0,67,3,,605,,,,,,,,
Manchester Utd,29,26.9,,38,418,"3,420",38.0,77,60,137,75,2,3,44,3,2.03,1.58,3.61,1.97,3.55,29,38.0,44,3,,430,,,,,,,,
Middlesbrough,28,29.3,,38,438,"3,420",38.0,43,25,68,40,3,3,78,6,1.13,0.66,1.79,1.05,1.71,28,38.0,78,6,,572,,,,,,,,
Newcastle Utd,29,26.0,,38,424,"3,420",38.0,42,27,69,37,5,7,48,5,1.11,0.71,1.82,0.97,1.68,29,38.0,48,5,,508,,,,,,,,
Southampton,24,27.1,,38,433,"3,420",38.0,40,28,68,40,0,0,51,1,1.05,0.74,1.79,1.05,1.79,24,38.0,51,1,,492,,,,,,,,
Sunderland,28,26.4,,38,395,"3,420",38.0,46,32,78,44,2,4,73,5,1.21,0.84,2.05,1.16,2.00,28,38.0,73,5,,609,,,,,,,,
Tottenham,29,26.3,,38,418,"3,420",38.0,46,31,77,43,3,4,49,3,1.21,0.82,2.03,1.13,1.95,29,38.0,49,3,,523,,,,,,,,
West Ham,34,27.6,,38,409,"3,420",38.0,45,30,75,41,4,4,72,2,1.18,0.79,1.97,1.08,1.87,34,38.0,72,2,,465,,,,,,,,
