team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Amiens,26,26.5,46.5,38,418,"3,420",38.0,30,22,52,28,2,3,62,6,35.4,33.0,23.4,56.4,518,1274,0.79,0.58,1.37,0.74,1.32,0.93,0.62,1.55,0.87,1.48,26,38.0,62,6,3,521,519,65,586,396,384,1,9,2,1918,722,705,50.6
Angers,24,28.0,43.3,38,418,"3,420",38.0,42,27,69,37,5,10,49,4,50.7,42.8,33.5,76.3,700,1320,1.11,0.71,1.82,0.97,1.68,1.33,0.88,2.22,1.13,2.01,24,38.0,49,4,0,449,445,51,628,420,399,10,5,2,1946,616,565,52.2
Bordeaux,33,25.3,50.1,38,418,"3,420",38.0,34,26,60,29,5,6,74,5,39.7,35.0,29.5,64.5,742,1374,0.89,0.68,1.58,0.76,1.45,1.05,0.78,1.82,0.92,1.70,33,38.0,74,5,0,545,497,60,658,391,447,3,7,0,2158,660,721,47.8
Caen,26,25.8,44.0,38,418,"3,420",38.0,29,17,46,25,4,4,83,6,31.0,27.9,20.6,48.5,500,1019,0.76,0.45,1.21,0.66,1.11,0.82,0.54,1.36,0.73,1.28,26,38.0,83,6,4,559,500,50,647,489,435,3,8,2,1911,756,822,47.9
Dijon,26,27.1,47.9,38,418,"3,420",38.0,29,21,50,26,3,4,79,7,39.8,36.6,28.1,64.8,677,1334,0.76,0.55,1.32,0.68,1.24,1.05,0.74,1.79,0.96,1.70,26,38.0,79,7,4,573,443,59,606,482,408,1,3,1,1963,694,800,46.5
Guingamp,30,26.0,44.1,38,418,"3,420",38.0,28,21,49,23,5,6,58,5,40.4,35.7,28.8,64.5,645,1398,0.74,0.55,1.29,0.61,1.16,1.06,0.76,1.82,0.94,1.70,30,38.0,58,5,0,486,464,54,809,421,431,4,6,0,1990,778,843,48.0
Lille,25,24.1,51.4,38,418,"3,420",38.0,66,49,115,55,11,13,71,4,59.5,49.3,38.7,87.9,757,1461,1.74,1.29,3.03,1.45,2.74,1.56,1.02,2.58,1.30,2.31,25,38.0,71,4,1,479,510,39,575,387,378,10,10,0,2018,564,575,49.5
Lyon,25,24.4,60.4,38,418,"3,420",38.0,70,54,124,65,5,10,57,3,73.7,66.1,49.0,115.0,977,2093,1.84,1.42,3.26,1.71,3.13,1.94,1.29,3.23,1.74,3.03,25,38.0,57,3,2,443,469,94,684,363,384,9,5,3,2028,612,513,54.4
Marseille,24,26.9,55.2,38,418,"3,420",38.0,59,45,104,55,4,5,83,8,52.7,48.9,38.5,87.4,809,1474,1.55,1.18,2.74,1.45,2.63,1.39,1.01,2.40,1.29,2.30,24,38.0,83,8,1,501,455,46,827,401,489,2,12,0,1949,695,622,52.8
Monaco,42,25.6,49.8,38,418,"3,420",38.0,38,25,63,34,4,5,92,6,47.4,43.5,31.4,74.9,773,1624,1.00,0.66,1.66,0.89,1.55,1.25,0.83,2.07,1.14,1.97,42,38.0,92,6,1,528,505,55,748,386,422,5,8,2,1941,611,594,50.7
