team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Montpellier,25,28.0,48.0,38,418,"3,420",38.0,50,28,78,47,3,3,61,4,50.1,47.7,35.1,82.8,601,1497,1.32,0.74,2.05,1.24,1.97,1.32,0.92,2.24,1.26,2.18,25,38.0,61,4,1,537,478,58,749,484,431,2,5,2,2061,729,741,49.6
Nantes,33,25.9,50.1,38,418,"3,420",38.0,46,28,74,40,6,8,75,6,49.1,42.8,30.6,73.3,656,1472,1.21,0.74,1.95,1.05,1.79,1.29,0.80,2.10,1.13,1.93,33,38.0,75,6,3,493,496,77,725,435,478,7,8,0,2173,767,685,52.8
Nice,30,24.2,54.8,38,418,"3,420",38.0,28,18,46,23,5,9,73,5,46.3,39.2,30.8,70.1,740,1537,0.74,0.47,1.21,0.61,1.08,1.22,0.81,2.03,1.03,1.84,30,38.0,73,5,1,425,518,40,495,450,420,7,6,1,1957,516,502,50.7
Nîmes,23,24.1,45.7,38,418,"3,420",38.0,55,37,92,51,4,6,71,5,50.0,45.3,34.1,79.4,717,1229,1.45,0.97,2.42,1.34,2.32,1.32,0.90,2.21,1.19,2.09,23,38.0,71,5,2,487,494,40,736,443,442,3,5,1,2030,693,828,45.6
Paris S-G,30,26.2,63.7,38,418,"3,420",38.0,103,72,175,93,10,12,64,4,88.9,79.5,63.1,142.6,993,2207,2.71,1.89,4.61,2.45,4.34,2.34,1.66,4.00,2.09,3.75,30,38.0,64,4,0,474,444,92,588,342,434,10,6,4,2060,402,336,54.5
Reims,27,26.2,43.6,38,418,"3,420",38.0,39,27,66,37,2,2,67,2,38.1,36.5,27.7,64.1,593,1262,1.03,0.71,1.74,0.97,1.68,1.00,0.73,1.73,0.96,1.69,27,38.0,67,2,0,532,467,79,633,486,454,2,7,2,2029,647,718,47.4
Rennes,28,25.7,50.6,38,418,"3,420",38.0,52,34,86,45,7,10,70,3,55.6,47.8,34.4,82.1,884,1522,1.37,0.89,2.26,1.18,2.08,1.46,0.90,2.37,1.26,2.16,28,38.0,70,3,2,490,486,61,663,389,395,9,5,1,2032,625,560,52.7
Saint-Étienne,29,27.8,52.5,38,418,"3,420",38.0,56,40,96,51,5,5,67,7,56.7,52.7,39.2,91.9,753,1543,1.47,1.05,2.53,1.34,2.39,1.49,1.03,2.52,1.39,2.42,29,38.0,67,7,4,454,456,60,770,441,406,4,9,1,1948,609,643,48.6
Strasbourg,26,26.2,50.1,38,418,"3,420",38.0,57,43,100,52,5,7,71,4,41.3,35.8,28.1,63.9,683,1460,1.50,1.13,2.63,1.37,2.50,1.09,0.74,1.83,0.94,1.68,26,38.0,71,4,1,512,404,43,719,428,405,5,9,1,1940,631,615,50.6
Toulouse,29,25.5,48.2,38,418,"3,420",38.0,35,16,51,28,7,11,77,5,45.7,37.1,29.3,66.4,684,1465,0.92,0.42,1.34,0.74,1.16,1.20,0.77,1.97,0.98,1.75,29,38.0,77,5,2,558,468,69,629,384,418,8,6,1,2024,712,653,52.2
