team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Ajaccio,29,28.2,,38,418,"3,420",38.0,31,20,51,29,2,2,79,6,0.82,0.53,1.34,0.76,1.29,29,38.0,79,6,,,,,,,,,,
Auxerre,23,25.7,,38,420,"3,420",38.0,58,35,93,57,1,1,43,1,1.53,0.92,2.45,1.50,2.42,23,38.0,43,1,,,,,,,,,,
Bastia,25,26.0,,38,420,"3,420",38.0,32,16,48,29,3,3,95,6,0.84,0.42,1.26,0.76,1.18,25,38.0,95,6,,,,,,,,,,
Bordeaux,30,24.7,,38,418,"3,420",38.0,38,28,66,36,2,3,80,7,1.00,0.74,1.74,0.95,1.68,30,38.0,80,7,,,,,,,,,,
Guingamp,29,27.9,,38,418,"3,420",38.0,34,17,51,33,1,1,75,2,0.89,0.45,1.34,0.87,1.32,29,38.0,75,2,,,,,,,,,,
Le Mans,25,26.3,,38,418,"3,420",38.0,33,23,56,32,1,2,66,3,0.87,0.61,1.47,0.84,1.45,25,38.0,66,3,,,,,,,,,,
Lens,28,25.4,,38,417,"3,420",38.0,34,23,57,33,1,1,80,13,0.89,0.61,1.50,0.87,1.47,28,38.0,80,13,,,,,,,,,,
Lille,29,25.0,,38,418,"3,420",38.0,40,27,67,37,3,3,73,4,1.05,0.71,1.76,0.97,1.68,29,38.0,73,4,,,,,,,,,,
Lyon,24,26.0,,38,417,"3,420",38.0,59,41,100,57,2,2,53,5,1.55,1.08,2.63,1.50,2.58,24,38.0,53,5,,,,,,,,,,
Marseille,36,25.7,,38,418,"3,420",38.0,50,24,74,46,4,5,72,5,1.32,0.63,1.95,1.21,1.84,36,38.0,72,5,,,,,,,,,,
Metz,29,23.1,,38,419,"3,420",38.0,32,20,52,29,3,3,62,4,0.84,0.53,1.37,0.76,1.29,29,38.0,62,4,,,,,,,,,,
Monaco,27,25.4,,38,417,"3,420",38.0,58,39,97,56,2,2,64,2,1.53,1.03,2.55,1.47,2.50,27,38.0,64,2,,,,,,,,,,
Montpellier,31,24.3,,38,418,"3,420",38.0,40,25,65,33,7,9,88,7,1.05,0.66,1.71,0.87,1.53,31,38.0,88,7,,,,,,,,,,
Nantes,28,24.8,,38,418,"3,420",38.0,47,30,77,46,1,2,73,6,1.24,0.79,2.03,1.21,2.00,28,38.0,73,6,,,,,,,,,,
Nice,27,27.2,,38,418,"3,420",38.0,41,26,67,39,2,2,83,5,1.08,0.68,1.76,1.03,1.71,27,38.0,83,5,,,,,,,,,,
Paris S-G,26,26.0,,38,418,"3,420",38.0,47,30,77,44,3,5,84,5,1.24,0.79,2.03,1.16,1.95,26,38.0,84,5,,,,,,,,,,
Rennes,28,24.4,,38,413,"3,420",38.0,54,30,84,53,1,2,75,6,1.42,0.79,2.21,1.39,2.18,28,38.0,75,6,,,,,,,,,,
Sochaux,24,25.6,,38,418,"3,420",38.0,50,33,83,47,3,5,62,4,1.32,0.87,2.18,1.24,2.11,24,38.0,62,4,,,,,,,,,,
Strasbourg,28,25.6,,38,418,"3,420",38.0,41,22,63,36,5,4,65,6,1.08,0.58,1.66,0.95,1.53,28,38.0,65,6,,,,,,,,,,
Toulouse,25,24.6,,38,418,"3,420",38.0,31,17,48,28,3,4,91,3,0.82,0.45,1.26,0.74,1.18,25,38.0,91,3,,,,,,,,,,
