team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Almería,26,25.7,,38,418,"3,420",38.0,36,27,63,36,0,1,104,4,0.95,0.71,1.66,0.95,1.66,26,38.0,104,4,,571,,,,,,,,
Athletic Club,29,25.4,,38,418,"3,420",38.0,57,34,91,50,7,11,110,7,1.50,0.89,2.39,1.32,2.21,29,38.0,110,7,,618,,,,,,,,
Atlético Madrid,24,26.0,,38,418,"3,420",38.0,61,44,105,59,2,5,106,5,1.61,1.16,2.76,1.55,2.71,24,38.0,106,5,,599,,,,,,,,
Barcelona,28,26.5,,38,418,"3,420",38.0,94,73,167,89,5,5,72,2,2.47,1.92,4.39,2.34,4.26,28,38.0,72,2,,395,,,,,,,,
Espanyol,31,24.9,,38,418,"3,420",38.0,44,28,72,38,6,6,113,5,1.16,0.74,1.89,1.00,1.74,31,38.0,113,5,,547,,,,,,,,
Getafe,23,26.2,,38,418,"3,420",38.0,47,30,77,42,5,5,117,7,1.24,0.79,2.03,1.11,1.89,23,38.0,117,7,,528,,,,,,,,
Hércules,26,28.6,,38,418,"3,420",38.0,36,17,53,33,3,4,101,8,0.95,0.45,1.39,0.87,1.32,26,38.0,101,8,,518,,,,,,,,
La Coruña,30,27.2,,38,418,"3,420",38.0,30,21,51,25,5,5,95,5,0.79,0.55,1.34,0.66,1.21,30,38.0,95,5,,512,,,,,,,,
Levante,28,28.8,,38,418,"3,420",38.0,41,29,70,39,2,2,127,3,1.08,0.76,1.84,1.03,1.79,28,38.0,127,3,,562,,,,,,,,
Málaga,34,26.3,,38,418,"3,420",38.0,53,36,89,50,3,6,107,7,1.39,0.95,2.34,1.32,2.26,34,38.0,107,7,,552,,,,,,,,
Mallorca,24,26.5,,38,418,"3,420",38.0,41,31,72,37,4,7,88,4,1.08,0.82,1.89,0.97,1.79,24,38.0,88,4,,529,,,,,,,,
Osasuna,26,29.5,,38,418,"3,420",38.0,44,27,71,39,5,5,116,7,1.16,0.71,1.87,1.03,1.74,26,38.0,116,7,,636,,,,,,,,
Racing Sant,29,27.5,,38,418,"3,420",38.0,38,21,59,37,1,6,92,7,1.00,0.55,1.55,0.97,1.53,29,38.0,92,7,,606,,,,,,,,
Real Madrid,32,25.5,,38,418,"3,420",38.0,100,67,167,89,11,12,102,8,2.63,1.76,4.39,2.34,4.11,32,38.0,102,8,,536,,,,,,,,
Real Sociedad,23,26.2,,38,418,"3,420",38.0,45,32,77,41,4,4,80,0,1.18,0.84,2.03,1.08,1.92,23,38.0,80,0,,535,,,,,,,,
Sevilla,32,26.5,,38,418,"3,420",38.0,62,41,103,52,10,12,108,7,1.63,1.08,2.71,1.37,2.45,32,38.0,108,7,,543,,,,,,,,
Sporting Gijón,31,26.7,,38,418,"3,420",38.0,33,21,54,26,7,7,115,6,0.87,0.55,1.42,0.68,1.24,31,38.0,115,6,,597,,,,,,,,
Valencia,27,27.0,,38,418,"3,420",38.0,63,47,110,61,2,2,121,8,1.66,1.24,2.89,1.61,2.84,27,38.0,121,8,,604,,,,,,,,
Villarreal,28,26.4,,38,418,"3,420",38.0,54,39,93,50,4,4,94,5,1.42,1.03,2.45,1.32,2.34,28,38.0,94,5,,459,,,,,,,,
Zaragoza,24,27.5,,38,418,"3,420",38.0,40,22,62,34,6,6,128,9,1.05,0.58,1.63,0.89,1.47,24,38.0,128,9,,688,,,,,,,,
