team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Alavés,22,27.2,,38,414,"3,420",38.0,40,26,66,34,6,8,108,7,1.05,0.68,1.74,0.89,1.58,22,38.0,108,7,,767,,,,,,,,
Athletic Club,28,26.4,,38,416,"3,420",38.0,47,39,86,42,5,6,125,3,1.24,1.03,2.26,1.11,2.13,28,38.0,125,3,,754,,,,,,,,
Atlético Madrid,29,25.6,,38,416,"3,420",38.0,48,31,79,44,4,6,121,6,1.26,0.82,2.08,1.16,1.97,29,38.0,121,6,,739,,,,,,,,
Barcelona,24,26.4,,38,418,"3,420",38.0,70,46,116,67,3,4,85,5,1.84,1.21,3.05,1.76,2.97,24,38.0,85,5,,597,,,,,,,,
Betis,24,26.0,,38,418,"3,420",38.0,33,19,52,28,5,6,100,9,0.87,0.50,1.37,0.74,1.24,24,38.0,100,9,,649,,,,,,,,
Celta Vigo,27,26.2,,38,418,"3,420",38.0,44,31,75,42,2,3,123,11,1.16,0.82,1.97,1.11,1.92,27,38.0,123,11,,761,,,,,,,,
Espanyol,29,25.9,,38,417,"3,420",38.0,51,29,80,44,7,7,103,4,1.34,0.76,2.11,1.16,1.92,29,38.0,103,4,,781,,,,,,,,
La Coruña,23,28.4,,38,418,"3,420",38.0,64,41,105,60,4,5,94,9,1.68,1.08,2.76,1.58,2.66,23,38.0,94,9,,705,,,,,,,,
Málaga,24,25.3,,38,418,"3,420",38.0,54,40,94,50,4,5,98,8,1.42,1.05,2.47,1.32,2.37,24,38.0,98,8,,700,,,,,,,,
Mallorca,30,27.2,,38,418,"3,420",38.0,51,33,84,46,5,6,85,6,1.34,0.87,2.21,1.21,2.08,30,38.0,85,6,,562,,,,,,,,
Numancia,25,27.4,,38,417,"3,420",38.0,46,24,70,41,5,7,108,6,1.21,0.63,1.84,1.08,1.71,25,38.0,108,6,,650,,,,,,,,
Oviedo,25,26.4,,38,418,"3,420",38.0,44,30,74,42,2,4,104,2,1.16,0.79,1.95,1.11,1.89,25,38.0,104,2,,637,,,,,,,,
Racing Sant,23,26.2,,38,418,"3,420",38.0,52,29,81,40,12,13,98,7,1.37,0.76,2.13,1.05,1.82,23,38.0,98,7,,717,,,,,,,,
Rayo Vallecano,24,28.0,,38,417,"3,420",38.0,49,31,80,47,2,2,100,5,1.29,0.82,2.11,1.24,2.05,24,38.0,100,5,,715,,,,,,,,
Real Madrid,28,24.6,,38,414,"3,420",38.0,56,48,104,52,4,4,95,7,1.47,1.26,2.74,1.37,2.63,28,38.0,95,7,,609,,,,,,,,
Real Sociedad,26,26.7,,38,420,"3,420",38.0,42,28,70,42,0,0,105,11,1.11,0.74,1.84,1.11,1.84,26,38.0,105,11,,762,,,,,,,,
Sevilla,32,25.6,,38,416,"3,420",38.0,42,33,75,38,4,5,111,6,1.11,0.87,1.97,1.00,1.87,32,38.0,111,6,,781,,,,,,,,
Valencia,24,27.0,,38,418,"3,420",38.0,56,38,94,48,8,9,103,11,1.47,1.00,2.47,1.26,2.26,24,38.0,103,11,,639,,,,,,,,
Valladolid,27,26.7,,38,415,"3,420",38.0,35,33,68,32,3,3,105,4,0.92,0.87,1.79,0.84,1.71,27,38.0,105,4,,679,,,,,,,,
Zaragoza,22,28.3,,38,418,"3,420",38.0,59,37,96,55,4,4,116,4,1.55,0.97,2.53,1.45,2.42,22,38.0,116,4,,714,,,,,,,,
