team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Almería,23,25.6,,38,418,"3,420",38.0,41,19,60,37,4,7,121,8,1.08,0.50,1.58,0.97,1.47,23,38.0,121,8,,753,,,,,,,,
Athletic Club,30,25.7,,38,417,"3,420",38.0,39,18,57,37,2,4,126,7,1.03,0.47,1.50,0.97,1.45,30,38.0,126,7,,694,,,,,,,,
Atlético Madrid,25,26.2,,38,418,"3,420",38.0,65,30,95,62,3,4,123,7,1.71,0.79,2.50,1.63,2.42,25,38.0,123,7,,661,,,,,,,,
Barcelona,28,26.8,,38,418,"3,420",38.0,76,43,119,70,6,6,85,5,2.00,1.13,3.13,1.84,2.97,28,38.0,85,5,,556,,,,,,,,
Betis,29,26.3,,38,418,"3,420",38.0,43,23,66,39,4,5,102,4,1.13,0.61,1.74,1.03,1.63,29,38.0,102,4,,739,,,,,,,,
Espanyol,26,24.9,,38,418,"3,420",38.0,41,26,67,35,6,7,117,4,1.08,0.68,1.76,0.92,1.61,26,38.0,117,4,,738,,,,,,,,
Getafe,28,26.9,,38,418,"3,420",38.0,42,23,65,38,4,6,95,9,1.11,0.61,1.71,1.00,1.61,28,38.0,95,9,,577,,,,,,,,
La Coruña,31,25.9,,38,418,"3,420",38.0,44,21,65,37,7,8,80,5,1.16,0.55,1.71,0.97,1.53,31,38.0,80,5,,584,,,,,,,,
Levante,29,27.9,,38,418,"3,420",38.0,33,19,52,30,3,5,99,2,0.87,0.50,1.37,0.79,1.29,29,38.0,99,2,,627,,,,,,,,
Mallorca,25,27.3,,38,418,"3,420",38.0,69,40,109,65,4,4,92,10,1.82,1.05,2.87,1.71,2.76,25,38.0,92,10,,623,,,,,,,,
Osasuna,29,25.8,,38,418,"3,420",38.0,36,20,56,34,2,3,118,10,0.95,0.53,1.47,0.89,1.42,29,38.0,118,10,,674,,,,,,,,
Racing Sant,27,27.4,,38,418,"3,420",38.0,42,23,65,40,2,5,94,8,1.11,0.61,1.71,1.05,1.66,27,38.0,94,8,,617,,,,,,,,
Real Madrid,25,25.9,,38,418,"3,420",38.0,83,50,133,77,6,6,99,6,2.18,1.32,3.50,2.03,3.34,25,38.0,99,6,,622,,,,,,,,
Real Murcia,29,27.7,,38,418,"3,420",38.0,35,20,55,29,6,6,120,6,0.92,0.53,1.45,0.76,1.29,29,38.0,120,6,,737,,,,,,,,
Recreativo,25,26.6,,38,418,"3,420",38.0,39,19,58,39,0,1,127,11,1.03,0.50,1.53,1.03,1.53,25,38.0,127,11,,756,,,,,,,,
Sevilla,31,26.2,,38,418,"3,420",38.0,71,38,109,67,4,6,104,9,1.87,1.00,2.87,1.76,2.76,31,38.0,104,9,,659,,,,,,,,
Valencia,29,26.3,,38,418,"3,420",38.0,46,23,69,43,3,3,100,8,1.21,0.61,1.82,1.13,1.74,29,38.0,100,8,,692,,,,,,,,
Valladolid,27,27.8,,38,418,"3,420",38.0,42,19,61,39,3,4,87,7,1.11,0.50,1.61,1.03,1.53,27,38.0,87,7,,665,,,,,,,,
Villarreal,24,27.3,,38,418,"3,420",38.0,62,34,96,52,10,11,88,3,1.63,0.89,2.53,1.37,2.26,24,38.0,88,3,,579,,,,,,,,
Zaragoza,26,28.0,,38,418,"3,420",38.0,47,24,71,42,5,6,119,8,1.24,0.63,1.87,1.11,1.74,26,38.0,119,8,,680,,,,,,,,
