team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,28,27.3,,38,418,"3,420",38.0,52,28,80,47,5,7,116,6,1.37,0.74,2.11,1.24,1.97,28,38.0,116,6,,739,,,,,,,,
Cagliari,28,27.0,,38,418,"3,420",38.0,37,15,52,30,7,7,94,4,0.97,0.39,1.37,0.79,1.18,28,38.0,94,4,,653,,,,,,,,
Catania,28,28.0,,38,418,"3,420",38.0,31,20,51,29,2,3,108,5,0.82,0.53,1.34,0.76,1.29,28,38.0,108,5,,775,,,,,,,,
Empoli,24,26.8,,38,418,"3,420",38.0,29,16,45,27,2,5,97,5,0.76,0.42,1.18,0.71,1.13,24,38.0,97,5,,765,,,,,,,,
Fiorentina,26,26.3,,38,418,"3,420",38.0,54,29,83,47,7,7,80,3,1.42,0.76,2.18,1.24,2.00,26,38.0,80,3,,796,,,,,,,,
Genoa,29,27.4,,38,418,"3,420",38.0,43,22,65,38,5,6,119,8,1.13,0.58,1.71,1.00,1.58,29,38.0,119,8,,800,,,,,,,,
Inter,28,28.8,,38,418,"3,420",38.0,69,37,106,60,9,10,73,4,1.82,0.97,2.79,1.58,2.55,28,38.0,73,4,,620,,,,,,,,
Juventus,27,28.2,,38,418,"3,420",38.0,71,39,110,65,6,7,95,5,1.87,1.03,2.89,1.71,2.74,27,38.0,95,5,,786,,,,,,,,
Lazio,30,27.8,,38,418,"3,420",38.0,47,24,71,42,5,5,101,12,1.24,0.63,1.87,1.11,1.74,30,38.0,101,12,,697,,,,,,,,
Livorno,28,28.9,,38,418,"3,420",38.0,34,15,49,30,4,5,96,5,0.89,0.39,1.29,0.79,1.18,28,38.0,96,5,,659,,,,,,,,
Milan,26,30.1,,38,418,"3,420",38.0,66,34,100,58,8,10,76,3,1.74,0.89,2.63,1.53,2.42,26,38.0,76,3,,648,,,,,,,,
Napoli,27,26.3,,38,418,"3,420",38.0,49,20,69,43,6,9,102,6,1.29,0.53,1.82,1.13,1.66,27,38.0,102,6,,745,,,,,,,,
Palermo,26,27.5,,38,418,"3,420",38.0,45,26,71,42,3,6,104,7,1.18,0.68,1.87,1.11,1.79,26,38.0,104,7,,727,,,,,,,,
Parma,30,28.5,,38,418,"3,420",38.0,42,21,63,36,6,9,106,10,1.11,0.55,1.66,0.95,1.50,30,38.0,106,10,,811,,,,,,,,
Reggina,26,26.7,,38,418,"3,420",38.0,37,18,55,34,3,3,89,3,0.97,0.47,1.45,0.89,1.37,26,38.0,89,3,,678,,,,,,,,
Roma,23,28.1,,38,418,"3,420",38.0,71,38,109,65,6,7,81,5,1.87,1.00,2.87,1.71,2.71,23,38.0,81,5,,606,,,,,,,,
Sampdoria,26,28.1,,38,418,"3,420",38.0,54,29,83,52,2,2,104,6,1.42,0.76,2.18,1.37,2.13,26,38.0,104,6,,768,,,,,,,,
Siena,29,27.7,,38,418,"3,420",38.0,38,17,55,36,2,5,79,3,1.00,0.45,1.45,0.95,1.39,29,38.0,79,3,,784,,,,,,,,
Torino,27,28.7,,38,418,"3,420",38.0,35,17,52,30,5,6,115,6,0.92,0.45,1.37,0.79,1.24,27,38.0,115,6,,839,,,,,,,,
Udinese,27,24.5,,38,418,"3,420",38.0,47,26,73,45,2,2,82,7,1.24,0.68,1.92,1.18,1.87,27,38.0,82,7,,710,,,,,,,,
