team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Augsburg,29,26.8,,34,374,"3,060",34.0,36,28,64,32,4,5,66,2,1.06,0.82,1.88,0.94,1.76,29,34.0,66,2,,545,,,,,,,,
Bayern Munich,21,25.4,,34,374,"3,060",34.0,75,49,124,66,9,11,44,3,2.21,1.44,3.65,1.94,3.38,21,34.0,44,3,,459,,,,,,,,
Dortmund,23,24.4,,34,374,"3,060",34.0,80,58,138,79,1,1,35,2,2.35,1.71,4.06,2.32,4.03,23,34.0,35,2,,454,,,,,,,,
Freiburg,31,24.9,,34,374,"3,060",34.0,44,31,75,41,3,4,56,1,1.29,0.91,2.21,1.21,2.12,31,34.0,56,1,,550,,,,,,,,
Gladbach,25,25.6,,34,374,"3,060",34.0,49,35,84,46,3,3,51,1,1.44,1.03,2.47,1.35,2.38,25,34.0,51,1,,413,,,,,,,,
Hamburger SV,26,25.2,,34,374,"3,060",34.0,35,15,50,32,3,3,64,2,1.03,0.44,1.47,0.94,1.38,26,34.0,64,2,,574,,,,,,,,
Hannover 96,23,26.5,,34,374,"3,060",34.0,38,25,63,33,5,5,66,3,1.12,0.74,1.85,0.97,1.71,23,34.0,66,3,,539,,,,,,,,
Hertha BSC,25,26.0,,34,373,"3,060",34.0,37,25,62,36,1,2,74,8,1.09,0.74,1.82,1.06,1.79,25,34.0,74,8,,488,,,,,,,,
Hoffenheim,27,24.2,,34,374,"3,060",34.0,38,22,60,30,8,9,72,3,1.12,0.65,1.76,0.88,1.53,27,34.0,72,3,,625,,,,,,,,
Kaiserslautern,32,25.4,,34,374,"3,060",34.0,21,15,36,20,1,1,71,4,0.62,0.44,1.06,0.59,1.03,32,34.0,71,4,,579,,,,,,,,
Köln,26,26.3,,34,374,"3,060",34.0,39,29,68,36,3,3,69,6,1.15,0.85,2.00,1.06,1.91,26,34.0,69,6,,491,,,,,,,,
Leverkusen,26,24.4,,34,374,"3,060",34.0,51,34,85,50,1,2,48,4,1.50,1.00,2.50,1.47,2.47,26,34.0,48,4,,478,,,,,,,,
Mainz 05,27,27.1,,34,374,"3,060",34.0,46,31,77,41,5,5,51,2,1.35,0.91,2.26,1.21,2.12,27,34.0,51,2,,567,,,,,,,,
Nürnberg,27,25.4,,34,374,"3,060",34.0,38,27,65,35,3,3,74,2,1.12,0.79,1.91,1.03,1.82,27,34.0,74,2,,562,,,,,,,,
Schalke 04,28,24.5,,34,374,"3,060",34.0,74,50,124,68,6,7,65,2,2.18,1.47,3.65,2.00,3.47,28,34.0,65,2,,540,,,,,,,,
Stuttgart,26,26.2,,34,374,"3,060",34.0,63,42,105,58,5,5,67,4,1.85,1.24,3.09,1.71,2.94,26,34.0,67,4,,530,,,,,,,,
Werder Bremen,31,25.2,,34,374,"3,060",34.0,49,37,86,46,3,3,67,5,1.44,1.09,2.53,1.35,2.44,31,34.0,67,5,,532,,,,,,,,
Wolfsburg,36,26.5,,34,374,"3,060",34.0,44,36,80,42,2,2,67,4,1.29,1.06,2.35,1.24,2.29,36,34.0,67,4,,654,,,,,,,,
