team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,30,25.3,,38,418,"3,420",38.0,79,53,132,76,3,4,56,1,2.08,1.39,3.47,2.00,3.39,30,38.0,56,1,,468,,,,,,,,
Aston Villa,23,27.9,,38,418,"3,420",38.0,48,34,82,43,5,8,62,2,1.26,0.89,2.16,1.13,2.03,23,38.0,62,2,,504,,,,,,,,
Birmingham City,25,26.8,,38,418,"3,420",38.0,36,22,58,34,2,4,72,1,0.95,0.58,1.53,0.89,1.47,25,38.0,72,1,,449,,,,,,,,
Blackburn,28,27.3,,38,417,"3,420",38.0,38,22,60,35,3,3,61,2,1.00,0.58,1.58,0.92,1.50,28,38.0,61,2,,538,,,,,,,,
Bolton,25,27.4,,38,418,"3,420",38.0,42,24,66,38,4,4,78,5,1.11,0.63,1.74,1.00,1.63,25,38.0,78,5,,552,,,,,,,,
Burnley,26,27.9,,38,418,"3,420",38.0,42,25,67,36,6,6,57,2,1.11,0.66,1.76,0.95,1.61,26,38.0,57,2,,451,,,,,,,,
Chelsea,30,28.7,,38,418,"3,420",38.0,99,64,163,88,11,12,60,5,2.61,1.68,4.29,2.32,4.00,30,38.0,60,5,,461,,,,,,,,
Everton,28,27.4,,38,418,"3,420",38.0,56,33,89,51,5,6,58,2,1.47,0.87,2.34,1.34,2.21,28,38.0,58,2,,511,,,,,,,,
Fulham,29,29.2,,38,418,"3,420",38.0,38,21,59,34,4,4,46,1,1.00,0.55,1.55,0.89,1.45,29,38.0,46,1,,465,,,,,,,,
Hull City,30,27.7,,38,418,"3,420",38.0,33,16,49,27,6,8,70,6,0.87,0.42,1.29,0.71,1.13,30,38.0,70,6,,554,,,,,,,,
Liverpool,30,26.3,,38,418,"3,420",38.0,58,37,95,55,3,3,57,5,1.53,0.97,2.50,1.45,2.42,30,38.0,57,5,,457,,,,,,,,
Manchester City,31,27.0,,38,418,"3,420",38.0,73,48,121,68,5,5,50,2,1.92,1.26,3.18,1.79,3.05,31,38.0,50,2,,443,,,,,,,,
Manchester Utd,30,27.8,,38,418,"3,420",38.0,74,48,122,68,6,8,51,4,1.95,1.26,3.21,1.79,3.05,30,38.0,51,4,,441,,,,,,,,
Portsmouth,33,28.2,,38,418,"3,420",38.0,34,19,53,31,3,6,76,5,0.89,0.50,1.39,0.82,1.32,33,38.0,76,5,,500,,,,,,,,
Stoke City,23,28.5,,38,418,"3,420",38.0,32,23,55,30,2,2,69,5,0.84,0.61,1.45,0.79,1.39,23,38.0,69,5,,476,,,,,,,,
Sunderland,28,25.4,,38,418,"3,420",38.0,45,28,73,39,6,9,87,9,1.18,0.74,1.92,1.03,1.76,28,38.0,87,9,,540,,,,,,,,
Tottenham,30,25.4,,38,418,"3,420",38.0,66,45,111,64,2,3,58,1,1.74,1.18,2.92,1.68,2.87,30,38.0,58,1,,453,,,,,,,,
West Ham,30,26.0,,38,418,"3,420",38.0,46,27,73,39,7,9,69,3,1.21,0.71,1.92,1.03,1.74,30,38.0,69,3,,539,,,,,,,,
Wigan Athletic,27,26.3,,38,418,"3,420",38.0,36,21,57,35,1,2,64,3,0.95,0.55,1.50,0.92,1.47,27,38.0,64,3,,500,,,,,,,,
Wolves,29,25.9,,38,418,"3,420",38.0,28,15,43,26,2,2,65,4,0.74,0.39,1.13,0.68,1.08,29,38.0,65,4,,513,,,,,,,,
