team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arles-Avignon,34,27.5,,38,418,"3,420",38.0,21,17,38,20,1,1,71,8,0.55,0.45,1.00,0.53,0.97,34,38.0,71,8,,653,,,,,,,,
Auxerre,25,26.8,,38,418,"3,420",38.0,44,28,72,42,2,2,73,0,1.16,0.74,1.89,1.11,1.84,25,38.0,73,0,,560,,,,,,,,
Bordeaux,31,26.4,,38,418,"3,420",38.0,41,27,68,36,5,7,78,3,1.08,0.71,1.79,0.95,1.66,31,38.0,78,3,,586,,,,,,,,
Brest,25,26.9,,38,418,"3,420",38.0,36,24,60,31,5,7,50,0,0.95,0.63,1.58,0.82,1.45,25,38.0,50,0,,622,,,,,,,,
Caen,26,25.6,,38,418,"3,420",38.0,46,32,78,45,1,1,84,4,1.21,0.84,2.05,1.18,2.03,26,38.0,84,4,,694,,,,,,,,
Lens,31,27.0,,38,418,"3,420",38.0,32,22,54,31,1,2,54,3,0.84,0.58,1.42,0.82,1.39,31,38.0,54,3,,592,,,,,,,,
Lille,22,25.7,,38,418,"3,420",38.0,66,45,111,64,2,4,54,1,1.74,1.18,2.92,1.68,2.87,22,38.0,54,1,,512,,,,,,,,
Lorient,27,25.6,,38,418,"3,420",38.0,46,31,77,42,4,4,53,6,1.21,0.82,2.03,1.11,1.92,27,38.0,53,6,,444,,,,,,,,
Lyon,26,25.5,,38,418,"3,420",38.0,58,40,98,56,2,4,61,8,1.53,1.05,2.58,1.47,2.53,26,38.0,61,8,,594,,,,,,,,
Marseille,24,26.7,,38,418,"3,420",38.0,60,41,101,58,2,3,61,4,1.58,1.08,2.66,1.53,2.61,24,38.0,61,4,,624,,,,,,,,
Monaco,34,25.5,,38,418,"3,420",38.0,34,18,52,30,4,5,78,4,0.89,0.47,1.37,0.79,1.26,34,38.0,78,4,,629,,,,,,,,
Montpellier,25,25.8,,38,418,"3,420",38.0,32,23,55,29,3,4,83,8,0.84,0.61,1.45,0.76,1.37,25,38.0,83,8,,703,,,,,,,,
Nancy,26,26.9,,38,418,"3,420",38.0,41,27,68,39,2,4,69,7,1.08,0.71,1.79,1.03,1.74,26,38.0,69,7,,635,,,,,,,,
Nice,32,25.7,,38,418,"3,420",38.0,31,24,55,29,2,4,80,4,0.82,0.63,1.45,0.76,1.39,32,38.0,80,4,,515,,,,,,,,
Paris S-G,25,28.1,,38,418,"3,420",38.0,51,35,86,48,3,3,60,4,1.34,0.92,2.26,1.26,2.18,25,38.0,60,4,,530,,,,,,,,
Rennes,27,24.9,,38,418,"3,420",38.0,37,24,61,32,5,6,58,5,0.97,0.63,1.61,0.84,1.47,27,38.0,58,5,,606,,,,,,,,
Saint-Étienne,26,26.3,,38,418,"3,420",38.0,44,21,65,40,4,5,65,2,1.16,0.55,1.71,1.05,1.61,26,38.0,65,2,,599,,,,,,,,
Sochaux,25,24.8,,38,418,"3,420",38.0,58,44,102,55,3,3,49,4,1.53,1.16,2.68,1.45,2.61,25,38.0,49,4,,528,,,,,,,,
Toulouse,26,24.1,,38,418,"3,420",38.0,36,23,59,32,4,5,62,2,0.95,0.61,1.55,0.84,1.45,26,38.0,62,2,,739,,,,,,,,
Valenciennes,26,26.9,,38,418,"3,420",38.0,45,35,80,44,1,2,68,2,1.18,0.92,2.11,1.16,2.08,26,38.0,68,2,,600,,,,,,,,
