team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Atalanta,30,27.3,54.6,38,418,"3,420",38.0,90,65,155,84,6,7,67,3,74.7,69.3,55.5,124.7,874,2077,2.37,1.71,4.08,2.21,3.92,1.97,1.46,3.43,1.82,3.28,30,38.0,67,3,1,580,473,56,657,516,343,5,8,1,2472,633,506,55.6
Benevento,29,28.7,42.6,38,418,"3,420",38.0,40,26,66,35,5,7,95,5,40.6,35.0,27.6,62.6,512,1096,1.05,0.68,1.74,0.92,1.61,1.07,0.73,1.79,0.92,1.65,29,38.0,95,5,2,496,593,61,645,383,288,7,5,6,1749,496,615,44.6
Bologna,37,27.2,50.8,38,418,"3,420",38.0,49,38,87,46,3,4,82,4,54.6,51.1,39.0,90.1,707,1516,1.29,1.00,2.29,1.21,2.21,1.44,1.03,2.47,1.34,2.37,37,38.0,82,4,2,536,476,73,669,424,313,3,9,2,2016,564,594,48.7
Cagliari,32,26.5,44.8,38,418,"3,420",38.0,43,30,73,39,4,5,77,3,47.1,43.4,34.0,77.5,589,1228,1.13,0.79,1.92,1.03,1.82,1.24,0.90,2.14,1.14,2.04,32,38.0,77,3,2,516,469,57,721,388,336,4,5,0,1854,637,602,51.4
Crotone,31,27.8,46.3,38,418,"3,420",38.0,44,27,71,35,9,9,89,4,40.4,33.4,23.9,57.2,582,1217,1.16,0.71,1.87,0.92,1.63,1.06,0.63,1.69,0.88,1.51,31,38.0,89,4,2,531,490,57,544,380,311,7,5,2,1936,472,534,46.9
Fiorentina,30,26.6,46.3,38,418,"3,420",38.0,44,31,75,38,6,6,86,5,44.9,40.2,31.6,71.8,637,1353,1.16,0.82,1.97,1.00,1.82,1.18,0.83,2.01,1.06,1.89,30,38.0,86,5,0,523,523,61,740,388,263,4,11,2,1817,538,544,49.7
Genoa,34,28.3,44.8,38,418,"3,420",38.0,46,32,78,42,4,4,87,2,38.8,35.6,26.4,62.1,523,1165,1.21,0.84,2.05,1.11,1.95,1.02,0.70,1.72,0.94,1.63,34,38.0,87,2,1,520,466,79,579,519,309,2,7,2,2013,504,643,43.9
Hellas Verona,32,26.2,49.8,38,418,"3,420",38.0,38,30,68,35,3,3,91,1,45.3,43.0,33.5,76.5,599,1490,1.00,0.79,1.79,0.92,1.71,1.19,0.88,2.08,1.13,2.01,32,38.0,91,1,0,622,520,108,732,492,269,3,7,2,2214,749,832,47.4
Inter,25,27.7,52.5,38,418,"3,420",38.0,84,62,146,76,8,9,61,2,74.2,67.2,52.5,119.8,766,1707,2.21,1.63,3.84,2.00,3.63,1.95,1.38,3.34,1.77,3.15,25,38.0,61,2,1,472,426,65,702,371,286,6,7,1,1814,439,428,50.6
Juventus,30,27.7,56.9,38,418,"3,420",38.0,76,59,135,68,8,10,80,6,74.4,67.0,55.1,122.1,949,1768,2.00,1.55,3.55,1.79,3.34,1.96,1.45,3.41,1.76,3.21,30,38.0,80,6,2,505,470,93,754,458,323,8,9,2,1941,426,378,53.0
