team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Lazio,30,29.4,53.0,38,418,"3,420",38.0,59,40,99,53,6,10,107,5,58.2,50.7,39.6,90.2,785,1688,1.55,1.05,2.61,1.39,2.45,1.53,1.04,2.57,1.33,2.37,30,38.0,107,5,3,498,427,87,744,445,346,8,10,2,2132,539,510,51.4
Milan,29,24.4,51.7,38,418,"3,420",38.0,72,47,119,57,15,20,83,4,70.7,56.0,43.9,99.8,784,1483,1.89,1.24,3.13,1.50,2.74,1.86,1.15,3.02,1.47,2.63,29,38.0,83,4,1,513,474,92,688,382,357,15,5,1,2069,567,539,51.3
Napoli,25,27.1,55.1,38,418,"3,420",38.0,83,56,139,76,7,8,76,3,67.7,61.4,46.9,108.3,884,1703,2.18,1.47,3.66,2.00,3.47,1.78,1.23,3.02,1.62,2.85,25,38.0,76,3,2,386,548,72,665,369,345,7,5,1,1923,414,404,50.6
Parma,42,28.0,47.8,38,418,"3,420",38.0,39,26,65,34,5,5,91,1,42.5,38.6,30.5,69.0,607,1319,1.03,0.68,1.71,0.89,1.58,1.12,0.80,1.92,1.01,1.82,42,38.0,91,1,0,525,481,78,643,463,317,4,3,3,1803,630,474,57.1
Roma,31,26.7,52.2,38,418,"3,420",38.0,67,51,118,60,7,8,91,3,65.3,59.0,48.2,107.2,863,1583,1.76,1.34,3.11,1.58,2.92,1.72,1.27,2.98,1.55,2.82,31,38.0,91,3,3,553,425,62,679,489,273,6,6,3,1894,428,414,50.8
Sampdoria,27,27.9,45.2,38,418,"3,420",38.0,52,37,89,47,5,6,83,3,45.4,41.1,31.9,73.0,588,1370,1.37,0.97,2.34,1.24,2.21,1.20,0.84,2.04,1.08,1.92,27,38.0,83,3,1,509,485,62,787,453,326,3,9,1,2048,628,597,51.3
Sassuolo,28,26.5,60.3,38,418,"3,420",38.0,61,36,97,48,13,14,79,4,58.4,47.7,34.0,81.8,770,1746,1.61,0.95,2.55,1.26,2.21,1.54,0.90,2.43,1.26,2.15,28,38.0,79,4,2,494,475,57,588,426,310,12,5,1,1850,408,450,47.6
Spezia,35,25.2,51.9,38,418,"3,420",38.0,52,37,89,48,4,5,100,5,46.5,42.6,31.1,73.7,625,1388,1.37,0.97,2.34,1.26,2.24,1.22,0.82,2.04,1.12,1.94,35,38.0,100,5,4,588,529,82,602,395,318,5,10,0,2001,537,567,48.6
Torino,29,26.9,47.3,38,418,"3,420",38.0,49,28,77,44,5,6,78,4,50.0,45.3,32.2,77.5,617,1138,1.29,0.74,2.03,1.16,1.89,1.32,0.85,2.16,1.19,2.04,29,38.0,78,4,3,577,602,59,740,444,306,6,10,0,1968,595,622,48.9
Udinese,33,27.2,46.3,38,418,"3,420",38.0,40,30,70,36,4,4,65,2,45.7,42.9,30.0,72.9,672,1405,1.05,0.79,1.84,0.95,1.74,1.20,0.79,1.99,1.13,1.92,33,38.0,65,2,1,511,522,82,703,440,294,3,14,0,1853,491,442,52.6
