team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Athletic Club,25,27.7,49.9,38,418,"3,420",38.0,57,42,99,54,3,5,86,6,1.50,1.11,2.61,1.42,2.53,25,38.0,86,6,2,501,477,91,844,780,628,4,7,2
Atlético Madrid,25,25.9,48.5,38,418,"3,420",38.0,62,47,109,61,1,2,94,3,1.63,1.24,2.87,1.61,2.84,25,38.0,94,3,2,507,439,84,761,767,717,2,1,0
Barcelona,25,28.0,67.1,38,418,"3,420",38.0,109,74,183,98,11,19,67,1,2.87,1.95,4.82,2.58,4.53,25,38.0,67,1,0,384,557,121,532,569,522,15,1,2
Betis,29,27.4,46.7,38,418,"3,420",38.0,34,25,59,31,3,4,114,5,0.89,0.66,1.55,0.82,1.47,29,38.0,114,5,5,493,555,79,669,771,613,2,1,1
Celta Vigo,27,26.1,56.4,38,418,"3,420",38.0,50,41,91,46,4,5,115,8,1.32,1.08,2.39,1.21,2.29,27,38.0,115,8,5,532,529,104,515,836,610,5,5,2
Eibar,28,25.6,45.2,38,419,"3,420",38.0,47,31,78,41,6,8,108,4,1.24,0.82,2.05,1.08,1.89,28,38.0,108,4,3,597,408,87,827,803,635,7,4,2
Espanyol,26,24.9,46.2,38,418,"3,420",38.0,38,29,67,37,1,3,132,5,1.00,0.76,1.76,0.97,1.74,26,38.0,132,5,5,654,491,98,636,709,622,2,6,2
Getafe,27,26.7,46.1,38,418,"3,420",38.0,36,31,67,35,1,2,129,6,0.95,0.82,1.76,0.92,1.74,27,38.0,129,6,4,531,443,72,742,718,573,2,10,1
Granada,28,25.9,44.6,38,418,"3,420",38.0,45,26,71,38,7,7,141,7,1.18,0.68,1.87,1.00,1.68,28,38.0,141,7,5,586,504,91,626,721,604,5,5,2
La Coruña,25,28.2,47.1,38,418,"3,420",38.0,41,31,72,40,1,1,86,4,1.08,0.82,1.89,1.05,1.87,25,38.0,86,4,3,403,433,85,725,804,598,1,4,1
Las Palmas,27,27.6,54.6,38,418,"3,420",38.0,42,31,73,38,4,5,100,4,1.11,0.82,1.92,1.00,1.82,27,38.0,100,4,2,466,563,79,466,784,546,3,4,1
Levante,27,27.2,45.9,38,418,"3,420",38.0,36,23,59,34,2,2,134,7,0.95,0.61,1.55,0.89,1.50,27,38.0,134,7,5,549,477,75,692,696,497,2,7,5
Málaga,30,28.0,48.8,38,418,"3,420",38.0,37,27,64,35,2,4,110,5,0.97,0.71,1.68,0.92,1.63,30,38.0,110,5,4,553,466,85,828,747,592,2,2,3
Rayo Vallecano,29,28.5,55.6,38,418,"3,420",38.0,52,38,90,50,2,3,115,10,1.37,1.00,2.37,1.32,2.32,29,38.0,115,10,4,549,473,124,992,707,580,1,9,2
Real Madrid,24,26.5,57.3,38,418,"3,420",38.0,108,86,194,102,6,9,75,5,2.84,2.26,5.11,2.68,4.95,24,38.0,75,5,3,421,490,116,904,643,585,8,4,0
Real Sociedad,27,25.3,51.8,38,418,"3,420",38.0,44,31,75,43,1,1,109,5,1.16,0.82,1.97,1.13,1.95,27,38.0,109,5,3,468,579,86,946,873,601,1,7,1
Sevilla,33,26.9,50.0,38,418,"3,420",38.0,50,35,85,44,6,7,106,8,1.32,0.92,2.24,1.16,2.08,33,38.0,106,8,6,560,497,106,904,663,511,7,3,2
Sporting Gijón,28,24.5,43.1,38,418,"3,420",38.0,39,29,68,38,1,2,107,6,1.03,0.76,1.79,1.00,1.76,28,38.0,107,6,5,527,447,81,668,748,618,2,10,1
Valencia,30,24.7,50.1,38,419,"3,420",38.0,42,27,69,38,4,5,110,7,1.11,0.71,1.82,1.00,1.71,30,38.0,110,7,5,571,596,92,724,781,632,5,4,1
Villarreal,26,25.3,45.9,38,418,"3,420",38.0,42,32,74,39,3,3,103,4,1.11,0.84,1.95,1.03,1.87,26,38.0,103,4,3,536,440,107,555,781,539,3,3,1
