team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arminia,24,27.8,,34,374,"3,060",34.0,27,16,43,25,2,3,69,4,0.79,0.47,1.26,0.74,1.21,24,34.0,69,4,,485,,,,,,,,
Bayern Munich,23,27.8,,34,374,"3,060",34.0,70,48,118,65,5,7,67,3,2.06,1.41,3.47,1.91,3.32,23,34.0,67,3,,561,,,,,,,,
Bochum,27,27.6,,34,374,"3,060",34.0,38,27,65,37,1,1,82,7,1.12,0.79,1.91,1.09,1.88,27,34.0,82,7,,590,,,,,,,,
Dortmund,29,25.8,,34,374,"3,060",34.0,58,38,96,52,6,6,51,5,1.71,1.12,2.82,1.53,2.65,29,34.0,51,5,,497,,,,,,,,
Eint Frankfurt,29,26.0,,34,374,"3,060",34.0,38,28,66,36,2,2,77,3,1.12,0.82,1.94,1.06,1.88,29,34.0,77,3,,572,,,,,,,,
Energie Cottbus,25,29.0,,34,374,"3,060",34.0,29,19,48,28,1,2,74,3,0.85,0.56,1.41,0.82,1.38,25,34.0,74,3,,632,,,,,,,,
Gladbach,34,26.1,,34,374,"3,060",34.0,38,22,60,33,5,7,71,0,1.12,0.65,1.76,0.97,1.62,34,34.0,71,0,,631,,,,,,,,
Hamburger SV,26,27.0,,34,374,"3,060",34.0,48,30,78,46,2,2,79,3,1.41,0.88,2.29,1.35,2.24,26,34.0,79,3,,579,,,,,,,,
Hannover 96,30,27.2,,34,374,"3,060",34.0,49,35,84,46,3,4,60,4,1.44,1.03,2.47,1.35,2.38,30,34.0,60,4,,532,,,,,,,,
Hertha BSC,25,26.2,,34,374,"3,060",34.0,48,33,81,47,1,3,62,1,1.41,0.97,2.38,1.38,2.35,25,34.0,62,1,,502,,,,,,,,
Hoffenheim,26,23.1,,34,374,"3,060",34.0,63,39,102,55,8,10,77,6,1.85,1.15,3.00,1.62,2.76,26,34.0,77,6,,602,,,,,,,,
Karlsruher,26,26.2,,34,374,"3,060",34.0,30,22,52,29,1,2,68,2,0.88,0.65,1.53,0.85,1.50,26,34.0,68,2,,573,,,,,,,,
Köln,25,27.4,,34,374,"3,060",34.0,34,20,54,32,2,3,73,4,1.00,0.59,1.59,0.94,1.53,25,34.0,73,4,,504,,,,,,,,
Leverkusen,26,23.7,,34,374,"3,060",34.0,58,42,100,54,4,4,65,5,1.71,1.24,2.94,1.59,2.82,26,34.0,65,5,,538,,,,,,,,
Schalke 04,23,26.2,,34,374,"3,060",34.0,46,36,82,44,2,5,68,6,1.35,1.06,2.41,1.29,2.35,23,34.0,68,6,,522,,,,,,,,
Stuttgart,27,26.2,,34,374,"3,060",34.0,62,42,104,61,1,1,69,0,1.82,1.24,3.06,1.79,3.03,27,34.0,69,0,,549,,,,,,,,
Werder Bremen,27,25.8,,34,374,"3,060",34.0,62,35,97,59,3,4,55,4,1.82,1.03,2.85,1.74,2.76,27,34.0,55,4,,510,,,,,,,,
Wolfsburg,27,25.4,,34,374,"3,060",34.0,79,48,127,70,9,10,58,2,2.32,1.41,3.74,2.06,3.47,27,34.0,58,2,,554,,,,,,,,
