team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,27,24.6,,38,418,"3,420",38.0,73,57,130,68,5,6,57,3,1.92,1.50,3.42,1.79,3.29,27,38.0,57,3,,389,,,,,,,,
Aston Villa,22,25.5,,38,418,"3,420",38.0,66,42,108,60,6,7,55,4,1.74,1.11,2.84,1.58,2.68,22,38.0,55,4,,523,,,,,,,,
Birmingham City,28,25.3,,38,418,"3,420",38.0,44,21,65,38,6,6,68,3,1.16,0.55,1.71,1.00,1.55,28,38.0,68,3,,502,,,,,,,,
Blackburn,22,28.0,,38,418,"3,420",38.0,50,32,82,45,5,6,78,6,1.32,0.84,2.16,1.18,2.03,22,38.0,78,6,,552,,,,,,,,
Bolton,31,27.5,,38,417,"3,420",38.0,34,22,56,34,0,1,76,0,0.89,0.58,1.47,0.89,1.47,31,38.0,76,0,,499,,,,,,,,
Chelsea,27,27.0,,38,417,"3,420",38.0,64,52,116,57,7,7,65,5,1.68,1.37,3.05,1.50,2.87,27,38.0,65,5,,431,,,,,,,,
Derby County,36,27.6,,38,418,"3,420",38.0,19,12,31,19,0,0,64,1,0.50,0.32,0.82,0.50,0.82,36,38.0,64,1,,515,,,,,,,,
Everton,23,26.9,,38,420,"3,420",38.0,53,30,83,52,1,1,40,3,1.39,0.79,2.18,1.37,2.16,23,38.0,40,3,,474,,,,,,,,
Fulham,33,28.0,,38,418,"3,420",38.0,37,17,54,35,2,3,64,6,0.97,0.45,1.42,0.92,1.37,33,38.0,64,6,,477,,,,,,,,
Liverpool,25,26.2,,38,418,"3,420",38.0,64,43,107,59,5,5,46,1,1.68,1.13,2.82,1.55,2.68,25,38.0,46,1,,440,,,,,,,,
Manchester City,28,24.5,,38,418,"3,420",38.0,42,30,72,40,2,2,49,4,1.11,0.79,1.89,1.05,1.84,28,38.0,49,4,,395,,,,,,,,
Manchester Utd,25,26.7,,38,418,"3,420",38.0,78,52,130,72,6,8,51,2,2.05,1.37,3.42,1.89,3.26,25,38.0,51,2,,406,,,,,,,,
Middlesbrough,30,25.7,,38,416,"3,420",38.0,43,27,70,41,2,2,85,2,1.13,0.71,1.84,1.08,1.79,30,38.0,85,2,,516,,,,,,,,
Newcastle Utd,27,27.0,,38,419,"3,420",38.0,43,27,70,39,4,4,61,1,1.13,0.71,1.84,1.03,1.74,27,38.0,61,1,,470,,,,,,,,
Portsmouth,28,28.2,,38,419,"3,420",38.0,46,32,78,42,4,7,59,3,1.21,0.84,2.05,1.11,1.95,28,38.0,59,3,,528,,,,,,,,
Reading,26,27.6,,38,418,"3,420",38.0,41,26,67,39,2,4,62,5,1.08,0.68,1.76,1.03,1.71,26,38.0,62,5,,451,,,,,,,,
Sunderland,31,24.9,,38,418,"3,420",38.0,36,21,57,35,1,2,63,4,0.95,0.55,1.50,0.92,1.47,31,38.0,63,4,,502,,,,,,,,
Tottenham,30,25.5,,38,418,"3,420",38.0,65,35,100,61,4,6,52,1,1.71,0.92,2.63,1.61,2.53,30,38.0,52,1,,385,,,,,,,,
West Ham,28,26.5,,38,418,"3,420",38.0,39,29,68,37,2,2,65,2,1.03,0.76,1.79,0.97,1.74,28,38.0,65,2,,517,,,,,,,,
Wigan Athletic,27,27.7,,38,418,"3,420",38.0,33,19,52,29,4,5,63,4,0.87,0.50,1.37,0.76,1.26,27,38.0,63,4,,502,,,,,,,,
