team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,29,26.9,58.9,38,418,"3,420",38.0,73,55,128,69,4,6,69,0,1.92,1.45,3.37,1.82,3.26,29,38.0,69,0,0,394,390,99,701,558,492,4,10,1
Bournemouth,27,27.0,51.5,38,418,"3,420",38.0,53,33,86,46,7,10,56,2,1.39,0.87,2.26,1.21,2.08,27,38.0,56,2,2,372,492,54,642,481,466,11,4,4
Burnley,27,27.7,40.3,38,418,"3,420",38.0,39,24,63,33,6,6,67,1,1.03,0.63,1.66,0.87,1.50,27,38.0,67,1,1,428,415,103,676,569,473,4,5,2
Chelsea,24,27.2,55.1,38,418,"3,420",38.0,83,53,136,81,2,4,72,0,2.18,1.39,3.58,2.13,3.53,24,38.0,72,0,0,394,474,65,697,523,482,4,2,1
Crystal Palace,31,27.7,45.4,38,418,"3,420",38.0,48,32,80,44,4,7,79,0,1.26,0.84,2.11,1.16,2.00,31,38.0,79,0,0,471,470,57,880,575,521,6,2,0
Everton,27,27.5,52.1,38,418,"3,420",38.0,58,45,103,55,3,4,74,1,1.53,1.18,2.71,1.45,2.63,27,38.0,74,1,1,457,419,83,775,472,557,3,5,1
Hull City,28,27.4,45.9,38,418,"3,420",38.0,36,24,60,33,3,3,67,0,0.95,0.63,1.58,0.87,1.50,28,38.0,67,0,0,403,390,71,748,587,474,2,14,5
Leicester City,25,27.8,41.9,38,418,"3,420",38.0,46,32,78,42,4,6,73,0,1.21,0.84,2.05,1.11,1.95,25,38.0,73,0,0,447,332,65,735,559,508,5,4,2
Liverpool,23,26.1,62.0,38,418,"3,420",38.0,77,52,129,70,7,8,54,0,2.03,1.37,3.39,1.84,3.21,23,38.0,54,0,0,396,383,78,815,425,540,5,5,0
Manchester City,25,28.5,65.0,38,418,"3,420",38.0,75,54,129,68,7,9,71,0,1.97,1.42,3.39,1.79,3.21,25,38.0,71,0,0,395,427,93,810,527,476,9,5,1
Manchester Utd,31,26.7,56.5,38,418,"3,420",38.0,54,37,91,51,3,4,80,1,1.42,0.97,2.39,1.34,2.32,31,38.0,80,1,1,498,443,102,852,610,507,2,5,1
Middlesbrough,27,27.3,47.3,38,418,"3,420",38.0,26,22,48,24,2,2,79,1,0.68,0.58,1.26,0.63,1.21,27,38.0,79,1,1,480,399,51,735,570,558,2,5,0
Southampton,26,26.0,54.4,38,418,"3,420",38.0,39,27,66,36,3,6,61,1,1.03,0.71,1.74,0.95,1.66,26,38.0,61,1,1,426,415,75,960,539,507,5,9,0
Stoke City,26,28.7,46.3,38,418,"3,420",38.0,37,24,61,33,4,6,72,1,0.97,0.63,1.61,0.87,1.50,26,38.0,72,1,1,434,440,87,725,528,489,5,2,5
Sunderland,31,26.8,39.7,38,418,"3,420",38.0,28,11,39,23,5,5,84,3,0.74,0.29,1.03,0.61,0.89,31,38.0,84,3,3,437,392,80,633,574,495,3,4,2
Swansea City,27,27.4,47.9,38,418,"3,420",38.0,45,31,76,42,3,3,56,0,1.18,0.82,2.00,1.11,1.92,27,38.0,56,0,0,399,425,50,867,471,481,3,10,5
Tottenham,24,25.3,60.5,38,418,"3,420",38.0,84,59,143,77,7,9,62,0,2.21,1.55,3.76,2.03,3.58,24,38.0,62,0,0,431,463,74,763,331,512,9,2,1
Watford,33,29.0,46.1,38,418,"3,420",38.0,39,27,66,36,3,3,90,3,1.03,0.71,1.74,0.95,1.66,33,38.0,90,3,3,514,417,63,696,532,468,3,4,2
West Brom,23,29.4,37.3,38,418,"3,420",38.0,43,33,76,42,1,1,80,0,1.13,0.87,2.00,1.11,1.97,23,38.0,80,0,0,448,343,61,770,564,441,0,3,1
West Ham,29,27.1,47.1,38,418,"3,420",38.0,46,28,74,43,3,4,86,4,1.21,0.74,1.95,1.13,1.87,29,38.0,86,4,4,408,461,80,759,634,452,4,8,0
