team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Auxerre,24,25.3,,34,370,"3,060",34.0,36,24,60,33,3,4,68,8,1.06,0.71,1.76,0.97,1.68,24,34.0,68,8,,,,,,,,,,
Bastia,26,26.6,,34,374,"3,060",34.0,43,22,65,42,1,2,78,2,1.26,0.65,1.91,1.24,1.88,26,34.0,78,2,,,,,,,,,,
Bordeaux,21,26.3,,34,374,"3,060",34.0,52,27,79,49,3,4,68,7,1.53,0.79,2.32,1.44,2.24,21,34.0,68,7,,,,,,,,,,
Le Havre,28,24.7,,34,373,"3,060",34.0,29,16,45,29,0,1,63,7,0.85,0.47,1.32,0.85,1.32,28,34.0,63,7,,,,,,,,,,
Lens,25,25.3,,34,374,"3,060",34.0,40,22,62,39,1,3,70,4,1.18,0.65,1.82,1.15,1.79,25,34.0,70,4,,,,,,,,,,
Lyon,21,26.6,,34,370,"3,060",34.0,42,23,65,39,3,4,69,4,1.24,0.68,1.91,1.15,1.82,21,34.0,69,4,,,,,,,,,,
Marseille,34,25.1,,34,374,"3,060",34.0,45,22,67,44,1,1,84,6,1.32,0.65,1.97,1.29,1.94,34,34.0,84,6,,,,,,,,,,
Metz,27,27.9,,34,379,"3,060",34.0,37,15,52,33,4,5,66,5,1.09,0.44,1.53,0.97,1.41,27,34.0,66,5,,,,,,,,,,
Monaco,28,24.2,,34,374,"3,060",34.0,69,41,110,67,2,3,86,3,2.03,1.21,3.24,1.97,3.18,28,34.0,86,3,,,,,,,,,,
Montpellier,27,25.8,,34,370,"3,060",34.0,38,22,60,36,2,4,78,2,1.12,0.65,1.76,1.06,1.71,27,34.0,78,2,,,,,,,,,,
Nancy,25,26.2,,34,374,"3,060",34.0,43,23,66,37,6,8,83,9,1.26,0.68,1.94,1.09,1.76,25,34.0,83,9,,,,,,,,,,
Nantes,29,24.2,,34,378,"3,060",34.0,39,19,58,38,1,1,55,1,1.15,0.56,1.71,1.12,1.68,29,34.0,55,1,,,,,,,,,,
Paris S-G,23,26.5,,34,373,"3,060",34.0,53,28,81,49,4,6,79,3,1.56,0.82,2.38,1.44,2.26,23,34.0,79,3,,,,,,,,,,
Rennes,26,24.8,,34,377,"3,060",34.0,41,21,62,41,0,2,65,4,1.21,0.62,1.82,1.21,1.82,26,34.0,65,4,,,,,,,,,,
Saint-Étienne,27,25.6,,34,372,"3,060",34.0,45,28,73,43,2,2,72,4,1.32,0.82,2.15,1.26,2.09,27,34.0,72,4,,,,,,,,,,
Sedan,24,27.7,,34,374,"3,060",34.0,42,28,70,40,2,2,63,3,1.24,0.82,2.06,1.18,2.00,24,34.0,63,3,,,,,,,,,,
Strasbourg,25,24.8,,34,374,"3,060",34.0,40,19,59,39,1,2,52,6,1.18,0.56,1.74,1.15,1.71,25,34.0,52,6,,,,,,,,,,
Troyes,25,27.0,,34,373,"3,060",34.0,34,20,54,30,4,4,59,3,1.00,0.59,1.59,0.88,1.47,25,34.0,59,3,,,,,,,,,,
