team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,25,26.2,,38,417,"3,420",38.0,86,68,154,83,3,4,47,1,2.26,1.79,4.05,2.18,3.97,25,38.0,47,1,,441,,,,,,,,
Aston Villa,22,25.7,,38,421,"3,420",38.0,43,34,77,40,3,6,57,2,1.13,0.89,2.03,1.05,1.95,22,38.0,57,2,,583,,,,,,,,
Birmingham City,27,27.9,,38,417,"3,420",38.0,37,24,61,35,2,2,63,3,0.97,0.63,1.61,0.92,1.55,27,38.0,63,3,,492,,,,,,,,
Blackburn,31,27.8,,38,414,"3,420",38.0,31,24,55,29,2,3,75,5,0.82,0.63,1.45,0.76,1.39,31,38.0,75,5,,554,,,,,,,,
Bolton,25,28.6,,38,418,"3,420",38.0,49,33,82,44,5,6,54,2,1.29,0.87,2.16,1.16,2.03,25,38.0,54,2,,538,,,,,,,,
Charlton Ath,22,28.0,,38,414,"3,420",38.0,41,28,69,41,0,0,39,4,1.08,0.74,1.82,1.08,1.82,22,38.0,39,4,,450,,,,,,,,
Chelsea,30,25.2,,38,422,"3,420",38.0,71,58,129,66,5,6,51,0,1.87,1.53,3.39,1.74,3.26,30,38.0,51,0,,479,,,,,,,,
Crystal Palace,27,25.7,,38,418,"3,420",38.0,43,26,69,33,10,12,59,3,1.13,0.68,1.82,0.87,1.55,27,38.0,59,3,,539,,,,,,,,
Everton,22,28.5,,38,414,"3,420",38.0,45,34,79,43,2,3,57,4,1.18,0.89,2.08,1.13,2.03,22,38.0,57,4,,508,,,,,,,,
Fulham,24,27.7,,38,418,"3,420",38.0,52,39,91,50,2,4,57,7,1.37,1.03,2.39,1.32,2.34,24,38.0,57,7,,477,,,,,,,,
Liverpool,29,26.2,,38,414,"3,420",38.0,49,42,91,46,3,5,45,2,1.29,1.11,2.39,1.21,2.32,29,38.0,45,2,,430,,,,,,,,
Manchester City,25,27.3,,38,418,"3,420",38.0,45,33,78,40,5,6,44,3,1.18,0.87,2.05,1.05,1.92,25,38.0,44,3,,475,,,,,,,,
Manchester Utd,26,26.0,,38,416,"3,420",38.0,57,45,102,54,3,4,52,5,1.50,1.18,2.68,1.42,2.61,26,38.0,52,5,,477,,,,,,,,
Middlesbrough,27,28.4,,38,418,"3,420",38.0,49,39,88,48,1,1,55,2,1.29,1.03,2.32,1.26,2.29,27,38.0,55,2,,474,,,,,,,,
Newcastle Utd,27,25.9,,38,435,"3,420",38.0,44,32,76,41,3,3,60,5,1.16,0.84,2.00,1.08,1.92,27,38.0,60,5,,526,,,,,,,,
Norwich City,25,27.6,,38,422,"3,420",38.0,41,29,70,38,3,4,35,2,1.08,0.76,1.84,1.00,1.76,25,38.0,35,2,,534,,,,,,,,
Portsmouth,26,27.5,,38,386,"3,420",38.0,41,30,71,35,6,6,54,2,1.08,0.79,1.87,0.92,1.71,26,38.0,54,2,,393,,,,,,,,
Southampton,35,28.4,,38,415,"3,420",38.0,44,30,74,41,3,3,45,2,1.16,0.79,1.95,1.08,1.87,35,38.0,45,2,,431,,,,,,,,
Tottenham,31,24.8,,38,412,"3,420",38.0,47,32,79,46,1,1,58,1,1.24,0.84,2.08,1.21,2.05,31,38.0,58,1,,424,,,,,,,,
West Brom,27,27.1,,38,422,"3,420",38.0,34,25,59,32,2,3,44,5,0.89,0.66,1.55,0.84,1.50,27,38.0,44,5,,512,,,,,,,,
