team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,29,25.5,,34,372,"3,060",34.0,37,20,57,33,4,5,68,1,1.09,0.59,1.68,0.97,1.56,29,34.0,68,1,,544,,,,,,,,
Bari,36,24.3,,34,372,"3,060",34.0,31,16,47,22,9,11,68,7,0.91,0.47,1.38,0.65,1.12,36,34.0,68,7,,599,,,,,,,,
Bologna,27,27.4,,34,372,"3,060",34.0,49,25,74,44,5,6,78,5,1.44,0.74,2.18,1.29,2.03,27,34.0,78,5,,666,,,,,,,,
Brescia,26,28.8,,34,367,"3,060",34.0,43,19,62,34,9,10,79,4,1.26,0.56,1.82,1.00,1.56,26,34.0,79,4,,593,,,,,,,,
Fiorentina,27,27.5,,34,374,"3,060",34.0,51,27,78,47,4,4,66,5,1.50,0.79,2.29,1.38,2.18,27,34.0,66,5,,622,,,,,,,,
Hellas Verona,27,25.4,,34,374,"3,060",34.0,38,21,59,33,5,7,91,16,1.12,0.62,1.74,0.97,1.59,27,34.0,91,16,,667,,,,,,,,
Inter,30,26.3,,34,374,"3,060",34.0,47,28,75,41,6,7,56,3,1.38,0.82,2.21,1.21,2.03,30,34.0,56,3,,610,,,,,,,,
Juventus,22,27.3,,34,371,"3,060",34.0,60,39,99,56,4,6,67,5,1.76,1.15,2.91,1.65,2.79,22,34.0,67,5,,638,,,,,,,,
Lazio,27,27.9,,34,373,"3,060",34.0,61,40,101,55,6,8,56,4,1.79,1.18,2.97,1.62,2.79,27,34.0,56,4,,550,,,,,,,,
Lecce,25,27.1,,34,375,"3,060",34.0,40,24,64,32,8,8,63,9,1.18,0.71,1.88,0.94,1.65,25,34.0,63,9,,638,,,,,,,,
Milan,28,27.2,,34,375,"3,060",34.0,55,41,96,49,6,6,60,3,1.62,1.21,2.82,1.44,2.65,28,34.0,60,3,,616,,,,,,,,
Napoli,29,26.1,,34,375,"3,060",34.0,34,18,52,31,3,4,79,6,1.00,0.53,1.53,0.91,1.44,29,34.0,79,6,,646,,,,,,,,
Parma,23,26.8,,34,375,"3,060",34.0,51,35,86,48,3,4,56,4,1.50,1.03,2.53,1.41,2.44,23,34.0,56,4,,540,,,,,,,,
Perugia,28,25.7,,34,383,"3,060",34.0,49,23,72,42,7,8,75,7,1.44,0.68,2.12,1.24,1.91,28,34.0,75,7,,531,,,,,,,,
Reggina,24,25.0,,34,374,"3,060",34.0,32,11,43,31,1,2,79,5,0.94,0.32,1.26,0.91,1.24,24,34.0,79,5,,762,,,,,,,,
Roma,23,27.1,,34,374,"3,060",34.0,65,47,112,60,5,5,67,3,1.91,1.38,3.29,1.76,3.15,23,34.0,67,3,,655,,,,,,,,
Udinese,28,25.5,,34,375,"3,060",34.0,48,29,77,41,7,7,66,4,1.41,0.85,2.26,1.21,2.06,28,34.0,66,4,,652,,,,,,,,
Vicenza,30,26.0,,34,375,"3,060",34.0,35,23,58,32,3,3,93,3,1.03,0.68,1.71,0.94,1.62,30,34.0,93,3,,723,,,,,,,,
