team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Granada,32,28.1,44.7,38,418,"3,420",38.0,43,28,71,40,3,5,105,4,39.0,35.1,26.7,61.8,435,1047,1.13,0.74,1.87,1.05,1.79,1.03,0.70,1.73,0.92,1.63,32,38.0,105,4,1,477,466,62,691,326,343,2,9,2,1867,602,743,44.8
Levante,31,28.0,47.2,38,418,"3,420",38.0,51,34,85,43,8,13,109,6,55.1,45.1,31.7,76.9,569,1343,1.34,0.89,2.24,1.13,2.03,1.45,0.84,2.28,1.19,2.02,31,38.0,109,6,2,550,403,77,624,377,305,6,6,0,2054,441,492,47.3
Mallorca,33,27.9,45.3,38,418,"3,420",38.0,33,23,56,27,6,7,114,7,38.8,33.3,25.7,59.0,575,1129,0.87,0.61,1.47,0.71,1.32,1.02,0.68,1.70,0.88,1.55,33,38.0,114,7,4,554,535,67,597,344,332,6,8,4,2007,651,703,48.1
Osasuna,29,27.7,46.9,38,418,"3,420",38.0,37,23,60,31,6,8,84,2,36.7,30.7,22.9,53.6,417,1328,0.97,0.61,1.58,0.82,1.42,0.96,0.60,1.57,0.81,1.41,29,38.0,84,2,1,498,391,66,864,368,331,3,7,2,2118,808,743,52.1
Rayo Vallecano,28,27.5,49.9,38,418,"3,420",38.0,38,28,66,34,4,4,101,3,42.8,39.7,30.7,70.3,697,1312,1.00,0.74,1.74,0.89,1.63,1.13,0.81,1.93,1.04,1.85,28,38.0,101,3,1,537,511,83,862,365,359,4,9,1,2110,652,655,49.9
Real Madrid,31,27.7,59.9,38,418,"3,420",38.0,80,59,139,72,8,12,76,0,71.7,62.2,50.7,112.9,1029,2078,2.11,1.55,3.66,1.89,3.45,1.89,1.33,3.22,1.64,2.97,31,38.0,76,0,0,394,474,106,611,334,345,10,5,0,1941,397,319,55.4
Real Sociedad,32,25.7,54.3,38,418,"3,420",38.0,40,22,62,31,9,10,77,4,51.5,43.8,32.9,76.7,667,1462,1.05,0.58,1.63,0.82,1.39,1.36,0.87,2.22,1.15,2.02,32,38.0,77,4,1,491,465,76,638,348,339,8,6,0,2012,678,597,53.2
Sevilla,33,28.6,59.4,38,418,"3,420",38.0,51,40,91,49,2,3,97,4,42.4,40.0,32.5,72.5,625,1596,1.34,1.05,2.39,1.29,2.34,1.12,0.86,1.97,1.05,1.91,33,38.0,97,4,2,462,462,80,787,270,302,3,4,0,2064,595,561,51.5
Valencia,34,24.8,43.6,38,418,"3,420",38.0,45,30,75,37,8,9,134,8,39.0,32.2,25.4,57.6,554,1202,1.18,0.79,1.97,0.97,1.76,1.03,0.67,1.69,0.85,1.52,34,38.0,134,8,6,641,586,52,765,339,364,8,8,3,2079,564,599,48.5
Villarreal,29,28.0,56.8,38,418,"3,420",38.0,62,51,113,57,5,6,81,1,64.2,60.0,50.9,110.9,790,1698,1.63,1.34,2.97,1.50,2.84,1.69,1.34,3.03,1.58,2.92,29,38.0,81,1,1,472,459,91,574,329,312,3,5,1,1946,491,437,52.9
