team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alavés,33,27.9,42.0,38,418,"3,420",38.0,29,20,49,23,6,7,93,4,37.3,31.8,25.5,57.3,420,984,0.76,0.53,1.29,0.61,1.13,0.98,0.67,1.65,0.84,1.51,33,38.0,93,4,3,529,455,72,758,376,324,6,9,0,1910,869,674,56.3
Athletic Club,26,26.9,48.1,38,418,"3,420",38.0,40,34,74,37,3,7,90,4,49.6,44.0,37.5,81.6,653,1572,1.05,0.89,1.95,0.97,1.87,1.31,0.99,2.29,1.16,2.15,26,38.0,90,4,3,487,483,89,798,339,292,5,3,1,2098,585,572,50.6
Atlético Madrid,26,28.1,50.6,38,418,"3,420",38.0,63,45,108,59,4,5,111,7,54.4,50.6,40.2,90.8,705,1463,1.66,1.18,2.84,1.55,2.74,1.43,1.06,2.49,1.33,2.39,26,38.0,111,7,3,473,503,85,703,365,346,4,8,3,2002,559,539,50.9
Barcelona,38,26.2,64.2,38,418,"3,420",38.0,68,52,120,62,6,7,97,5,63.4,57.9,47.6,105.5,961,2079,1.79,1.37,3.16,1.63,3.00,1.67,1.25,2.92,1.52,2.78,38,38.0,97,5,3,499,489,99,798,325,331,6,3,0,2066,454,410,52.5
Betis,31,28.9,53.7,38,418,"3,420",38.0,60,45,105,54,6,6,87,6,53.5,48.8,37.7,86.5,666,1518,1.58,1.18,2.76,1.42,2.61,1.41,0.99,2.40,1.29,2.28,31,38.0,87,6,1,485,470,71,547,361,392,4,3,2,1908,505,511,49.7
Cádiz,33,28.5,41.3,38,418,"3,420",38.0,35,21,56,32,3,6,105,3,39.5,34.8,24.6,59.4,571,1080,0.92,0.55,1.47,0.84,1.39,1.04,0.65,1.69,0.91,1.56,33,38.0,105,3,3,488,449,69,865,413,380,5,13,0,2077,601,693,46.4
Celta Vigo,25,28.4,55.2,38,418,"3,420",38.0,43,29,72,40,3,6,87,3,43.1,38.3,28.8,67.2,665,1447,1.13,0.76,1.89,1.05,1.82,1.13,0.76,1.89,1.01,1.77,25,38.0,87,3,1,507,463,83,768,376,409,3,8,2,2144,603,696,46.4
Elche,28,29.1,48.4,38,418,"3,420",38.0,39,29,68,38,1,1,104,6,33.7,32.9,27.6,60.5,531,1102,1.03,0.76,1.79,1.00,1.76,0.89,0.73,1.61,0.86,1.59,28,38.0,104,6,1,518,471,74,720,305,325,1,10,0,1982,527,515,50.6
Espanyol,34,27.7,46.9,38,418,"3,420",38.0,39,25,64,34,5,5,99,7,36.7,32.9,25.8,58.7,610,1212,1.03,0.66,1.68,0.89,1.55,0.97,0.68,1.65,0.87,1.55,34,38.0,99,7,3,440,516,70,627,326,338,3,5,2,1736,447,574,43.8
Getafe,31,26.6,41.5,38,418,"3,420",38.0,31,26,57,28,3,5,121,8,29.3,25.3,19.4,44.7,399,917,0.82,0.68,1.50,0.74,1.42,0.77,0.51,1.28,0.67,1.18,31,38.0,121,8,1,559,481,53,621,401,360,1,4,1,1924,721,717,50.1
