team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Augsburg,28,26.2,38.6,34,374,"3,060",34.0,45,29,74,42,3,5,68,2,43.1,39.1,29.7,68.8,411,815,1.32,0.85,2.18,1.24,2.09,1.27,0.87,2.14,1.15,2.02,28,34.0,68,2,2,378,384,81,479,434,314,4,1,3,1765,545,612,47.1
Bayern Munich,29,26.7,65.1,34,374,"3,060",34.0,97,75,172,91,6,6,54,3,89.5,84.8,73.1,157.9,930,2300,2.85,2.21,5.06,2.68,4.88,2.63,2.15,4.78,2.49,4.64,29,34.0,54,3,2,322,355,78,850,342,293,6,4,1,2048,478,403,54.3
Dortmund,27,25.8,60.4,34,374,"3,060",34.0,84,74,158,82,2,2,49,1,61.0,59.5,50.6,110.1,792,1736,2.47,2.18,4.65,2.41,4.59,1.80,1.49,3.28,1.75,3.24,27,34.0,49,1,1,305,327,56,510,375,329,1,3,3,1914,361,358,50.2
Düsseldorf,28,27.1,45.6,34,374,"3,060",34.0,36,26,62,32,4,4,78,0,35.9,32.7,24.2,56.9,487,1268,1.06,0.76,1.82,0.94,1.71,1.06,0.71,1.77,0.96,1.67,28,34.0,78,0,0,407,430,56,705,376,307,3,5,4,1737,583,649,47.3
Eint Frankfurt,27,27.0,50.9,34,374,"3,060",34.0,57,45,102,55,2,2,71,4,59.5,58.0,44.8,102.8,677,1389,1.68,1.32,3.00,1.62,2.94,1.75,1.32,3.07,1.71,3.02,27,34.0,71,4,2,425,368,57,892,376,377,1,3,2,2047,699,665,51.2
Freiburg,26,26.4,48.1,34,374,"3,060",34.0,46,27,73,41,5,6,43,2,46.7,42.0,33.0,75.0,537,1128,1.35,0.79,2.15,1.21,2.00,1.37,0.97,2.34,1.24,2.21,26,34.0,43,2,1,329,437,56,649,354,252,5,4,0,1629,636,673,48.6
Gladbach,25,26.3,52.4,34,374,"3,060",34.0,64,53,117,60,4,6,77,3,72.0,67.2,53.6,120.8,650,1305,1.88,1.56,3.44,1.76,3.32,2.12,1.58,3.69,1.98,3.55,25,34.0,77,3,3,424,446,91,570,381,322,5,2,0,1880,546,554,49.6
Hertha BSC,32,26.2,44.7,34,374,"3,060",34.0,45,35,80,42,3,3,78,4,43.1,40.7,32.7,73.4,546,1073,1.32,1.03,2.35,1.24,2.26,1.27,0.96,2.23,1.20,2.16,32,34.0,78,4,2,465,350,57,527,409,341,3,7,2,1725,611,530,53.5
Hoffenheim,31,26.0,51.6,34,374,"3,060",34.0,52,36,88,49,3,4,66,2,56.1,53.0,40.2,93.2,598,1261,1.53,1.06,2.59,1.44,2.50,1.65,1.18,2.83,1.56,2.74,31,34.0,66,2,1,383,416,61,579,349,309,3,8,2,1666,564,541,51.0
Köln,29,25.6,46.7,34,374,"3,060",34.0,50,38,88,48,2,4,79,4,48.9,46.3,35.6,81.9,494,1158,1.47,1.12,2.59,1.41,2.53,1.44,1.05,2.49,1.36,2.41,29,34.0,79,4,1,487,436,75,708,435,413,3,6,2,1948,715,668,51.7
Leverkusen,24,26.1,63.2,34,374,"3,060",34.0,57,48,105,55,2,2,61,6,59.1,57.5,48.6,106.1,761,1471,1.68,1.41,3.09,1.62,3.03,1.74,1.43,3.17,1.69,3.12,24,34.0,61,6,3,394,369,92,713,333,353,2,2,0,2035,518,490,51.4
Mainz 05,25,24.6,43.2,34,374,"3,060",34.0,42,34,76,39,3,3,75,3,48.2,45.8,37.4,83.2,524,1146,1.24,1.00,2.24,1.15,2.15,1.42,1.10,2.52,1.35,2.45,25,34.0,75,3,2,462,401,70,615,363,331,3,5,1,1785,609,669,47.7
Paderborn 07,27,25.7,45.9,34,374,"3,060",34.0,37,26,63,35,2,4,84,3,39.2,36.1,26.8,62.9,682,1009,1.09,0.76,1.85,1.03,1.79,1.15,0.79,1.94,1.06,1.85,27,34.0,84,3,2,426,358,62,572,364,400,2,5,2,1797,462,564,45.0
RB Leipzig,29,24.2,55.3,34,374,"3,060",34.0,81,58,139,76,5,5,53,3,71.3,67.6,54.4,122.0,759,1700,2.38,1.71,4.09,2.24,3.94,2.10,1.60,3.70,1.99,3.59,29,34.0,53,3,3,373,370,78,628,364,361,3,2,0,2031,518,484,51.7
Schalke 04,29,24.6,49.0,34,374,"3,060",34.0,35,25,60,33,2,2,64,2,37.8,36.2,25.5,61.7,603,1201,1.03,0.74,1.76,0.97,1.71,1.11,0.75,1.86,1.07,1.82,29,34.0,64,2,1,400,380,81,472,407,361,1,6,2,1927,627,632,49.8
Union Berlin,26,27.7,41.9,34,374,"3,060",34.0,38,27,65,34,4,5,71,5,41.4,37.6,28.0,65.7,387,944,1.12,0.79,1.91,1.00,1.79,1.22,0.82,2.04,1.11,1.93,26,34.0,71,5,3,523,374,64,628,421,322,3,4,1,1848,908,835,52.1
Werder Bremen,30,26.7,48.8,34,374,"3,060",34.0,40,30,70,37,3,6,80,4,39.4,34.7,25.8,60.5,509,1309,1.18,0.88,2.06,1.09,1.97,1.16,0.76,1.92,1.02,1.78,30,34.0,80,4,4,461,450,53,601,423,345,4,1,3,1723,568,666,46.0
Wolfsburg,26,26.0,48.4,34,374,"3,060",34.0,48,33,81,44,4,4,71,4,52.8,49.7,37.9,87.6,620,1247,1.41,0.97,2.38,1.29,2.26,1.55,1.11,2.67,1.46,2.58,26,34.0,71,4,2,490,399,72,651,377,363,3,5,0,1999,644,599,51.8
