team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Juventus,24,29.2,57.2,38,418,"3,420",38.0,82,39,121,78,4,8,66,,55.3,49.4,37.9,87.2,789,1704,2.16,1.03,3.18,2.05,3.08,1.46,1.00,2.45,1.30,2.30,24,38.0,66,,1,432,493,79,672,421,359,5,4,2,2003,455,366,55.4
Lazio,24,26.5,51.1,38,418,"3,420",38.0,86,51,137,77,9,11,79,,63.7,55.2,45.8,101.0,915,1802,2.26,1.34,3.61,2.03,3.37,1.68,1.21,2.88,1.45,2.66,24,38.0,79,,3,435,350,97,734,494,450,9,10,2,2304,474,464,50.5
Milan,24,25.0,56.0,38,418,"3,420",38.0,54,28,82,50,4,6,75,,51.2,46.6,35.3,81.9,778,2016,1.42,0.74,2.16,1.32,2.05,1.35,0.93,2.28,1.23,2.15,24,38.0,75,,4,495,478,88,872,354,376,4,3,1,1954,440,500,46.8
Napoli,23,28.0,63.4,38,418,"3,420",38.0,73,45,118,67,6,8,58,,67.1,60.7,50.8,111.6,971,2468,1.92,1.18,3.11,1.76,2.95,1.77,1.34,3.10,1.60,2.94,23,38.0,58,,1,349,369,80,672,341,407,7,2,0,2393,375,436,46.2
Roma,27,27.4,58.0,38,418,"3,420",38.0,56,37,93,53,3,6,48,,63.4,58.8,46.7,105.5,938,1989,1.47,0.97,2.45,1.39,2.37,1.67,1.23,2.90,1.55,2.78,27,38.0,48,,1,396,439,71,962,477,384,4,5,0,2201,664,471,58.5
Sampdoria,27,27.0,53.6,38,418,"3,420",38.0,56,33,89,49,7,8,69,,53.5,47.2,35.5,82.7,614,1627,1.47,0.87,2.34,1.29,2.16,1.41,0.93,2.34,1.24,2.18,27,38.0,69,,2,426,485,54,777,335,423,6,10,2,1997,463,545,45.9
Sassuolo,28,27.2,42.9,38,418,"3,420",38.0,28,16,44,24,4,10,89,,46.3,38.4,27.7,66.1,640,1492,0.74,0.42,1.16,0.63,1.05,1.22,0.73,1.95,1.01,1.74,28,38.0,89,,4,488,556,80,793,506,375,6,3,2,2077,592,528,52.9
SPAL,29,26.7,44.7,38,418,"3,420",38.0,37,14,51,32,5,6,101,,35.8,31.1,21.5,52.5,704,1218,0.97,0.37,1.34,0.84,1.21,0.94,0.56,1.51,0.82,1.38,29,38.0,101,,2,479,640,91,727,527,414,5,12,4,1776,507,545,48.2
Torino,27,28.1,51.1,38,418,"3,420",38.0,53,36,89,53,0,2,78,,46.0,44.4,35.1,79.6,703,1425,1.39,0.95,2.34,1.39,2.34,1.21,0.92,2.14,1.17,2.09,27,38.0,78,,4,568,508,71,612,421,405,2,8,0,2122,614,573,51.7
Udinese,27,26.5,44.7,38,418,"3,420",38.0,45,27,72,38,7,7,72,,43.2,37.7,29.4,67.1,605,1364,1.18,0.71,1.89,1.00,1.71,1.14,0.77,1.91,0.99,1.77,27,38.0,72,,0,531,392,60,711,459,415,5,6,5,1934,539,577,48.3
