team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Ancona,41,28.8,,34,336,"3,060",34.0,21,14,35,18,3,4,84,6,0.62,0.41,1.03,0.53,0.94,41,34.0,84,6,,586,,,,,,,,
Bologna,24,27.7,,34,364,"3,060",34.0,43,25,68,40,3,4,85,4,1.26,0.74,2.00,1.18,1.91,24,34.0,85,4,,725,,,,,,,,
Brescia,25,25.9,,34,374,"3,060",34.0,51,32,83,50,1,4,67,9,1.50,0.94,2.44,1.47,2.41,25,34.0,67,9,,704,,,,,,,,
Chievo,25,27.0,,34,376,"3,060",34.0,36,22,58,32,4,4,74,6,1.06,0.65,1.71,0.94,1.59,25,34.0,74,6,,731,,,,,,,,
Empoli,25,26.5,,34,375,"3,060",34.0,26,18,44,26,0,2,62,7,0.76,0.53,1.29,0.76,1.29,25,34.0,62,7,,687,,,,,,,,
Inter,28,27.8,,34,372,"3,060",34.0,58,32,90,54,4,4,59,6,1.71,0.94,2.65,1.59,2.53,28,34.0,59,6,,656,,,,,,,,
Juventus,25,28.0,,34,374,"3,060",34.0,66,46,112,61,5,7,51,4,1.94,1.35,3.29,1.79,3.15,25,34.0,51,4,,631,,,,,,,,
Lazio,22,29.5,,34,375,"3,060",34.0,50,28,78,48,2,4,68,7,1.47,0.82,2.29,1.41,2.24,22,34.0,68,7,,656,,,,,,,,
Lecce,28,24.9,,34,378,"3,060",34.0,41,26,67,37,4,6,87,4,1.21,0.76,1.97,1.09,1.85,28,34.0,87,4,,820,,,,,,,,
Milan,23,28.8,,34,374,"3,060",34.0,65,51,116,60,5,6,41,6,1.91,1.50,3.41,1.76,3.26,23,34.0,41,6,,587,,,,,,,,
Modena,27,28.6,,34,372,"3,060",34.0,27,19,46,24,3,6,80,6,0.79,0.56,1.35,0.71,1.26,27,34.0,80,6,,721,,,,,,,,
Parma,27,24.3,,34,354,"3,060",34.0,57,34,91,52,5,7,77,7,1.68,1.00,2.68,1.53,2.53,27,34.0,77,7,,810,,,,,,,,
Perugia,35,26.8,,34,368,"3,060",34.0,42,21,63,36,6,9,83,8,1.24,0.62,1.85,1.06,1.68,35,34.0,83,8,,782,,,,,,,,
Reggina,24,26.6,,34,373,"3,060",34.0,29,16,45,23,6,7,60,4,0.85,0.47,1.32,0.68,1.15,24,34.0,60,4,,724,,,,,,,,
Roma,25,25.9,,34,372,"3,060",34.0,67,41,108,60,7,8,63,4,1.97,1.21,3.18,1.76,2.97,25,34.0,63,4,,754,,,,,,,,
Sampdoria,25,27.9,,34,355,"3,060",34.0,39,27,66,36,3,6,78,3,1.15,0.79,1.94,1.06,1.85,25,34.0,78,3,,739,,,,,,,,
Siena,25,28.1,,34,403,"3,060",34.0,40,30,70,35,5,6,105,6,1.18,0.88,2.06,1.03,1.91,25,34.0,105,6,,902,,,,,,,,
Udinese,26,26.0,,34,368,"3,060",34.0,42,32,74,39,3,5,60,6,1.24,0.94,2.18,1.15,2.09,26,34.0,60,6,,718,,,,,,,,
