team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Ajaccio,30,27.6,,38,419,"3,420",38.0,28,18,46,27,1,1,96,6,0.74,0.47,1.21,0.71,1.18,30,38.0,96,6,,,,,,,,,,
Auxerre,25,24.6,,38,418,"3,420",38.0,38,31,69,38,0,0,61,4,1.00,0.82,1.82,1.00,1.82,25,38.0,61,4,,,,,,,,,,
Bastia,33,25.8,,38,420,"3,420",38.0,40,26,66,37,3,4,96,8,1.05,0.68,1.74,0.97,1.66,33,38.0,96,8,,,,,,,,,,
Bordeaux,24,25.7,,38,418,"3,420",38.0,56,34,90,52,4,7,92,9,1.47,0.89,2.37,1.37,2.26,24,38.0,92,9,,,,,,,,,,
Guingamp,22,27.5,,38,418,"3,420",38.0,57,33,90,52,5,5,76,9,1.50,0.87,2.37,1.37,2.24,22,38.0,76,9,,,,,,,,,,
Le Havre,25,24.7,,38,418,"3,420",38.0,27,18,45,24,3,5,81,9,0.71,0.47,1.18,0.63,1.11,25,38.0,81,9,,,,,,,,,,
Lens,26,25.8,,38,418,"3,420",38.0,42,25,67,38,4,5,75,3,1.11,0.66,1.76,1.00,1.66,26,38.0,75,3,,,,,,,,,,
Lille,24,25.6,,38,418,"3,420",38.0,28,18,46,25,3,5,76,6,0.74,0.47,1.21,0.66,1.13,24,38.0,76,6,,,,,,,,,,
Lyon,25,27.3,,38,418,"3,420",38.0,61,40,101,61,0,1,60,3,1.61,1.05,2.66,1.61,2.66,25,38.0,60,3,,,,,,,,,,
Marseille,27,25.7,,38,418,"3,420",38.0,40,26,66,37,3,4,91,7,1.05,0.68,1.74,0.97,1.66,27,38.0,91,7,,,,,,,,,,
Monaco,29,24.7,,38,419,"3,420",38.0,65,48,113,62,3,3,76,6,1.71,1.26,2.97,1.63,2.89,29,38.0,76,6,,,,,,,,,,
Montpellier,30,24.4,,38,418,"3,420",38.0,35,20,55,30,5,3,100,10,0.92,0.53,1.45,0.79,1.32,30,38.0,100,10,,,,,,,,,,
Nantes,27,24.7,,38,418,"3,420",38.0,37,23,60,33,4,5,85,10,0.97,0.61,1.58,0.87,1.47,27,38.0,85,10,,,,,,,,,,
Nice,26,26.1,,38,418,"3,420",38.0,38,19,57,36,2,2,84,4,1.00,0.50,1.50,0.95,1.45,26,38.0,84,4,,,,,,,,,,
Paris S-G,28,27.5,,38,418,"3,420",38.0,46,27,73,42,4,6,98,13,1.21,0.71,1.92,1.11,1.82,28,38.0,98,13,,,,,,,,,,
Rennes,30,24.4,,38,418,"3,420",38.0,32,22,54,27,5,6,86,8,0.84,0.58,1.42,0.71,1.29,30,38.0,86,8,,,,,,,,,,
Sedan,29,26.4,,38,418,"3,420",38.0,40,22,62,37,3,5,82,6,1.05,0.58,1.63,0.97,1.55,29,38.0,82,6,,,,,,,,,,
Sochaux,28,25.9,,38,417,"3,420",38.0,45,31,76,42,3,4,77,1,1.18,0.82,2.00,1.11,1.92,28,38.0,77,1,,,,,,,,,,
Strasbourg,32,26.3,,38,418,"3,420",38.0,37,25,62,32,5,7,83,2,0.97,0.66,1.63,0.84,1.50,32,38.0,83,2,,,,,,,,,,
Troyes,33,27.6,,38,418,"3,420",38.0,23,14,37,21,2,3,78,4,0.61,0.37,0.97,0.55,0.92,33,38.0,78,4,,,,,,,,,,
