team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,27,26.2,,38,418,"3,420",38.0,66,46,112,62,4,7,56,2,1.74,1.21,2.95,1.63,2.84,27,38.0,56,2,,479,,,,,,,,
Aston Villa,27,25.2,,38,416,"3,420",38.0,41,35,76,40,1,4,62,2,1.08,0.92,2.00,1.05,1.97,27,38.0,62,2,,522,,,,,,,,
Birmingham City,30,28.0,,38,417,"3,420",38.0,26,19,45,24,2,2,56,7,0.68,0.50,1.18,0.63,1.13,30,38.0,56,7,,484,,,,,,,,
Blackburn,25,28.0,,38,418,"3,420",38.0,49,29,78,45,4,4,78,6,1.29,0.76,2.05,1.18,1.95,25,38.0,78,6,,568,,,,,,,,
Bolton,24,28.0,,38,419,"3,420",38.0,47,33,80,45,2,4,68,3,1.24,0.87,2.11,1.18,2.05,24,38.0,68,3,,506,,,,,,,,
Charlton Ath,28,27.9,,38,422,"3,420",38.0,41,29,70,37,4,4,45,2,1.08,0.76,1.84,0.97,1.74,28,38.0,45,2,,500,,,,,,,,
Chelsea,25,25.9,,38,418,"3,420",38.0,71,50,121,67,4,4,65,5,1.87,1.32,3.18,1.76,3.08,25,38.0,65,5,,435,,,,,,,,
Everton,28,27.8,,38,422,"3,420",38.0,32,25,57,31,1,3,68,7,0.84,0.66,1.50,0.82,1.47,28,38.0,68,7,,538,,,,,,,,
Fulham,27,27.9,,38,417,"3,420",38.0,47,35,82,43,4,4,66,2,1.24,0.92,2.16,1.13,2.05,27,38.0,66,2,,467,,,,,,,,
Liverpool,24,26.3,,38,415,"3,420",38.0,54,42,96,50,4,5,53,5,1.42,1.11,2.53,1.32,2.42,24,38.0,53,5,,446,,,,,,,,
Manchester City,26,27.3,,38,418,"3,420",38.0,42,31,73,41,1,2,72,4,1.11,0.82,1.92,1.08,1.89,26,38.0,72,4,,513,,,,,,,,
Manchester Utd,26,26.4,,38,417,"3,420",38.0,68,50,118,66,2,3,61,2,1.79,1.32,3.11,1.74,3.05,26,38.0,61,2,,483,,,,,,,,
Middlesbrough,37,26.5,,38,413,"3,420",38.0,48,34,82,43,5,5,56,3,1.26,0.89,2.16,1.13,2.03,37,38.0,56,3,,490,,,,,,,,
Newcastle Utd,26,26.7,,38,414,"3,420",38.0,45,31,76,40,5,5,68,6,1.18,0.82,2.00,1.05,1.87,26,38.0,68,6,,593,,,,,,,,
Portsmouth,34,26.7,,38,419,"3,420",38.0,36,22,58,34,2,2,53,1,0.95,0.58,1.53,0.89,1.47,34,38.0,53,1,,499,,,,,,,,
Sunderland,28,25.0,,38,410,"3,420",38.0,24,15,39,22,2,2,73,4,0.63,0.39,1.03,0.58,0.97,28,38.0,73,4,,536,,,,,,,,
Tottenham,29,24.9,,38,414,"3,420",38.0,52,38,90,48,4,6,55,5,1.37,1.00,2.37,1.26,2.26,29,38.0,55,5,,455,,,,,,,,
West Brom,29,26.4,,38,418,"3,420",38.0,31,18,49,30,1,2,47,2,0.82,0.47,1.29,0.79,1.26,29,38.0,47,2,,466,,,,,,,,
West Ham,28,26.0,,38,415,"3,420",38.0,48,29,77,45,3,5,50,2,1.26,0.76,2.03,1.18,1.95,28,38.0,50,2,,478,,,,,,,,
Wigan Athletic,25,28.3,,38,420,"3,420",38.0,44,30,74,43,1,1,54,4,1.16,0.79,1.95,1.13,1.92,25,38.0,54,4,,497,,,,,,,,
