team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,22,27.3,,38,419,"3,420",38.0,69,52,121,62,7,7,53,3,1.82,1.37,3.18,1.63,3.00,22,38.0,53,3,,532,,,,,,,,
Aston Villa,23,25.7,,38,418,"3,420",38.0,48,34,82,44,4,5,52,3,1.26,0.89,2.16,1.16,2.05,23,38.0,52,3,,609,,,,,,,,
Birmingham City,27,27.4,,38,428,"3,420",38.0,43,29,72,39,4,5,46,5,1.13,0.76,1.89,1.03,1.79,27,38.0,46,5,,560,,,,,,,,
Blackburn,28,28.2,,38,412,"3,420",38.0,52,39,91,52,0,0,61,3,1.37,1.03,2.39,1.37,2.39,28,38.0,61,3,,556,,,,,,,,
Bolton,24,28.5,,38,433,"3,420",38.0,47,35,82,46,1,1,66,0,1.24,0.92,2.16,1.21,2.13,24,38.0,66,0,,521,,,,,,,,
Charlton Ath,24,28.4,,38,406,"3,420",38.0,50,29,79,44,6,8,38,3,1.32,0.76,2.08,1.16,1.92,24,38.0,38,3,,494,,,,,,,,
Chelsea,27,25.9,,38,438,"3,420",38.0,67,58,125,63,4,4,46,3,1.76,1.53,3.29,1.66,3.18,27,38.0,46,3,,543,,,,,,,,
Everton,27,27.4,,38,414,"3,420",38.0,42,31,73,41,1,1,54,3,1.11,0.82,1.92,1.08,1.89,27,38.0,54,3,,474,,,,,,,,
Fulham,30,27.0,,38,421,"3,420",38.0,52,32,84,50,2,3,66,3,1.37,0.84,2.21,1.32,2.16,30,38.0,66,3,,537,,,,,,,,
Leeds United,30,25.1,,38,404,"3,420",38.0,40,28,68,36,4,4,73,5,1.05,0.74,1.79,0.95,1.68,30,38.0,73,5,,564,,,,,,,,
Leicester City,30,29.3,,38,391,"3,420",38.0,45,37,82,43,2,3,61,8,1.18,0.97,2.16,1.13,2.11,30,38.0,61,8,,558,,,,,,,,
Liverpool,26,26.0,,38,408,"3,420",38.0,53,36,89,45,8,10,46,1,1.39,0.95,2.34,1.18,2.13,26,38.0,46,1,,479,,,,,,,,
Manchester City,24,27.9,,38,418,"3,420",38.0,52,37,89,48,4,4,50,3,1.37,0.97,2.34,1.26,2.24,24,38.0,50,3,,463,,,,,,,,
Manchester Utd,22,25.8,,38,418,"3,420",38.0,63,54,117,62,1,4,46,3,1.66,1.42,3.08,1.63,3.05,22,38.0,46,3,,448,,,,,,,,
Middlesbrough,27,27.6,,38,418,"3,420",38.0,42,28,70,39,3,5,59,1,1.11,0.74,1.84,1.03,1.76,27,38.0,59,1,,554,,,,,,,,
Newcastle Utd,24,25.8,,38,429,"3,420",38.0,53,33,86,46,7,10,48,3,1.39,0.87,2.26,1.21,2.08,24,38.0,48,3,,534,,,,,,,,
Portsmouth,32,28.6,,38,433,"3,420",38.0,49,31,80,46,3,3,63,3,1.29,0.82,2.11,1.21,2.03,32,38.0,63,3,,603,,,,,,,,
Southampton,28,28.1,,38,403,"3,420",38.0,43,27,70,41,2,2,54,3,1.13,0.71,1.84,1.08,1.79,28,38.0,54,3,,504,,,,,,,,
Tottenham,28,26.2,,38,407,"3,420",38.0,47,33,80,44,3,3,61,0,1.24,0.87,2.11,1.16,2.03,28,38.0,61,0,,595,,,,,,,,
Wolves,27,29.6,,38,428,"3,420",38.0,39,25,64,38,1,4,68,2,1.03,0.66,1.68,1.00,1.66,27,38.0,68,2,,520,,,,,,,,
